# _root_ Mint arról korábban beszámoltunk , márciusban csaknem kétszáz mázsa busa , harcsa és amur pusztult el a természetvédelmi területen található vajai őstóban .
#goldHeads=4,4,4,15,15,15,9,9,10,15,15,15,15,15,0,15,19,19,20,22,22,15,15,
#predictedHeads=4,4,4,15,15,15,9,9,10,12,12,15,15,15,0,15,19,19,20,21,22,15,15,
(4,22),(22,12),-0.00602795 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.191539 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.0569688 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.563067 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.563219 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.458946 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.521814 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.282004 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-1.2865 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0898408 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.187957 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.897778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,10),-0.318557 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.440497 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.498896 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.850073 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0890486 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0012595 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.184817 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.583964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.0589524 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),0.0982731 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),0.12391 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.00474309 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.145441 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.0122392 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),0.0501618 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.0532954 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.0559261 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.187567 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.376637 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.208028 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.28856 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.210523 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.401106 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.631044 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.28653 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.261208 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.495055 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.849358 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.215006 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.21455 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0896179 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.260091 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.961562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.324017 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.100973 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.253689 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.382341 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.490667 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.389896 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.308367 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.430894 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.541809 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.473451 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.702828 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.61444 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.588121 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.778704 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.859768 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.514926 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.377342 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.3304 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.529933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.193254 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.125294 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.00335866 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.149828 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0108551 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.0189973 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.051911 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.222165 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.206287 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.209139 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.399974 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.569961 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.537722 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.563556 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.400191 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.317996 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.494569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0646224 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.257189 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.60138 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.620502 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.437569 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.36236 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.532401 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.425655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.00878075 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.273645 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.620502 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.437569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.532401 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.425655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.00878075 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.273645 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.282375 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.109008 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0253391 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0157173 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.122355 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.546827 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.574429 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.40267 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.377304 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.539829 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.583775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.0346204 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.267014 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.123071 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.00458013 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.211913 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0098169 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0232511 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0531324 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.157544 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.290359 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.397646 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.143964 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.311195 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.147628 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.339087 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.511551 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0662384 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.376402 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.160779 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.454668 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.527421 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.371418 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.932307 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.239568 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.226975 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.368837 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.932306 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.173699 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.138904 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.106167 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.410511 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.147173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.884391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.247658 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.547473 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.52786 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.586485 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.568432 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.453814 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.622273 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.42444 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.633521 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.685882 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.625078 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.855719 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.8629 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.948468 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.230266 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.217902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.195166 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.131878 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.366443 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.880362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.280694 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.561257 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.541644 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.539803 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.369097 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.517563 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.526923 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.437376 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.452702 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.504859 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.440098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,15),-0.0167187 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.61492 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.552792 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.446015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.469272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.674107 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.589108 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.514725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.123479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.552792 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.446015 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.674107 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.589108 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.514725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.123479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0327672 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.232139 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.19265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.246528 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0316984 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.552792 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.674107 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.589108 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.514726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.123479 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0327677 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0131543 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.106773 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.246528 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.480152 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.487156 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.551093 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.518705 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.664278 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.111093 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.0295408 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.00992744 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.111475 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0505417 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.157476 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0476218 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.391301 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.390921 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.398103 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.575729 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.674107 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.589108 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.514725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.123479 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0327672 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0131538 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.106772 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0536678 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.000744865 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.478491 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.480152 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.487156 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.537666 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.543454 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.45085 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.524616 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.720789 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.575445 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.490667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.0962523 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.120748 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.100133 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.276082 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.138388 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0681399 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.194546 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.269091 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.261573 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.344052 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.412663 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.28572 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.416719 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.424272 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.570059 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.303607 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.293268 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.483287 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.49029 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.000744865 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.290305 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.291108 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.333518 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.234257 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.487158 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.052177 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.000744865 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.106076 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.28525 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.291108 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.332026 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.234257 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.336724 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.654868 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.203701 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.288924 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.146533 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.562152 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.641256 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.460205 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-1.1164 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.228289 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.246581 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.235136 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.15374 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.172031 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.937135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.45822 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.512552 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.577572 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.562077 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.552247 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.672742 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.317325 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.685612 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.548011 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.732636 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.567498 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.01099 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.83753 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-1.11761 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.263068 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.390808 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.457625 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-1.1164 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.174949 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.298988 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.174791 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.309786 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.150141 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.187434 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.913614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.567879 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.622211 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.6885 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.671795 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.649193 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.782401 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.50389 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.733554 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.6285 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.647832 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-1.12065 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.947189 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-1.12482 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.213383 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.351235 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.250898 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.22667 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.225123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.178242 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.949325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.590293 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.644624 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.646725 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.451566 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.26644 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.257147 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.277633 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.135342 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.929812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.505254 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.559586 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.640943 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.609112 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.622041 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.719776 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.457546 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.779682 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.05802 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.884564 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-1.1164 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.578052 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.724948 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.565802 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.672903 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.61561 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.538547 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.51385 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.564023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.182176 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.235507 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.383661 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.282773 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.261883 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.395697 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.318072 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.440445 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.261212 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.360339 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.283015 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.641192 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.468106 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.730854 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.338592 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.301284 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.388274 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.240899 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.22712 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.193588 # DEPENDENCYPART_GRANDPAR
