# _root_ Az a kérdés , hogy sikerül -e az előtt tárgyalóasztalhoz ültetni Szlobodan_Milosevicset , hogy a jugoszláv hadsereg teljesen kiűzi az albánokat a tartományból .
#goldHeads=5,3,5,5,0,5,6,9,11,11,6,11,6,6,17,17,19,19,6,21,19,23,19,5,
#predictedHeads=5,3,5,5,0,5,6,10,11,11,6,11,6,6,17,17,19,19,11,21,19,23,19,5,
(5,10),(10,9),-0.0699614 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0569883 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.015014 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.315621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.107143 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.362555 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.205493 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.865855 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.727701 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.749012 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.92972 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.10604 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.386865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0136062 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0584493 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.556606 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.02607 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0515682 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0665365 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0726745 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.00730153 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.511458 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.436172 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.324047 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.247346 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.123022 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.372705 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.215042 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.852253 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.64095 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0699599 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0208049 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.131679 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.0150141 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0549777 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.315621 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.223799 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.107143 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.362555 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.523471 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.615562 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.830496 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.378248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.127125 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0657487 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.05901 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.278233 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.123298 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.120308 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.459612 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.358461 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.266647 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.157097 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.409963 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.252902 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.781121 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.554048 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.350879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.0667132 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),0.0343337 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.0996105 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.216591 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.0827038 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0546702 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.0444767 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.629998 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.437805 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.33509 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.442638 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.285576 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.916295 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.727701 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.92972 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-1.10604 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.386865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.0136062 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.556606 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.02607 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.0515682 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.159894 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.134165 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.0556382 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.0804631 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.739547 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.449357 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.37557 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.289024 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.786135 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.372705 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.550691 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.215042 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.852253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.700285 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.636872 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.749978 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.646349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.0183811 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.0420752 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.0101275 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),0.277698 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.0341678 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.0529653 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.104066 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.283741 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.421505 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.314195 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.143914 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.385222 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-0.480717 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.09049 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.394855 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.508267 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.546602 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.33129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.411482 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.405057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.826669 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.45652 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.784172 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.738729 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.897759 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.934239 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.42624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.45385 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.54861 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.500006 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.572655 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.556521 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.588205 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.845066 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.921618 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.47321 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.862622 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.996924 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0258071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.903218 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.924686 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.193472 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0688607 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.044464 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.34709 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.306379 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.947381 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.06332 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.10171 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.17087 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.82513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.183145 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0201887 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0060056 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.100587 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.40519 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.334364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.354811 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.452555 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-1.04313 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.593767 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.730711 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.634352 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.78985 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.984355 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.880493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.158203 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0936212 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.048372 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0680622 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.036121 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.169325 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.063152 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.323194 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.349963 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.431887 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.398344 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.343365 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.381138 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.482671 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-1.04532 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.178292 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0218053 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0250655 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0979143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.100601 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.167686 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.405204 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.302693 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.334378 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.354825 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.984901 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.0904 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.06329 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.20431 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.08777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,9),-0.254217 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.320168 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.161815 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.342887 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.445704 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.644567 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.761672 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.681274 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.893165 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.718874 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.816618 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-1.23734 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.81558 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.13481 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.397339 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.947383 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-1.17087 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.831793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),0.168189 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0268517 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0928668 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.000249794 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0392709 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0603848 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.399515 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.245496 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.278933 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.344438 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.442183 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.933176 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-1.07807 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.889499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,9),-0.0669582 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.102391 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0351607 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.125122 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.139465 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.139824 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.406442 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.379237 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.510048 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.506467 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.604212 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-1.10666 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.593767 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.634352 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.78985 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.984355 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.880493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),0.0936212 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.048372 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.0680622 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.0372945 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.0909441 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.18506 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.136813 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.469813 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.367296 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.465384 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.4203 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.241013 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.381138 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.123676 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.482671 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-1.04532 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.184437 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.380695 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.376249 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.269983 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.208528 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.133995 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.453806 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-1.04439 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.214673 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.346691 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.184885 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.245023 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.11701 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0679515 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.161618 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.144821 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.885186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.48697 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.410104 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.667435 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.525358 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.600138 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.593269 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.567133 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.928396 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.529672 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.469593 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.456689 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.498169 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.491574 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.0377559 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0350196 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.29727 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.201194 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.364756 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.177215 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.430732 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.380331 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.64386 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.442319 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.222496 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.331575 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.115035 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.851471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.504386 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.406829 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-0.713599 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.874022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.711977 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.753274 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.521681 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.440226 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.13351 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.546679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.0992862 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.171864 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.159301 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0134601 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.244951 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.23069 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.341357 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.13351 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.546679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0342391 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.179137 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.171864 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.203683 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.159301 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.0193231 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.0134601 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.244951 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.874022 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.521681 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.440232 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.13351 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.546679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,11),-0.179138 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.160217 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.226857 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.207235 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.353989 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0948939 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.0252513 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.244232 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.229971 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.844969 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.715769 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.68637 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.594426 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.480131 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.101641 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.478464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.0508149 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.170316 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.178588 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.281754 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.208398 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.333177 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.0555761 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.224476 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.084769 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.239699 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.258281 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.118883 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.245631 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.327314 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.897712 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.254514 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.239364 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.126521 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.252724 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.0915259 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.439788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),0.118619 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.181154 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.0167412 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.0262179 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.412634 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.0440127 # DEPENDENCYPART_GRANDPAR
