# _root_ A Gellért_Szálló igazgatója szerint Budapesten és környékén olyan sok panzió épült , hogy azokban hét-nyolcszor annyi férőhely van , mint a Gellértben .
#goldHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,17,17,18,11,18,18,22,14,11,
#predictedHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,18,17,18,11,18,18,22,14,11,
(6,14),(14,15),-0.271527 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0539783 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.467474 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.465311 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.119216 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.322627 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.43736 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.516082 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.105473 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0709838 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0117618 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0522415 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0816676 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.021025 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.476055 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.445397 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.105837 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.445941 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.511295 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.574808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,10),-0.169201 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0640692 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.103387 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.130047 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0574626 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.239305 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.458835 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.111441 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.315366 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.42872 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.507272 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.26741 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-1.20522 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.685134 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-1.08874 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.590898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.177954 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.164589 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0284368 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.103943 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.0633004 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.114448 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.127771 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.0618083 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.212578 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0621671 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.484297 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.147181 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.250009 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.386031 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.502161 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.462424 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.892791 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.826728 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.416547 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.717078 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.605618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),0.164871 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.00154665 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.109126 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.0472857 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.0966777 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.158889 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.00725379 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.0315411 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.487736 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.362594 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.104934 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.301853 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.398019 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.0156204 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.214419 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.443948 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.111575 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.385719 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.106061 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0805943 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0829997 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.108466 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0514815 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.425688 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.137062 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.148383 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.944163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.0326802 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.109317 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0607229 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.441079 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0254002 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.06168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.0909025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.332553 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),0.218263 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.403684 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.385719 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.137802 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.104225 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.481879 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.108509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.22431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.00002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.238086 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.0564842 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.359074 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.735566 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.295262 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.318816 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),0.23891 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.521993 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.383154 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.625311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.224343 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.3705 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.07331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.708025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.116209 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.574947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.00190785 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.398463 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.00966498 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.575393 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0482382 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0847283 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.281254 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.0612541 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.42279 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.557932 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.536315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.189033 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.026814 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.282694 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.319438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.044105 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.76958 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.447806 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.481511 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.553964 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.929477 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.414457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.67874 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.237542 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.464888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.134631 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.359859 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.386562 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.107948 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.269623 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.067245 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0741431 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.684884 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.136733 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.314764 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.0479635 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.764174 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.445633 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.480689 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.857932 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.361003 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.602501 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.235071 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.610052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.112281 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.345887 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.0290491 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.313161 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0642133 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.0248084 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.668779 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.118998 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.0390877 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0582421 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.0213357 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.0490736 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.486644 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.663499 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.344217 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0220741 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0595438 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0449384 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.178475 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0350015 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.041508 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.836082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.226183 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.469977 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.381738 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.549536 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.48909 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.550342 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.608856 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.520418 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.41199 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.514517 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.708712 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.784935 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.843692 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0413299 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.143944 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.131135 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.224485 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0545675 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.119896 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.830729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.24407 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.508557 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.626315 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.357721 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.390434 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.552534 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.53852 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.501076 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.460302 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.44372 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.482307 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.446806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.146667 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.372032 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.54099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.528708 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.48647 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.445794 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.476452 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.471037 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.43313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.152354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0535942 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.23386 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0720471 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.172503 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.248202 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.13869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.224079 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.0393839 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.198841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.325134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.354681 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.479385 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0679504 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0745838 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.248495 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.179833 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.217051 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.0201075 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.184599 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.40075 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.346415 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.504431 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.342863 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0317507 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0679539 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.181843 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0743088 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.126934 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.220079 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.217463 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.185578 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.402449 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.346827 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.504435 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.501076 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.446815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.146658 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.0442988 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.176605 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.129628 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.19726 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.248784 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.164516 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.419525 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.530967 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.518685 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.488113 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.435771 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.481522 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.461015 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.459362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.134339 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.0616031 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.0236666 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.341068 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.148712 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.154809 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.25267 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.131236 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.247806 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.21496 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.323406 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.340448 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.367579 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.464307 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.310339 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.485286 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.555121 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.364217 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.37436 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.935884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,13),-0.712082 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.820153 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.89449 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.836671 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.312868 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.483158 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.552994 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.364213 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.397838 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.180534 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.246804 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.935884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.579052 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.769158 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.413738 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.196806 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.447489 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.480522 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.582275 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.622481 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.779858 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.854194 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.709884 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.398794 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.653317 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.00823 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.532779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.136807 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.2163 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.318404 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.356649 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.44299 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.405024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.058609 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.320927 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.544294 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.694572 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.905483 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.974399 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.677952 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.815842 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.586858 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.824229 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.608915 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.56072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.170946 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.255108 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.386247 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.384587 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.489648 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.393669 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.570755 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.400918 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.302529 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.454195 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.481444 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.470784 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.607414 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.529706 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.490341 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.528784 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.986776 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.537533 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.99229 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.481141 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.174174 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-1.1929 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.437427 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.601805 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.22832 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.142589 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.336458 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.184514 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.989034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.46127 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.631798 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.549023 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.283667 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.1434 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.424063 # DEPENDENCYPART_GRANDPAR
