# _root_ Az ÁPTF 1997 szeptemberében nem járult hozzá , hogy Happy_Bank néven egy vállalkozás alakuljon , mivel semmilyen banki tevékenységet nem végzett volna .
#goldHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
#predictedHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
(9,6),(6,11),-0.532328 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.920965 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.816211 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.651901 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.797931 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.87498 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.03779 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.842508 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.940827 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.916879 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-1.27719 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.170825 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.144039 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.26999 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.292793 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.720402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.121641 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.627476 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-1.01683 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.344138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.548081 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.167946 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.583492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.932277 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.666162 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.991989 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.657094 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.934327 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.802326 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.344173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.215998 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.181921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.191162 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.127791 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.0622329 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.066057 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.648453 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.66616 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.802325 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.215174 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.449423 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.446817 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.0459223 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.806814 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.24878 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.873346 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.30849 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.996236 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.26356 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.762282 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.11088 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.287922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.241157 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.476283 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.368957 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0812779 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.031923 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0044098 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.186728 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.144187 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0416 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0534119 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.049554 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.118138 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.637655 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.914356 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.974068 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.691739 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.01136 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.823326 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.322039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.196534 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.435344 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0357555 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.178203 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.170274 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.201576 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.00630638 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.0394461 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.0120776 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.618847 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.932275 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.66616 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.215449 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.447861 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.0583397 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0799993 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0973724 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.0608437 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.3348 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.263809 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.806814 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.24959 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.874056 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-1.3093 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.996236 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-1.26376 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),-1.11132 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.287928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.245819 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.480945 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.368998 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.0859396 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.107295 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.159069 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),0.030773 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.332015 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.159264 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.0349719 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.14323 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.116811 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.636366 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-1.32773 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-1.26371 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-1.11089 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.301138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,11),0.458582 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.063577 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.0909603 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.153331 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.0176793 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.163409 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.0573345 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.0349306 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.649657 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.822718 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.373677 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.472264 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.70781 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.401787 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.534207 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.00466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.347674 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.586781 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.01576 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.491027 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.498971 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.536276 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.706263 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.752214 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.884668 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.34773 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.24494 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.09189 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.797804 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.743701 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.934732 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.779866 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.626887 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.463089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.142544 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.581012 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.139567 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.104041 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.271163 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.51814 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.09189 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.779866 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.461079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.195802 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0141707 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.111056 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-1.14185 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.620378 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.389414 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0443242 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.416847 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.897045 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-1.3963 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.702392 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0397158 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.182754 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.372783 # DEPENDENCYPART_GRANDPAR
(11,3),(3,23),-0.855563 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-1.13751 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.605869 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.602723 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.598631 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.179857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.166024 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.621014 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.454194 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.386368 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-1.31545 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.572524 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.679897 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.487922 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.380482 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.191844 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.281421 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.215854 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.268365 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.960645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.530219 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.66671 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.510576 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.526231 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.867307 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.621943 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.565109 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.432064 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.402976 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.867247 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.647967 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.563375 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.415303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.238935 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.310109 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.315583 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.198147 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.965048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.534847 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.682378 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.475436 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.47348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.626535 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.447731 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.417681 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.868419 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.263467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.02196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.59176 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.06248 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.561225 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.711493 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.421572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0628582 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.207161 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.63334 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.00771 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.992322 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.925024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.716362 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.481658 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.562442 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.569035 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.629866 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.649937 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.579533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.076104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.153284 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.212938 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.166044 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0836328 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.562338 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.18103 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.230159 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.103286 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.0550862 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.518127 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-1.06927 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-1.06248 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.711493 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.0589791 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.00582712 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.22771 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.101728 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0909782 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0241776 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.372748 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-1.63334 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-1.00853 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.993033 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.925836 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.716363 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.481864 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.569472 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.629873 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.650749 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.576254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.0750555 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.150005 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.250599 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.232441 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.0900284 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.00197791 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.343507 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.243718 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.128121 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.0541631 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.514589 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-1.17479 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.729043 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.0340309 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.175319 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.295158 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.777092 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.106014 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0157205 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.03086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),-0.913644 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.617388 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.230395 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.292576 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.199436 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.0100221 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0834726 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.107482 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.219362 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.03086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.757016 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.524978 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.532764 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.339222 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.818573 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-1.09434 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.693469 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.704057 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.364649 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.433341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.333882 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.124139 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.00436397 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.122855 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.126054 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.280957 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.169397 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.270179 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.178894 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.710387 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-1.13567 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.280133 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.30741 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.20019 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.0986496 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-0.591391 # DEPENDENCYPART_GRANDPAR
(14,3),(3,23),-1.02854 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.273711 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.254689 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.158777 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.47753 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.139656 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.355575 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.83574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,16),-0.31705 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.546655 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.206376 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.298439 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.140881 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.314321 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0837187 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.166713 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.155928 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.377721 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0585752 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0275608 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.226707 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.773916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.355606 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.293262 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.200044 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),0.105889 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.0547078 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.484831 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),-0.490944 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),-0.849666 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.327242 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.164531 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.240721 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.127437 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.344892 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0569403 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.013984 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.956885 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.631596 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.647483 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.399801 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.756474 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.414944 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.402666 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.199331 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.285186 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0307759 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.09443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.616939 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.520674 # DEPENDENCYPART_GRANDPAR
