# _root_ A bíróságot nem annyira ez utóbbi zavarta , mint inkább a képrongálás , amelynek divatja úgy tűnik feltartóztathatatlan .
#goldHeads=2,7,7,7,6,7,0,7,7,5,12,5,5,18,18,17,18,5,7,
#predictedHeads=2,7,7,7,6,7,0,7,7,17,12,15,7,17,17,17,7,17,7,
(10,15),(15,5),-0.650366 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.633135 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.552683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0243364 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0730861 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.00980755 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0221469 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.175559 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.208455 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.701795 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.621228 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.574839 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.641324 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.704279 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.645641 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.821706 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.712972 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.506849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.0676701 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0389468 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.172474 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.031744 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.104693 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0634599 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.204322 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.433819 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.789387 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.553115 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.582673 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.485472 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.422588 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.514175 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.45685 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.637285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0520221 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.173565 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.131316 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.197702 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0411253 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.172006 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.336261 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.722671 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.817837 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.180931 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.432019 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.234559 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.980063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,17),-0.430456 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.684976 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.670924 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.586836 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.838666 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.190423 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.423789 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.97725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.593401 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.395913 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-0.429273 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.684868 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.641115 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.687808 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.719108 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.889154 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.275267 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.458247 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.282477 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.541 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.653748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.256322 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),0.249892 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.0726501 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.0967272 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),0.0315917 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.30219 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.455342 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.643 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.678202 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.71375 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.724845 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.871448 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.408728 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.534547 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.531182 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.03744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.60584 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.456121 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.48425 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.661273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.694848 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.666215 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.684124 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.706114 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.892294 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.335094 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.48515 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.312174 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.977192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.593402 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.395855 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.429368 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.684869 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.685745 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0680007 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.319855 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.05731 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.646223 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.895093 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.973897 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.508093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.236202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.355707 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0315135 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.260083 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.606016 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.611286 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.611486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.247625 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0301497 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.365488 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.397586 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.05104 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.982282 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.96588 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.0095 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.27281 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.655084 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.822479 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.688575 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.885872 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.911177 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.676147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.351217 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.413925 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0926069 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.000940992 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.349403 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.329176 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.04901 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.995733 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.03292 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.622739 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.789556 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.634274 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.88905 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.910418 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.594821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.277858 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.372644 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0135085 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0065952 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0373405 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.277367 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.378639 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.497591 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.318619 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.470934 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.303242 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.687577 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.63122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.347299 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.293916 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.539335 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.460746 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.360323 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.4902 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.394632 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.493145 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.31789 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.423958 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.249364 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.673426 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.661081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.551356 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.357433 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.349539 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.632709 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-1.02658 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.583289 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.667034 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.843074 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.359869 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.426182 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.427678 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.483996 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.420121 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.476445 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.59138 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.537566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),0.0734737 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.424714 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.0795131 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.278774 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-1.02841 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.573656 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.661648 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.86787 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.825367 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.493261 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.502412 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.474108 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.373238 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.460525 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.928224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.950312 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.445783 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.525466 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-1.05162 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.579578 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.654012 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.846212 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.419627 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.453015 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.457305 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.376858 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.433127 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.867958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.89543 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.515488 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.470255 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.480409 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.574676 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.744438 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.406586 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.382372 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.475966 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.00700116 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.430483 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.570757 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.9965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.249114 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.926842 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.508469 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.554678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,18),-0.10277 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.68798 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.7539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.740062 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.783873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.502253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.149691 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.228205 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.43435 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.943631 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.17594 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.704702 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.753218 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.776888 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.831976 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.516123 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.803845 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.80348 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.981901 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.485612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.169608 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.505972 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.108027 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.154912 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.174513 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0255015 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0901489 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.220345 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.262307 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.275426 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.114114 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0355302 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.22829 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.134352 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.1857 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.130053 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.160464 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.931552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.602202 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.462782 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.648006 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.16156 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.0688569 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.118364 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.276381 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.255918 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.302094 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.245707 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0356083 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.142337 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.145606 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.170759 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.58564 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.45993 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.630989 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.10367 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.149943 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.252523 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.239155 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.176985 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.107226 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.225773 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0251662 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.149105 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0710342 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.936245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.546333 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.490569 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.251466 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.176985 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.107226 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.225906 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.184357 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.148602 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.190889 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.936245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.490569 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.559997 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.411594 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.588349 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.554442 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.52273 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.468133 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.361491 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.527816 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.510962 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.433004 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.494532 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.539278 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.465282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.120717 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.339892 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.368544 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.192394 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.0584816 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.15654 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.669621 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.497971 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.0907949 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.29786 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.413816 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.327884 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.948054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,19),-0.354893 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.515734 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.273804 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.508022 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.0960141 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.282221 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.337935 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.280191 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.0345717 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.944072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,19),-0.352426 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.444016 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.173695 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.161274 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.608617 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.14378 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.288306 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.439765 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.242788 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.435745 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.286276 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.21849 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.0635688 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.0304926 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.446448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),0.426253 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),-0.162767 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.359559 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.433694 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.162481 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.173043 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.0752652 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.176587 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.157141 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.11192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,19),-0.531931 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.37272 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.507793 # DEPENDENCYPART_GRANDPAR
