# _root_ Koszovó székhelyének , Pristinának egyik kerületében összegyűjtik az embereket , majd vonatokon és autóbuszokon elindítják őket Macedónia felé .
#goldHeads=2,4,4,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
#predictedHeads=2,7,7,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
(9,15),(15,9),-0.801692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.297617 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0800308 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.12944 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.115224 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.19712 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.00364529 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.146368 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.121745 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.449244 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.817814 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.19261 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.536021 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.933801 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.703494 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.717207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.195788 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.0843044 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.0449506 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.0629032 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.112631 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.123408 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.49625 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.00756679 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0719441 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.122137 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.0111999 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.125151 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.159543 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.776695 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0868605 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0534569 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.121713 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.125575 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.155024 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.854213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,15),-0.340149 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.409155 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.776695 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0868605 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0132761 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0474377 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.00681509 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.125575 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.155024 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.228369 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.129871 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.315804 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.569184 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.340149 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.776695 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0594359 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.130546 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.16223 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.125403 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.846946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.241471 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.469044 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.494851 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.299712 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.855909 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.824449 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0817235 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.008139 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0474377 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.122709 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0845938 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.226037 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.340149 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.409155 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.00902086 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.0771227 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.120118 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0374478 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0665209 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.207044 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.185531 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.128961 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.220107 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.18555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.628479 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.780144 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.881859 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.662862 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.715479 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-1.24292 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.648088 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.02249 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.127894 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0845486 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.119393 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.117636 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.135797 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.854213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.315804 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.48072 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.569184 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.340149 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.409155 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.810483 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.390551 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.406911 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.51552 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.482229 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.581245 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.435004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0273848 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.133917 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0349266 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.70333 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.419435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.415163 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.499376 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.497328 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.469183 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.602763 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.462404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.404894 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.105494 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.220373 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.25084 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0197528 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.39171 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.810483 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.716377 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.397917 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.830947 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.51552 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.482229 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.581245 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.435004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.393431 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0378041 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.225575 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0349266 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.12386 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.02905 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.700876 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.14362 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.630975 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.896335 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.729624 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.733871 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.794921 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.884204 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.476064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.292648 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0751534 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0392685 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.000146643 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.124591 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.113709 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.326713 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.393409 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.0378081 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.140029 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0885315 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.727542 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.633424 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.366501 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.747995 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.500707 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.399277 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.549829 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.458834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.342366 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.0294241 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0889863 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.272244 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.489977 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-1.11659 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.340085 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.926406 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.524807 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.73359 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.173991 # DEPENDENCYPART_GRANDPAR
(12,1),(1,19),-0.84056 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.881846 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.236608 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.451284 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.385688 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.109923 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.820193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.0835333 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.445268 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.266448 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.460849 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.59434 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.816097 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.21581 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.470242 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-1.02562 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.622129 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.832409 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.463103 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.460516 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.467013 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0926504 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.17213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.42503 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.7972 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.73254 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.368284 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.812788 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.534969 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.810758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-1.04716 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.498968 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.851155 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.355124 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.342654 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0762187 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.23372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.431027 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.858799 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.717364 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.592109 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.882808 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-1.28383 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.520065 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-1.09364 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.646494 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.897635 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.345447 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.571411 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.470673 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.4995 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.16312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.41098 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.788198 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.73756 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.803779 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.56346 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.809657 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.65276 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.733534 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.944019 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.642659 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.845671 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.839197 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.712969 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.460444 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.642785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.409806 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.45388 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.42438 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.273694 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.484787 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.30752 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.71434 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.760083 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.52415 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.912825 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.900773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.739518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.475602 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.63575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0450278 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.401846 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.205064 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.18861 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.59541 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.700363 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-1.40522 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.21241 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.781847 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.679798 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.429489 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.708939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0410695 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.334014 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.349693 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.508645 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.114881 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.0326171 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.132644 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.00345359 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.00816498 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.0402271 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.516403 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.439324 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.731831 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0918007 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0406894 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.152934 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0223294 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0461389 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0383057 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.951657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.595696 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.475716 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.896647 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.777668 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.088395 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0683484 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.018259 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.150647 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0530814 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0173452 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.205984 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.148549 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0663551 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0766085 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.040629 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.30371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-1.03749 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.880817 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.558436 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-1.33845 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.716843 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-1.01522 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.195133 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0981202 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0590354 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.140728 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.015295 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0436619 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.130602 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.965285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.675733 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.516403 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.439324 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.143715 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.126644 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.0969735 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.208943 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0183982 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0728447 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0692953 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.19025 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.138004 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.138959 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0429622 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.997388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.652492 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.59375 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.953443 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.456772 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.747958 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.114881 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.0981688 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.00462236 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.138642 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.123903 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0416232 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0621396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.965285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.675733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.439324 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.869494 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.848034 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.442948 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.930333 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.573324 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.857418 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.484933 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.483825 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.664129 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.492666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,17),-0.239872 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0724146 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.23195 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.20979 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.785413 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.29209 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.66724 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.15599 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.963144 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.828296 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.21919 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.827399 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.854323 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.02588 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.518483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.029025 # DEPENDENCYPART_GRANDPAR
