# _root_ Krőzsel pénzügyi okokkal magyarázta , hogy az ORFK vezetése csökkentette a MESZ létszámát , pedig elégedett volt az eddigi tevékenységével .
#goldHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,4,4,17,4,20,20,17,4,
#predictedHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,10,17,17,4,20,20,17,4,
(6,20),(20,15),-0.141842 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.131849 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.00270163 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.777601 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.332482 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.687392 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.701749 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.839586 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.557759 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.391258 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.276499 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.205388 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.10282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.67857 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.983927 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.712963 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.718972 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.702377 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.517029 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.688023 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.762963 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.775277 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.872537 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.002 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.93377 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.776459 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.845187 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.63237 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.466174 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.418081 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.10746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.683202 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.999595 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.723614 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.707017 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.481892 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.628546 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.779393 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.792375 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.00665 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.934942 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.20058 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.694919 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.663739 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.636094 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.65511 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.567372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.141913 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.545521 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.343972 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.182474 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.13695 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.329072 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.368881 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.364993 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.588332 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.505457 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.48026 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.165082 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.255239 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.208375 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0519307 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-1.0429 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.586013 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.926598 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-1.166 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-0.973746 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.590028 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.622236 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.255238 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-1.0429 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.926598 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.973746 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.562153 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.700093 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.579494 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.383828 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.241807 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0321279 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.104852 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.16425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-1.05812 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.790728 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.64992 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.855585 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.59382 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.744206 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.757654 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.942409 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.861663 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-1.10444 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.943946 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.636816 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.705641 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.654057 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.359543 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.41062 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0321627 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.16888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-1.07379 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.654562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.860224 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.558684 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.68473 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.774085 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.959507 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.10908 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.945118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.190261 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.286596 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0656564 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.91714 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.481826 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.421719 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.450664 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.699524 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.06093 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.588283 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.656273 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.601349 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.481826 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.544927 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.62761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.619703 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.421705 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.113435 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.218922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.390448 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.367921 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.537304 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.695958 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.995692 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.01428 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.01293 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.610561 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.626361 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.584552 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.479692 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.715727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.631533 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.426174 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.201542 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.40724 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.161766 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.459265 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.681874 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.554055 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.718498 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.625171 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.01276 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.00457 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.02999 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.610389 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.670664 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.656032 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.422652 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.496743 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.794414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.64525 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.464236 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.275371 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.488039 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.314453 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.241094 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.227545 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.563408 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.528913 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.680601 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.594149 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.481826 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.544927 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.421705 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.113569 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.319231 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.184977 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.319979 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.262098 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.496206 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.456292 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.372396 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.584913 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.102846 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.158922 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.176989 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.119175 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0336721 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.284603 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,14),-0.460176 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.531426 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.61061 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-1.08002 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.327415 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.221331 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.16671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,21),-0.98688 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.164359 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.11085 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.119172 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,17),-0.531426 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-1.08002 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.210102 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.216512 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.201689 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.265703 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.110747 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.236135 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.196891 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.219894 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.04137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),0.0276229 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),0.0757767 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.0426563 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.219036 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.290396 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.247662 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.305809 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.366896 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.16625 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.793941 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.546389 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.510466 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.537133 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.751406 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.511527 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0650155 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0472236 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.36196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.357274 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.475705 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.480455 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.503974 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.595179 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.629587 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.599301 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-1.09671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.181361 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.135601 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.34726 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.487013 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.159058 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.15065 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.179667 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.174069 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.133864 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.358098 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.306711 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.368583 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.487014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.460176 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.473082 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.531426 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.61061 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.192188 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0229783 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.244978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.244795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.128857 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.005223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.776078 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.681966 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.622868 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.53505 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.244978 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.319893 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.307784 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.761973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.242489 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.238683 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.00804018 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0761087 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0181851 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.035763 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.00120571 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.711735 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.637247 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.701483 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.733407 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.606296 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.530774 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.25555 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.243441 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.88805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.179246 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0701273 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0483381 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.139905 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.3021 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.414656 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.420417 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.196255 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.796516 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.581724 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.442288 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.151469 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.819934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.228438 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.11167 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.00674188 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0474606 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0173825 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.242774 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.161186 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.733262 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.387532 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.367213 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.377251 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.498722 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.424425 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.397527 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),0.0405258 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),0.0686813 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.080774 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.815182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.150844 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.145508 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0200904 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.113968 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.167907 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.103049 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.183616 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.170324 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.00325437 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.623175 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.042649 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.116023 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0202773 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.15579 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.220697 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.244978 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.319893 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.242395 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.238321 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.119909 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0435205 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.0566272 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.013789 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.0422404 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.192892 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.153262 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.652538 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.610657 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.683894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.128996 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.328248 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.588742 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.545988 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.709768 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.524716 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.614708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0190906 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.069585 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0775693 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.149412 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.341997 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.360811 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.338882 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.07523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,16),-0.719297 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.48486 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.890966 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.793445 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.897318 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.23958 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.06703 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.10231 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.73478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.775022 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.588998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.275711 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.292836 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.28628 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.462081 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.46254 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.23958 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-1.06703 # DEPENDENCYPART_GRANDPAR
