# _root_ Az új idők igényeihez igazodva ez a cég is szeretne a nagyok beszállítójává válni , hiszen a multiknak és a bankoknak is kellenek a jól zárható , biztonságos iratszekrények .
#goldHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
#predictedHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
(16,13),(16,22),-0.0374346 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.04244 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.027361 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.00293728 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0308971 # DEPENDENCYPART_SIBL
(16,13),(16,28),0.0033522 # DEPENDENCYPART_SIBL
(16,13),(16,29),0.0953595 # DEPENDENCYPART_SIBL
(16,13),(16,30),0.03157 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.258194 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0353745 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0504375 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0136795 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0504375 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00980002 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0186564 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0235769 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0214982 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0708923 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.0214982 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.0504375 # DEPENDENCYPART_SIBL
(16,14),(16,30),0.10897 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0498137 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.049547 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0579773 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.049547 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0389753 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.119835 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0361476 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0477 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.0139564 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.0477 # DEPENDENCYPART_SIBL
(16,15),(16,29),0.049547 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.338188 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0226536 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0437141 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0226536 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0495974 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0703703 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0336456 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.0388969 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.023804 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.0388969 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.0226536 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.0492902 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0394601 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0310193 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0446838 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0496184 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0216379 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0191015 # DEPENDENCYPART_SIBL
(16,18),(16,27),0.0171828 # DEPENDENCYPART_SIBL
(16,18),(16,28),0.0191015 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.0310197 # DEPENDENCYPART_SIBL
(16,18),(16,30),-0.00542877 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0202452 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0989062 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.040219 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.00803112 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.039208 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.00577379 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.039208 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0202452 # DEPENDENCYPART_SIBL
(16,19),(16,30),0.0645782 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0446838 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0496184 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0216379 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.0191015 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.0171828 # DEPENDENCYPART_SIBL
(16,21),(16,28),0.0191015 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0310197 # DEPENDENCYPART_SIBL
(16,21),(16,30),-0.00542877 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0432209 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.00379487 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0179474 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0177267 # DEPENDENCYPART_SIBL
(16,22),(16,28),0.0179474 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.0386327 # DEPENDENCYPART_SIBL
(16,22),(16,30),0.0178372 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0310092 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.0174344 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.144865 # DEPENDENCYPART_SIBL
(16,23),(16,28),0.0174344 # DEPENDENCYPART_SIBL
(16,23),(16,29),0.0685726 # DEPENDENCYPART_SIBL
(16,23),(16,30),0.0963749 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.0151421 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0346328 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.0143756 # DEPENDENCYPART_SIBL
(16,25),(16,29),-0.0165902 # DEPENDENCYPART_SIBL
(16,25),(16,30),-0.0188981 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.0054411 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.0312871 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.0025726 # DEPENDENCYPART_SIBL
(16,26),(16,30),0.0347677 # DEPENDENCYPART_SIBL
(16,27),(16,28),0.0506614 # DEPENDENCYPART_SIBL
(16,27),(16,29),0.0775263 # DEPENDENCYPART_SIBL
(16,27),(16,30),-0.00583574 # DEPENDENCYPART_SIBL
(16,28),(16,29),-0.00218935 # DEPENDENCYPART_SIBL
(16,28),(16,30),0.0355312 # DEPENDENCYPART_SIBL
(16,29),(16,30),-0.00542877 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.380626 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.105626 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0500635 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.00574925 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0513976 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.375892 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.174047 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0157665 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.00574894 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.00470338 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0144368 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.000125606 # DEPENDENCYPART_SIBL
(19,4),(19,26),0.0255366 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.000560421 # DEPENDENCYPART_SIBL
(19,4),(19,28),0.0259515 # DEPENDENCYPART_SIBL
(19,4),(19,29),0.233831 # DEPENDENCYPART_SIBL
(19,4),(19,30),-0.00815188 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0167855 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0647466 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0180245 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0456468 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0954052 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0655222 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0647466 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00227719 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0343361 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0116033 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.019793 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0384921 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.00272384 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.0124678 # DEPENDENCYPART_SIBL
(19,9),(19,28),-0.00272384 # DEPENDENCYPART_SIBL
(19,9),(19,29),-0.0343361 # DEPENDENCYPART_SIBL
(19,9),(19,30),0.0084844 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.026155 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0113044 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.434139 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.267468 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0151908 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.026155 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0652789 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0105541 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0735788 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.20066 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.0643751 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.0478978 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.045353 # DEPENDENCYPART_SIBL
(19,10),(19,28),0.0478978 # DEPENDENCYPART_SIBL
(19,10),(19,29),-0.0105541 # DEPENDENCYPART_SIBL
(19,10),(19,30),0.184566 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0513976 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.375892 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.174047 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0157665 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00574894 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.00470338 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0144368 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.000125606 # DEPENDENCYPART_SIBL
(19,12),(19,26),0.0255366 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.000560421 # DEPENDENCYPART_SIBL
(19,12),(19,28),0.0259515 # DEPENDENCYPART_SIBL
(19,12),(19,29),0.233831 # DEPENDENCYPART_SIBL
(19,12),(19,30),-0.0081514 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.437808 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.266661 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.01647 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0242734 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0626272 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0124633 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.071712 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.197331 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0621766 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0452559 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0442454 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0452559 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.0124633 # DEPENDENCYPART_SIBL
(19,14),(19,30),0.183631 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.420433 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.00113436 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0324195 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0876369 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0218518 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0297933 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.152215 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0321308 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0701818 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.00185448 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.0701818 # DEPENDENCYPART_SIBL
(19,15),(19,29),0.0218518 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.198796 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0311337 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.037801 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0473739 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00931379 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0377817 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0795957 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0182315 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.0398355 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0283901 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.0398355 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.00931379 # DEPENDENCYPART_SIBL
(19,16),(19,30),0.180868 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0116838 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.12504 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0114531 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0510351 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0263298 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0409526 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.00859441 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.047854 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.00859441 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.0114531 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.0952526 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00470338 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0144368 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.000125606 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0255366 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.000560421 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.0259515 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.233831 # DEPENDENCYPART_SIBL
(19,18),(19,30),-0.00815188 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0307177 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0470865 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0720477 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0526022 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.044377 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0426384 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.044377 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0307177 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.0413139 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0499353 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0602914 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.049337 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.007389 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.00941697 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.007389 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0462166 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.0584892 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0374074 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0189359 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0163571 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0109573 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.0163571 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.0409662 # DEPENDENCYPART_SIBL
(19,22),(19,30),0.0270585 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0152374 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.0211009 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.141075 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.0211009 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.075397 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.144328 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0300632 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.00400431 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.0292966 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.0291456 # DEPENDENCYPART_SIBL
(19,25),(19,30),0.0012339 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0165206 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.0372962 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.0128614 # DEPENDENCYPART_SIBL
(19,26),(19,30),0.0554606 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0490144 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.0670661 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.00726496 # DEPENDENCYPART_SIBL
(19,28),(19,29),-0.0124781 # DEPENDENCYPART_SIBL
(19,28),(19,30),0.0562241 # DEPENDENCYPART_SIBL
(19,29),(19,30),-0.0584892 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0129962 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.138025 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.662013 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.794005 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.317123 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.38659 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.267251 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.140441 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0672003 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0165363 # DEPENDENCYPART_SIBL
(22,14),(22,19),1.35875e-05 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0672003 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0165363 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0550598 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0304545 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.00874953 # DEPENDENCYPART_SIBL
(22,14),(22,29),-0.0138631 # DEPENDENCYPART_SIBL
(22,14),(22,30),0.0218177 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.286693 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0607685 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0791384 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0336015 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0607685 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0791384 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0641515 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0159334 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.038521 # DEPENDENCYPART_SIBL
(22,15),(22,29),0.0665909 # DEPENDENCYPART_SIBL
(22,15),(22,30),0.0859528 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0213639 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0710478 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0815562 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0213639 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0710478 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.09746 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0205483 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0758594 # DEPENDENCYPART_SIBL
(22,16),(22,29),0.0710048 # DEPENDENCYPART_SIBL
(22,16),(22,30),0.2088 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0391508 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0855733 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.159886 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0391508 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0321565 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0585481 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0159737 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.0344946 # DEPENDENCYPART_SIBL
(22,17),(22,30),-0.0858304 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0792269 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0488551 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0536145 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0122687 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.00607991 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.0642609 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.168785 # DEPENDENCYPART_SIBL
(22,18),(22,30),0.0788592 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0678957 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0776869 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00844818 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.00451881 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0460079 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0441099 # DEPENDENCYPART_SIBL
(22,19),(22,30),0.061471 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0391508 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0321565 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0585481 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0159737 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.0344946 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.0858304 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0122687 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.00607991 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0642609 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.168785 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.0788592 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.00196493 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.00569238 # DEPENDENCYPART_SIBL
(22,23),(22,29),0.0396858 # DEPENDENCYPART_SIBL
(22,23),(22,30),0.0292957 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0159503 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0264695 # DEPENDENCYPART_SIBL
(22,25),(22,30),-0.031669 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.0265636 # DEPENDENCYPART_SIBL
(22,26),(22,30),0.0444669 # DEPENDENCYPART_SIBL
(22,29),(22,30),0.0425335 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.0177755 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0370885 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0343196 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.0750676 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.148414 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0266566 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.0584752 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.00899183 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.127998 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.033687 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.0343196 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0118045 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0129694 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.00379335 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.127998 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0343196 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.000110754 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.127998 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0343196 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0584752 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.036946 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.0015959 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.0135939 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.0071283 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.0140088 # DEPENDENCYPART_SIBL
(23,1),(23,29),-0.00347018 # DEPENDENCYPART_SIBL
(23,1),(23,30),0.0115693 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.025122 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.0220511 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.0152042 # DEPENDENCYPART_SIBL
(23,2),(23,6),-0.0844972 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.0144181 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.0932908 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.000598318 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.20556 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.0214186 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.0220511 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.00227381 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.0503937 # DEPENDENCYPART_SIBL
(23,2),(23,16),0.0375775 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.20556 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0220511 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.152033 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.20556 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0220511 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.0932908 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0101327 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.00904158 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.0348296 # DEPENDENCYPART_SIBL
(23,2),(23,27),0.000629559 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.0344147 # DEPENDENCYPART_SIBL
(23,2),(23,29),0.00743204 # DEPENDENCYPART_SIBL
(23,2),(23,30),3.68961e-05 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.0409366 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.00243397 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.104289 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.035931 # DEPENDENCYPART_SIBL
(23,3),(23,9),0.0816492 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0185391 # DEPENDENCYPART_SIBL
