# _root_ Fémlemezzel borított , falra és oszlopokra hasonlító elemek szolgálnak díszletül a Kár,_hogy_ká című John_Ford-dráma előadásához .
#goldHeads=2,8,8,7,7,7,8,9,0,9,14,13,14,15,9,9,
#predictedHeads=2,8,8,9,8,7,8,9,0,9,14,13,14,15,9,9,
(13,10),(10,15),-0.750747 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.671062 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0116377 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.903794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,10),-0.302256 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.220825 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.61854 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.750747 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.671062 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.675297 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.948981 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.670437 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.92586 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.870036 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.868245 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.644694 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.513913 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.478295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0918834 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.293079 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.713183 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.0117451 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.01671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.621934 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.672554 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0206208 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0847228 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.127855 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0355035 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.245564 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.240538 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.0118961 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.438985 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.954175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.559399 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.659413 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.156815 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.81997 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.0696796 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.332617 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.151339 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.0117451 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.01671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.672554 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.184856 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.926943 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.237433 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0659262 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.325582 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.676763 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.160501 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0301232 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.358967 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.408735 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.955134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.560358 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.646517 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.156815 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.81997 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.0696796 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0939671 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0365438 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.586564 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.151339 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.0117451 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.351931 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.415771 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.01671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.621934 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.672554 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.0143281 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.761868 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.00201774 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.236454 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.14617 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.354163 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.328024 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.159995 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.827877 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.0728826 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0907864 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.0333729 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.208496 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.70811 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0118024 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.351993 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.415709 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.01671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.621935 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.672555 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.134496 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.903628 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.153872 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.116286 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.052033 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.233995 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.781352 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.251907 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.507357 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.351787 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.260344 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.081337 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.955155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.560379 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.642756 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.81997 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0696796 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0365438 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.211676 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.700204 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.276548 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0304862 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.326146 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.415771 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0642486 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.01671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.621934 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.672554 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.266295 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.042638 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.472872 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.173236 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.01671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.621934 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.672554 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.212111 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.462893 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.205232 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.580602 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0946821 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0549913 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.103946 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.138033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.663755 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.560753 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.443708 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.383023 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.331402 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.265314 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.7512 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.949863 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.757869 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.182161 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.518173 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.418779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.276784 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.512949 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.530199 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.116241 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0407548 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.178957 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.0587832 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.0153961 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.68093 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.54099 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.637171 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.051512 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.452151 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.0477905 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.477058 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.188119 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.0169149 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.662045 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.275641 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.00836037 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.28706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.654892 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.512949 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.530199 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.116241 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.42411 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0546457 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.386859 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.178957 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.0587832 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.655009 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.282676 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.0153961 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.34864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.68093 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.51613 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.538105 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.113038 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.427291 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0578167 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.164876 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.508405 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0588405 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.655071 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.282614 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.0153341 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.34864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.68093 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.530199 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.116241 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.0546457 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.161696 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.500499 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.304165 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0775243 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.152515 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.282676 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.263008 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0153961 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.34864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.68093 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.1332 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.156122 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.77595 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.305424 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0153961 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.34864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.68093 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.144023 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0551844 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.114043 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.20723 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.0670643 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.00795315 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.407024 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.340628 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.530661 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.28746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,1),-0.512949 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.530199 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.116241 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.42411 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.0546457 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.161696 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.500499 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.304165 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0775243 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.77595 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.305424 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.161735 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.153251 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.34864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
