# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,23,19,20,21,23,23,12,25,23,12,
(21,1),(21,18),-0.544335 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.00126601 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.20758 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.00571632 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.662739 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0246287 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.113491 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.440857 # DEPENDENCYPART_SIBL
(21,2),(21,12),0.464026 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.36079 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.00980739 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.00652731 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.113491 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.440857 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.662739 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.00314866 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.00348083 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.0041146 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.163709 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.202774 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.186555 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.267945 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.150504 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0290519 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0087428 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.202774 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.186555 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.666229 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.00876034 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.163297 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.00332068 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.0937242 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.398867 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.451761 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.348524 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.00896631 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0251929 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0937242 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.398867 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.682267 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.024035 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0296047 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0128876 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.31236 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.269883 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.157467 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.000367439 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0188285 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0345952 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.31236 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.353507 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0504355 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0661538 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.00602726 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.435474 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.225533 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0025844 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0331746 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.140124 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0456321 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.408123 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0569174 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0235863 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.00844513 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0897512 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0171639 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0105091 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.226094 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.117402 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.373303 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.00357783 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0174854 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0244197 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0485683 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.00525879 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.327464 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.427057 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.352772 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0103156 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.00462952 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.0390184 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.000669716 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0480587 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0444723 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.456604 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0463332 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0156068 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0294472 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.147357 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.357505 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.27214 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00615097 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.14747 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.00905953 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.313878 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.353507 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0504351 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0661444 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.00602726 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.408123 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0569174 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0235863 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00844513 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.00876034 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.163297 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.00332068 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.01662 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00337773 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0041146 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0750037 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.367034 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0789602 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0738453 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.192178 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.193992 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.367034 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0789602 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.0738453 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.192178 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.193992 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0377521 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00748133 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.114816 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.121986 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0358603 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0666148 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.137424 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.192178 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.193991 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0488706 # DEPENDENCYPART_SIBL
(23,2),(23,3),0.00119995 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.00119995 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.029912 # DEPENDENCYPART_SIBL
(23,2),(23,8),0.00119995 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.00300504 # DEPENDENCYPART_SIBL
(23,2),(23,11),0.0488115 # DEPENDENCYPART_SIBL
(23,2),(23,12),0.108532 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.0532963 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.0120846 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0916161 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.00300504 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.0488115 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.201491 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.00119902 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0218793 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.00119675 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.0236123 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.0295358 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.00457741 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.000896017 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.000642381 # DEPENDENCYPART_SIBL
(23,3),(23,7),0.00115992 # DEPENDENCYPART_SIBL
(23,3),(23,8),0.000642381 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.00137212 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.103248 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.0571803 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.0293162 # DEPENDENCYPART_SIBL
(23,3),(23,14),0.123294 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0775768 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.00137212 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.103248 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.054303 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.000642379 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.00301825 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.000518487 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0366992 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0264738 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0399969 # DEPENDENCYPART_SIBL
(23,3),(23,26),-0.0251028 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.00115992 # DEPENDENCYPART_SIBL
(23,5),(23,8),0.000642381 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.00137212 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.103248 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.0571803 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0293162 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.123294 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0775768 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.00137212 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.103248 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.054303 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.000642379 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.00301825 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.000518487 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0366992 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0264738 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0399969 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0251028 # DEPENDENCYPART_SIBL
(23,7),(23,8),0.017718 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.00625398 # DEPENDENCYPART_SIBL
(23,7),(23,11),0.0529167 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.125819 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.0705832 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.024418 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.0800783 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.00625398 # DEPENDENCYPART_SIBL
(23,7),(23,17),0.0529167 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.191667 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0177171 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.0200027 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0177148 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0116587 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.0331507 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.00203192 # DEPENDENCYPART_SIBL
(23,7),(23,26),-0.00446087 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.00137212 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.103248 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.0571803 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.0293162 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.123294 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0775768 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.00137212 # DEPENDENCYPART_SIBL
(23,8),(23,17),0.103248 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.054303 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.000642379 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.00301825 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.000518487 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0366992 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0264738 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0399969 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.0251028 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0778264 # DEPENDENCYPART_SIBL
(23,10),(23,12),0.0231616 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0713438 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.0276341 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0904883 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0322113 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0778264 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0660861 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0101272 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.00481443 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0101296 # DEPENDENCYPART_SIBL
(23,10),(23,22),-3.00631e-05 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.015748 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0134412 # DEPENDENCYPART_SIBL
(23,10),(23,26),0.00829386 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.204805 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.00854751 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.00704526 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0719781 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.0158325 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.00513268 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.10614 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.00928434 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0089992 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.00928191 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.0222991 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0173964 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0227253 # DEPENDENCYPART_SIBL
(23,11),(23,26),0.0153169 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0375193 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0307125 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.120316 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.202946 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.150853 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.100931 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0460316 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0111882 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.046034 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0525513 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.00523515 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0469933 # DEPENDENCYPART_SIBL
(23,12),(23,26),0.174441 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0836204 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0124751 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.491553 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.775315 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.00983235 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0316263 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.141284 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0316238 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.070887 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0140386 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.0375162 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.014054 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.046645 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0222525 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.030833 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.114603 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0707977 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0323201 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0706739 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0665178 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.014478 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0318154 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.0314173 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0246811 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0405747 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.131669 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.00462097 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0255635 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.00461854 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.00890492 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0633231 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0559622 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0496526 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0793449 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0660861 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0101268 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.00480505 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0101292 # DEPENDENCYPART_SIBL
(23,16),(23,22),-3.00631e-05 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0142936 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0134412 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.0097506 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.10614 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.00928434 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0089992 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.00928191 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0222991 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0173964 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0227253 # DEPENDENCYPART_SIBL
(23,17),(23,26),0.0153169 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0336721 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.00759102 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0336745 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0582499 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00244067 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.029223 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0694175 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.00494117 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.000518487 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0366992 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0264738 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0399969 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0251028 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.00119675 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0236123 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0295358 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.00457741 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.000896017 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0364858 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.026545 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0400697 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.025315 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.018092 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.00263727 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0137622 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0270752 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0175072 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.00891995 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.116686 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0955286 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.214698 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.21458 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.162014 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.159786 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.161287 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0438338 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0438338 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.14619 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.116324 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.067947 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0679518 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0350725 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.144773 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0756885 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.246031 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.151471 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.246031 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.151471 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.154757 # DEPENDENCYPART_SIBL
(25,6),(25,7),0.181325 # DEPENDENCYPART_SIBL
(25,6),(25,12),0.27562 # DEPENDENCYPART_SIBL
(25,6),(25,13),0.158179 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.0213766 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.00106769 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.658553 # DEPENDENCYPART_SIBL
(25,6),(25,19),0.016443 # DEPENDENCYPART_SIBL
(25,6),(25,20),0.180913 # DEPENDENCYPART_SIBL
(25,6),(25,21),0.0164538 # DEPENDENCYPART_SIBL
(25,6),(25,22),0.0956457 # DEPENDENCYPART_SIBL
(25,6),(25,23),0.210449 # DEPENDENCYPART_SIBL
(25,6),(25,24),0.163083 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.0285178 # DEPENDENCYPART_SIBL
(25,7),(25,12),0.451825 # DEPENDENCYPART_SIBL
(25,7),(25,13),0.348588 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.00890257 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.0251294 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.682203 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.0239656 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.0238493 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.023964 # DEPENDENCYPART_SIBL
(25,7),(25,22),0.113702 # DEPENDENCYPART_SIBL
(25,7),(25,23),0.0937869 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.0240324 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.0120403 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.0897512 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.0171641 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.0105091 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.373302 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.00357346 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.023115 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0035722 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.155441 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.226093 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.0229112 # DEPENDENCYPART_SIBL
(25,12),(25,26),0.161461 # DEPENDENCYPART_SIBL
(25,13),(25,14),0.0485684 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.00525879 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.352771 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0103112 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.0102592 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0103099 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.202773 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.327463 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0100543 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.112342 # DEPENDENCYPART_SIBL
(25,14),(25,15),0.00067004 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.456603 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.0463382 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.00997678 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.0462205 # DEPENDENCYPART_SIBL
(25,14),(25,22),0.129044 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.0480586 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.0101536 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.136189 # DEPENDENCYPART_SIBL
