# _root_ ertzaintzaren_arabera , indar handiko suziri bat bota zioten , banketxearen eta goiko etxebizitza baten leihoak hautsiz .
#goldHeads=7,1,5,3,7,5,0,7,8,11,15,13,11,13,16,7,16,
#predictedHeads=7,1,5,3,7,5,0,7,8,11,13,11,15,13,16,7,16,
(13,3),(3,16),-0.497897 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.586345 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.164864 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.262853 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.55216 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.272691 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.317674 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.529367 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.0639599 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.118912 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.110166 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.150633 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.604692 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.150942 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.17257 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.150345 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.138905 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.118171 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.631741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.420134 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.548923 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.719347 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.347338 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.53757 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.264698 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.145728 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.521126 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.00266484 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.607618 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.257243 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.561956 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0163242 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.227433 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.538584 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.361876 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.546904 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.0878538 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.165397 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.515098 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.164364 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.493283 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.108938 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.306112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.252615 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.641787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.493871 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.43018 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.546806 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.00535421 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.610308 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0190136 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.162648 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.01085 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.611827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.538584 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.40022 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.361876 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.0751129 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.10753 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.249218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0521071 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.286349 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.636087 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.518566 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.274689 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.163113 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.199177 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.195531 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.1864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0569107 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.237591 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.274169 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.03601 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.393755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.614053 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.295242 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.655846 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.572198 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.681954 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.348889 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.182872 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.230911 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.215289 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.292439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.218576 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0801666 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.20861 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0393246 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.272524 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.182913 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.247697 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.584179 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.203944 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.223608 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.733591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,17),-0.190392 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.272524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.182913 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.203944 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.320829 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0665041 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.107155 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.733591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.232466 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.190392 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.479438 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.270502 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.17686 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.247697 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.203944 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.320829 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0665041 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.305079 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.733591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.232466 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.339789 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.190392 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.52458 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.684604 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.471514 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.417934 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.563551 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.305065 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.544788 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.430817 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.352787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.115167 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0106254 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.398506 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.0960779 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.18315 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.470658 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.505809 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0776053 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.195584 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.0588655 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.436069 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.900066 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.418846 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.285596 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.187143 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.848399 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.844461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.584514 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.374127 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.34129 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.0772081 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.049887 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.0568936 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0709277 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.522951 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.678205 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.160143 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.3079 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.276826 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.127434 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.0754867 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.864375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.63587 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.531508 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.491883 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-1.06533 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.421519 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.28315 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.608073 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.0561762 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.526116 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.401788 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.08972 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.00415638 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.235962 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.852505 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.374127 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.359066 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0190672 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.0859307 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.433596 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.308909 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-1.02104 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0967705 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.462698 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.261143 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.214206 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.71671 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.874421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.633753 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.0588655 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.528806 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.00684572 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.319233 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.126573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.187143 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.852505 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.844461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.374127 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.195584 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0568434 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.522753 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.404477 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.00684572 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.319233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.126573 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.136974 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.850765 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.844461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.584514 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.374127 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.340116 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.160875 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.10857 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.756461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,1),-0.848175 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.40772 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.545266 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.348753 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.57638 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.716743 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.20972 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.33696 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.0262868 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.0934888 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.206997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.258279 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.402588 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.523437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.220144 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.48333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,2),-0.213758 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.0309638 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.0357397 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.204957 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.140074 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.34342 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.191709 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.696363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,1),-0.1917 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.13313 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.386391 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.0122179 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.126699 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.0131548 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.861335 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.246133 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.0542531 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.306696 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.0596483 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.250128 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.587211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,1),-0.177989 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0214001 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0210043 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.21082 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.196104 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.1192 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.0342041 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.354356 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.123402 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.849828 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.279178 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.261955 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.323388 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0563517 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.266821 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.586405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.0312133 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.174095 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.15514 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0296061 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.339027 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.0327812 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.316612 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.690222 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.135524 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.222568 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.173032 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.0141451 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.26593 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.21002 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.676677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,1),-0.30946 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.100865 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.325164 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.167874 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0953029 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.23764 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.18736 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0291307 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.281573 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.66935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,1),-0.204957 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.131618 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.809238 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.442538 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.356651 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.696363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,4),-0.354788 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.232515 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0309717 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.80522 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0413997 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0725296 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0440585 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.0312133 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.124881 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.0738557 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.0857031 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.272118 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.015056 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.847077 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.161202 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.34356 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0575858 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.318787 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.204971 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.253461 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.764316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,4),-0.354356 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.232082 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.040967 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.278062 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.230715 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.327495 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0440333 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.270927 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.0312133 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.0342041 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.352334 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.22603 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.030539 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.040967 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.278062 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.230715 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0602254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0509895 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.267451 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.586405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.0312133 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.253511 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0418032 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.291714 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.23075 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.354356 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.0140849 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.030539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.040967 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.278062 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.230715 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0602254 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.310136 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.202047 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.586405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.0312133 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.00991265 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.379055 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.192112 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.147732 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.198571 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.252663 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0886602 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.193984 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.115232 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.192366 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.122019 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.281633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
