# _root_ halaber , batzarkide eta parlamentario ugari ere agertu ziren hitzordura , eta hainbat euskal_erakunde nazionaletako ordezkariek ongi etorria eman zioten ekimenari .
#goldHeads=0,3,4,8,4,4,0,12,8,8,10,0,16,16,16,19,19,17,12,19,19,21,
#predictedHeads=0,3,4,8,4,5,0,12,8,8,10,0,14,16,14,19,19,19,12,19,19,21,
(10,19),(19,7),-0.220729 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.296534 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.467021 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.741582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.0417193 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.057096 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.13636 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.192093 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0259723 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.436392 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0421368 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.256406 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.351981 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.377961 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.262439 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.068963 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.102356 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0950867 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0907416 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.209957 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.211291 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.22399 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.13978 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.574146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.416994 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.420578 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.567912 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.486959 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.616331 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.579083 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.554888 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.659737 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.280722 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.595816 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.190755 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.41773 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.261515 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.406018 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0793256 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0919069 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.170711 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.337093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.212181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.192282 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.234768 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.246106 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.179258 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.271079 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.220186 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.0453843 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.207457 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.255009 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.448216 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.307304 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.436634 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.394733 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.346928 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.0928203 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.059326 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.201197 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.461622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.106885 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.155538 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.237894 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.187258 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.288304 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.346441 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.22487 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0982094 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.230854 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.0481359 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.11241 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.0865439 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0159799 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.665665 # DEPENDENCYPART_GRANDPAR
(12,3),(3,13),-0.0515027 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.137248 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0194839 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0365649 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.279379 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.113289 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.274635 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.421397 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.092854 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.419796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.145021 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.327476 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.521752 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),0.0186853 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.497424 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.0481359 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0210893 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.109404 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.0868016 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0159799 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.665665 # DEPENDENCYPART_GRANDPAR
(12,5),(5,13),-0.0515027 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.080213 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.0502105 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.108233 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.206261 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.112939 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.180863 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0998106 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.830809 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.523148 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0451116 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.458247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.0905569 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.211206 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.0489255 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.39453 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.454322 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.587937 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),0.0423088 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),0.0985038 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.56361 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.553494 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.0214923 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.109402 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0257017 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.25834 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.534168 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.063276 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.328051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0515027 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.00461771 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.0802493 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.327625 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),0.199925 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.101897 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.236241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.588205 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.371871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.00929439 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),0.133693 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.104287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.29546 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.120621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.0344941 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.334256 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),0.0781202 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.123715 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.11795 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.125428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.352525 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.295705 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.181076 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.16133 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0207944 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.417304 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.238927 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.00279705 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.170937 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),0.0874187 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.239658 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.329495 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.143784 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0926563 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0581086 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.339202 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.0357323 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.3344 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),0.07812 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),0.123571 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.11795 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.109778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.370347 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.482882 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.385834 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.145444 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.015398 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.43319 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.254812 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.0389895 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.184418 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.0344941 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.11795 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.441126 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.368013 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.257862 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.098221 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.417304 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.238927 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.00279705 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.170937 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.535293 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.167904 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.530619 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.544384 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.250088 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.0821818 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),0.421818 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.0725204 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.255775 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.147619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.249623 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.427499 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.248494 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.241968 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0995121 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0507677 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.438609 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.0266036 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.441126 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.368013 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.257862 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.098221 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0643948 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.682605 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.335636 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.170937 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.301031 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.340887 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.254998 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.366795 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.517183 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0130436 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.479151 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.644593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.387977 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.512808 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.478265 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.531038 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.416446 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.582299 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.56435 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.61722 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.651819 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.375263 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.598416 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.38839 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.344152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.293 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.2181 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.132591 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.270854 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.152082 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.258423 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.322852 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0961632 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.663395 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.565588 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.617365 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.651819 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.375408 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.598416 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.389628 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.344152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.00618821 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.20469 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.132591 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.268757 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.152082 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.258424 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.320755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.0961184 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0833666 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.268497 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.294101 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0906824 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.195013 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.00149343 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.0250196 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.0215766 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.00662039 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.854406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.535913 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.609495 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.707997 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-0.708819 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.00328271 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.418672 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.144932 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0108704 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.194836 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.267441 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.17528 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.400483 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),0.0121214 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.260095 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.107573 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.25995 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.136097 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.310646 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0208221 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.148473 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0601751 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.103788 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0859285 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.84661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.36798 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.528985 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.357284 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.601699 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.708635 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.491318 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.701022 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.414977 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.141658 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.415476 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.214418 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.473646 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0753643 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.112166 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.175793 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.824449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.358611 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.315117 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.653535 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.435922 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.300114 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.431499 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.109723 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.119881 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.677237 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.268497 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.154248 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.268254 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.126641 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.393152 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.00271052 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.00271575 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.121809 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.854406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.328437 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.535913 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.609495 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.707997 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.708819 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.031398 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.736389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.417896 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.434121 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0817963 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.450976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0841353 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.134207 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.149401 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.73935 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.331241 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.738963 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.474115 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.473564 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.168717 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.236439 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.171689 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.394733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0838585 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.230251 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.253231 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.383936 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.372415 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.353291 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.347946 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.559669 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.415115 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.120404 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.284269 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.383593 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.329984 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.168706 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.398774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0848959 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0810025 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.127548 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.38393 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.372409 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.355383 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.347975 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.73513 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.356904 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.734871 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.367941 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.454876 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.523774 # DEPENDENCYPART_GRANDPAR
