# _root_ berrogei urte hor_nonbait kalkulatu zizkion , gizonak gaztaroa aspaldi utzi eta heldutasunaren goi_mailara heltzen direneko adina , nahiz_eta arintasun fisikoa jadanik gain_behera joan .
#goldHeads=2,4,4,0,4,5,10,10,10,11,16,13,14,11,14,2,16,0,23,19,23,23,4,23,
#predictedHeads=2,4,4,11,4,5,10,10,10,11,0,13,14,11,14,14,16,0,23,19,23,23,14,23,
(4,23),(23,19),-0.566559 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.322153 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.0424998 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.185128 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),0.310145 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.172781 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.015655 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.00188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,11),-0.325133 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.486855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.210323 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.227011 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.589349 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.627006 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.472155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.782635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.818328 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.410314 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.429999 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.781638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.00711228 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.693123 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.390916 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.61977 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.410314 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.594428 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.24516 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.429999 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.00711228 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.622388 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.390916 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.61977 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.675809 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.611395 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.64585 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.712006 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.392431 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.427053 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.391525 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.652727 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.270093 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.500366 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.818714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.0114505 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.667072 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.602659 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.349075 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.505077 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.607628 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.671242 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.495854 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.497193 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.748924 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0160669 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.368627 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.658697 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.19929 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0334889 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0452552 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.251529 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.512132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.497429 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.518631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.47118 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.352463 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.394894 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.628 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.572115 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.439512 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.189016 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.597556 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.624317 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.364352 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0318623 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0279897 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.458058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.4309 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.452103 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.440316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.351054 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.354695 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0799071 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0198813 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.298427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.103536 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.271626 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.212904 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0166277 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0325808 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0864448 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.000292993 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0372914 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0435347 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.76686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.645466 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.270877 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.568483 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.252636 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.856836 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.852833 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.435852 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.219512 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.991593 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.80355 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.605078 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0228698 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0260418 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0891259 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.718842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.597449 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.229446 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.195865 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.27081 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.359021 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.685675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),-0.310503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.391865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.199973 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.44389 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0656944 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.32143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.144104 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.512871 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.361465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.240072 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.269022 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.54035 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),0.0211309 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.0563842 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.02352 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.126449 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.508867 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.104601 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.393658 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.379094 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.1596 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.143077 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.928928 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.123787 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.465588 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.230592 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.208188 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.00344227 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.110299 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.118057 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.275954 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.149785 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.717637 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.206823 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.386648 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.693391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.0522225 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.434636 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.154507 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.567601 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.619053 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.291526 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),0.116462 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.693523 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.53125 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.428905 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.433917 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-1.11395 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.282335 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.149404 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.347031 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.143 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0601378 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.673633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0104158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.547842 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.616972 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.287996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.135165 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.251109 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.155463 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.0537522 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.110328 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.224578 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.275081 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.231374 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.302152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.117898 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.175146 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.183902 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0642594 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.297537 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.781363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.541457 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.117888 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.152078 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.178767 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.175146 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0642594 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0883194 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.781363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-0.541457 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.427441 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.333524 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.410463 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.339942 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.329261 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.35619 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.114573 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.51533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.365222 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.342767 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.362407 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.314022 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.360125 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.381535 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.120616 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.293112 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.387519 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.359642 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.34636 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.127721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.2693 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.355885 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.40643 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.00125841 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.291871 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.251249 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.32044 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.342593 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.251248 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.320436 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.319467 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.301959 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),0.0685512 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.0377514 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0833804 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.381014 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.403264 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.380465 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0230981 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.223888 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-0.533468 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-0.641971 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.132461 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.267366 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.00113936 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.206573 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.208474 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0849349 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0349229 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.171486 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.764702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.516136 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.74046 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.801949 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.30842 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.847052 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.717085 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.901246 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.35675 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.381409 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0952929 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.169275 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0721783 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0497541 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.140739 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.500108 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0740504 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.348244 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.117418 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.0607305 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0164152 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.350352 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.12239 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0724626 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.133475 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.586264 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0607015 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.282165 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0766982 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0164251 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.12238 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0821034 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.133514 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.586264 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.175093 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0452676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.735791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.639137 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.533468 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.641971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.421009 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.699469 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.316511 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.339017 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.611175 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.499171 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.483599 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.361667 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0956643 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.428736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.321732 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.38322 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0415544 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.643039 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.299116 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.000668074 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.482518 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.0668511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.403062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.257545 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.466813 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.618522 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.139492 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.177855 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.158494 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.310956 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.25515 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.133218 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.0429923 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.403062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.257545 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.380546 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0406293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.618522 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.171013 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.139492 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.625433 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.269975 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.251369 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.579218 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.458333 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.409347 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.287414 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.0496772 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.560496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.339523 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.417484 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.478973 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.54497 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.363006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0937388 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.21036 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.546408 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.336711 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.306943 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.409442 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.154372 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.464781 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.480046 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.403317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.257801 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.381565 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.443054 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0465853 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.655742 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.108591 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.171013 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.56611 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.363911 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.373891 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.485001 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.0845315 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.139492 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.217871 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.519803 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.565303 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.487019 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.446525 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.361973 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.545822 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.321782 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.428834 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.0913462 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.349241 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.168469 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.53309 # DEPENDENCYPART_GRANDPAR
