# _root_ agentzien_arabera , bi alderdi abertzaleek lan horretan dihardute egun hauetan , eta oraindik ez dute erabaki osoko zuzenketa aurkeztuko duten .
#goldHeads=12,1,4,8,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
#predictedHeads=8,1,4,6,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
(11,12),(12,16),-0.211088 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.337912 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.24993 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.141198 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.206818 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.0490498 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.136407 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.262209 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.220519 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0186356 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.204021 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.152114 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.00786121 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.0516868 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0743109 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.324711 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.318748 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.444668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,19),-0.0760662 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.178146 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.173074 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0118862 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.263669 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0518841 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.301928 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0149477 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.33918 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),0.0279463 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0179225 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.235875 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.122157 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.332765 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.177381 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.17334 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.398548 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0879911 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.124047 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.253683 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.336163 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0271934 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.533311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.108403 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.0489184 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.127545 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.120413 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.687164 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.236152 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.873847 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.175369 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.0194595 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.2863 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0262937 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.00268865 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.0597047 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.047034 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.571742 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.00457837 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.443305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.0279458 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.0188139 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),0.0407127 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.0759552 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.203668 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.105986 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.00553858 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.532649 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.122155 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0634624 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.487115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,12),-0.33147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.213487 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.30183 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.134501 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.301786 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.256118 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.185376 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.384923 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.245961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.238038 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.321294 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.339295 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0380207 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.534048 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.357667 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.170341 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.317787 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.390822 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.560319 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.146119 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.368386 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.303108 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),0.0770583 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.333767 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.284885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.251211 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.233013 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.206154 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0547896 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.10752 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.225407 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.442415 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.117412 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.264732 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.360074 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.106879 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),0.113576 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.203455 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.24071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.245736 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.317135 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.494619 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0435613 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.11189 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.651956 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.0692919 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.359768 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.319888 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.394692 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.56242 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.147969 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.370221 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.305209 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),0.0752088 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.335802 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.310161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.210845 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.207119 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.188372 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.401933 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.115853 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.161249 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.505878 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.0577546 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.251339 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.250044 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.241099 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.222998 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.208536 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.299158 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.120488 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.180637 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.293822 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.726321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.350593 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.5481 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.450752 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.584775 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.448127 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.438124 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.194247 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.370271 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.191104 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.533696 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.559357 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.530707 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.435111 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.468971 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.477978 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.3464 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.441729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.10931 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0506093 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.000891791 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.19321 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.285611 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.00353921 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0245711 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.156908 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.249353 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.167396 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.235905 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.216241 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.130322 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0610993 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.131511 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0506853 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.0881637 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.485761 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.373035 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.379853 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.344007 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.688835 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.21947 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.530312 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.460311 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.52071 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.440005 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.374243 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.463068 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.392504 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.175789 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.244151 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.160353 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.311089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.18335 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0504198 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.199971 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.209322 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.253067 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.471745 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.448595 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.462273 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.409725 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.41639 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.121122 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.21987 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.135605 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.357239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),-0.0671771 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.00620443 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.154606 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.277357 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.218039 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.688758 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.530234 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.460917 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.520632 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.439801 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.374024 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.46299 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.3923 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.17577 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.243916 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.160005 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.308405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.173802 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.141541 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0740648 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.11475 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.271694 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.201763 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.101371 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.105272 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.309437 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.145961 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.266915 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.0421319 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.491004 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.312835 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.118164 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.12847 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.35279 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.202639 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.439138 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.233786 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.622692 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.444608 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.109939 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.286254 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.190691 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.252041 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.91078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.561686 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.498943 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.625581 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.202599 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.202892 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.419255 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.525592 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.524796 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.449231 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.588196 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.382575 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.402959 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.445367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.563782 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.693286 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.433881 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.79073 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.700798 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.317118 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.49999 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.45431 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.399834 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.44895 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.516848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0843877 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.307168 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.43337 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.345587 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.655719 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.358098 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.252754 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.259127 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.428316 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.15271 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0114907 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.44047 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.18587 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.00702844 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0498767 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.195602 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0248761 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.395264 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.014067 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.257064 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.142639 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0509922 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.0336542 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.228595 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.104921 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.117626 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),0.0612859 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0315738 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.186028 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.0137742 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0592863 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0392303 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.241385 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.167534 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.166902 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.0275714 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.128186 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.235556 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.071806 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.0631488 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.235906 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.0754504 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),0.010713 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.00251243 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.301722 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.234534 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.149493 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.0288231 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.0764131 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0187738 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0280529 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.334042 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.211312 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.00344321 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.0350543 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.17372 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.589751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),5.30563e-05 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.0940978 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),0.0274662 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.251976 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.134378 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.154373 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.0362858 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.0801583 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.071299 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.31066 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.110274 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.386615 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.124198 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0442976 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.139719 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.434954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),0.0589359 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),0.261441 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.435848 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.483182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),0.158606 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),0.0107162 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.224472 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0222822 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.00723981 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.266603 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.165848 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.0819498 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0104142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.177205 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.183098 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0239936 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.361838 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0609703 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0072797 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.126162 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.612471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.00429566 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.119106 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.181922 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0507214 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.168395 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.037349 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.510673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
