# _root_ " ekintza guztietan material asko kendu digute , telefono mobilak , mendiko materiala ... portugalen kendu zizkiguten hiru furgonetak ez dizkigute itzuli " .
#goldHeads=0,6,2,6,4,8,6,0,11,9,4,13,11,13,16,19,16,19,22,22,22,8,22,23,
#predictedHeads=0,6,2,6,4,0,6,7,6,9,10,13,6,13,16,19,16,19,22,22,22,9,22,23,
(10,13),(13,24),-0.152457 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.497849 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.494167 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.895431 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.402766 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.289529 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.369486 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.288153 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.682323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0471367 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.360511 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.345986 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.45231 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.262143 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.320193 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.372358 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.39541 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.126783 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.373199 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.372144 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.628263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,12),-0.353562 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.33604 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.445362 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.250261 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.292902 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.223269 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.407051 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.201046 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.151124 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.49757 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.493888 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.895431 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.402374 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.369486 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.287873 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.678714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),-0.048963 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),-0.356766 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),-0.342241 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.448566 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.315396 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.125223 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.278886 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.351836 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.305033 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),0.0101278 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.111495 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.107163 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.142037 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.28676 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.147411 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.233962 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.00313781 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.193094 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.110563 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0801516 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.551045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.534364 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.509652 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.542574 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.487745 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.268706 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.61624 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.309659 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.422584 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.0508128 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0769239 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0680027 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0513843 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.11974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.145007 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.099753 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.504555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.443806 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.419094 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.424962 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.525682 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.360594 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.160842 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.294429 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.169966 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.337332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0938511 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.127028 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.131126 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.264856 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.214552 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.406785 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-1.90265 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0235594 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.171554 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.625615 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.605828 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.39604 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.315662 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-1.93164 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0321946 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.158087 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0426175 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.9844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.632023 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.763918 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.602323 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.591258 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.616945 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.582412 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.381003 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.28907 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0256361 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0470269 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.945121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.592743 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.573344 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.577666 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.553412 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.406785 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-1.90265 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.300934 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.922975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,2),-0.804518 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.71881 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.579723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.288109 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.404498 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.601593 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.135961 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.558729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.057745 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.439705 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.336146 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.367191 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.318288 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.31984 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.312 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.135961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.558729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.206351 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.339047 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.318288 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),-0.270232 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.402127 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.239954 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.342665 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.210731 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.263483 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0914864 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.659036 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.193834 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.401469 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-2.0039 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.585499 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-0.554828 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.398431 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.818467 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.429923 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-2.01905 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.144187 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.10551 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.585497 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.55322 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.275696 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.78687 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.15336 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.544279 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-1.79065 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.215193 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0304572 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.20636 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.174625 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.281903 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.852925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.65432 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.582236 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.29207 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.383285 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.413362 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.605061 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.56682 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-2.18585 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.142193 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.118995 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.55263 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.576903 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.306741 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.475697 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-2.21485 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.069469 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.105528 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.191473 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.389992 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.832469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.633864 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.529338 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.585497 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.362828 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.553487 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.29541 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.199772 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.145086 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.101828 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.33779 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.793189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.500359 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.323549 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.524486 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.56682 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-2.18585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.248376 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.392448 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0694689 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0391647 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.262251 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0289013 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.832469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.633864 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.273637 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.585497 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.340618 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.284816 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.035679 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.406798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.266068 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.312526 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.740538 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.650894 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.787398 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.792918 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-2.33037 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.399583 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.306319 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.557928 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.359016 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0561354 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.517884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.316281 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0997764 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.30209 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.108319 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0828886 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.221068 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.299915 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.470679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.272075 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0149785 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.214723 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.137747 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.00855056 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.740292 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-0.650648 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-0.787415 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.792542 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.3996 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.306073 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.557983 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.359032 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.0558892 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.513901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,15),-0.312299 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.174216 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.251405 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.316897 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.0412631 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.155324 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.130104 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.12297 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.186854 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.728227 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-2.43712 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.569277 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.507233 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.319256 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.619188 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.583151 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.268501 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.755236 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.53915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.614556 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.732304 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.436485 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.936286 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.79235 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.635254 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.320589 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.619188 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.583151 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.269834 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.611149 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.230956 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.53915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.756115 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.614556 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.732304 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.675562 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.436485 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.28869 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.13588 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.08778 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.954329 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-2.58164 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.649371 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.963857 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.878829 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.598616 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.955818 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.20136 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.22274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.441505 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.449706 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.395549 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.152762 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.432753 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.423055 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),-0.36479 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.510794 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.127116 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.0467782 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.217721 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.364839 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.309868 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),-0.203101 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.257699 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.0109816 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0222419 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.357706 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.299721 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.0206017 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.153935 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.201343 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.25273 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.244784 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.104736 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0532892 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.106895 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.216111 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.528894 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.150342 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0869696 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.0527803 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.282419 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.178541 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.176734 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.0778556 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.232308 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.740535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.509905 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.3309 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.785717 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.345493 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.134899 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.324675 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0497843 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0372864 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.183203 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.263788 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.168761 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.132577 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.757155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,22),-0.36279 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.217115 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0761171 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.263606 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0131512 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.163424 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.202357 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.125087 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.134814 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.283955 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.647997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.201589 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.175953 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.25351 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.00820476 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.196917 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0105023 # DEPENDENCYPART_GRANDPAR
