# _root_ horrela zeudela , john_wayne famatuarengana joatea erabaki zuten , beren loria egunetan john_wayne beren adiskidea izan zelako .
#goldHeads=2,7,2,6,4,7,0,7,8,12,12,16,16,15,16,7,16,17,
#predictedHeads=2,7,2,6,4,7,0,7,8,11,12,16,15,13,16,7,16,17,
(15,13),(13,12),-0.346727 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.459544 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.732524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,1),-0.464668 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.857492 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.4278 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.853439 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.852738 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.362163 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.623434 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.67916 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.414122 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.120446 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.283126 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.683453 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.568461 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.115379 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.448617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.33593 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.13005 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.525266 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.369907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.12293 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0937816 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.168516 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.257719 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.111217 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.0908306 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.352408 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.434181 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.195809 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.233379 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.800246 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.0752194 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.00505838 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.106517 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.686295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,2),-0.115361 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.300109 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.148166 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.112684 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.641759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,3),-0.0234591 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.262369 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.0494798 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.0923605 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.207976 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.263864 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0888606 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.607165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,1),-0.25325 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.152199 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.106351 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.305061 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.322844 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.234996 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.661721 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.222704 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.538984 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.00991343 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.0611436 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.170115 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.624182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),0.105709 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.268336 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.176153 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.12631 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.343755 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.338431 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.260293 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.650522 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.209833 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.522308 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.000711931 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.071769 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.121789 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.18074 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.611845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),0.109322 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.388197 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.277494 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.311778 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.188896 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0444065 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.622686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.116212 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.115361 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.286219 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.213739 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.246976 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.76055 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.192289 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.26245 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.374045 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.641759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,9),-0.0142353 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.226682 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.239302 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.244498 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.076458 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.111769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.152092 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.413717 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.161835 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.213438 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.114056 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.274117 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),0.243063 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.224675 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.240658 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.110876 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.151042 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.40182 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0389248 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.202843 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.122114 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.263522 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.526145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.243063 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),0.06799 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0378863 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.103017 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.114056 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.274117 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.22841 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.246227 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.113497 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.15382 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0361582 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.101289 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.157236 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.236317 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.526102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.243063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.06799 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.267931 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.207252 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.152809 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.390578 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.451473 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.164689 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0450864 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.315067 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.443615 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.0530992 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.0646641 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.390578 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.451473 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0746645 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.32129 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0458518 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.688889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.0909998 # DEPENDENCYPART_GRANDPAR
