# _root_ " garai benetan korapilatsu eta zailak bizitzen ari_gara , eta ezin_dugu horrela bizitzen jarraitu , elkarrekin bizitzen ikasi behar_dugu .
#goldHeads=0,7,4,5,2,5,8,10,8,0,10,13,14,11,14,17,18,19,10,19,
#predictedHeads=0,7,4,5,2,5,8,10,8,0,10,11,14,11,14,17,18,19,0,19,
(11,17),(17,9),-0.511206 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.157111 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.900136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.365579 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.272413 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.0887359 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.318523 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.131917 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.085034 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.658697 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.832315 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.15049 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-1.33383 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.00225 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.157344 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.896376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.363258 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.276173 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0924959 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.316348 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.129741 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.335394 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.661818 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.161798 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.436613 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.152118 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.748677 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.158972 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.367478 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.291096 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.102924 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.350317 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0907561 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.165416 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.173532 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.186324 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.172369 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.719748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.427897 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.501397 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.476165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.45389 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.450183 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.457545 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.411645 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.419478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.356663 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.402862 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.405846 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.378887 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.325214 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.373088 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.256517 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.445712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.299945 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0235505 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.282961 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.260979 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.258036 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0769443 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.240576 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.218682 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.352126 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.2414 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.403399 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0197779 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.455814 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.368694 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.528572 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.298222 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.0902861 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.242513 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.191943 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.519724 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.200613 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.191081 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.424848 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.558489 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0243996 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.22104 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.2966 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.216847 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0403413 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.73131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.352293 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.330881 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.501038 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.682836 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0473522 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.222343 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.25281 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.194478 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.394105 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.11266 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.441769 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.350737 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.244223 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.261349 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.0849434 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0927833 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.158682 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.253508 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.189127 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.394817 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.116611 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.442481 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.131632 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.249714 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.269415 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0856745 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.642276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.263265 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.241847 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.412005 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.593709 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.143251 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.344293 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.200613 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.191081 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.100709 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.454495 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0820346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.278897 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.281646 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0403413 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0829494 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.73131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.352293 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.199999 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.330881 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.501038 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.682836 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.25281 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.331019 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.238697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0927833 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.642264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.263252 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.241834 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.411992 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.593696 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0558729 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.619433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.116899 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.608027 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.42635 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.821153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.314217 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.871155 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.308026 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.508755 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.485903 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.440255 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.243285 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0860692 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.483846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.140695 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0658564 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.234539 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.418738 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.243858 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0731387 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.431099 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.825089 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.318153 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.875091 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.311947 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.512676 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.489838 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.444191 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.247206 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.113263 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.480001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.105954 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0869335 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0742211 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.227907 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.412106 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.825321 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.318386 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.875324 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.512909 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.444423 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.247439 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.113593 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.476241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.102194 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0847584 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0720459 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0758117 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.415227 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.119693 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.443677 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.320013 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.315017 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.446051 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.115123 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.461318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0917664 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0608886 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.233629 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.116075 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.378054 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.193985 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.488341 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.230992 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.390275 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.328745 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.610159 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.240581 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.0267914 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.201921 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.143108 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.450829 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.145421 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.127645 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.492881 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.479658 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.0842763 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0572475 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.231862 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.031005 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.21043 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.507946 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.801489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,17),-0.330101 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.509198 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.596409 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0366351 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.164701 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.200458 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.142118 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.472793 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.143572 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.369976 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.200304 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.175142 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0120162 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0717849 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0128551 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.235673 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.201156 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.136768 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.473505 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.139621 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.370688 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0471235 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.180633 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0200817 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0710538 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.368571 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.716706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.245311 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.424409 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.511526 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0607007 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.206625 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.145421 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.127645 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.166168 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.372047 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0297397 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.112006 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.214146 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.21043 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0245465 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.507946 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.801489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.273342 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.330101 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.509198 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.596409 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.200458 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.191393 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.00333389 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0128551 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.369302 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.716693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,17),-0.245299 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.424397 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.511514 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0877761 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.387592 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.190243 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.200458 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.142118 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.472793 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.143572 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.369976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0448286 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.191393 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.137643 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.00333389 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0813247 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0192928 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.716693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.235673 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.245299 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.424397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.511514 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.198347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.0664807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.338793 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.90828 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.0692277 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.807802 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.239519 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.385131 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.43298 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.209466 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.113366 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.238312 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.184151 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.536507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0221642 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.113389 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.228231 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.317843 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.908513 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.0694605 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.808034 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.385364 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.209699 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.113598 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.238643 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.183918 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.532747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0199891 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.115564 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0563885 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.320964 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.362568 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.404048 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.0723926 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.24449 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.212631 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.241476 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.17918 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.52232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),-0.0414654 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.223146 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.360759 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.42866 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.169254 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.377927 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.295725 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.367755 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.159656 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.158932 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0469046 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.221301 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0640251 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0361718 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.129243 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.478479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.43298 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.260262 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.190707 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.610321 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.520766 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.60015 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.452575 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.45121 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.208194 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.446341 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.356945 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.273036 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.422163 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.271868 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.335862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0724085 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0355683 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.103917 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.415363 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.520766 # DEPENDENCYPART_GRANDPAR
