# _root_ gogoan_dut beste batzuetan nola barneratzen ninduzun itsasoan txalupa koskor - niretzat , intxaur azal txikitxo - batean , atsegin bait zenuen nire izu-ikara zentzugabearen_aurrean zure segurtasun babeslea agertzea .
#goldHeads=0,3,5,5,1,5,5,5,8,9,14,11,14,8,14,15,8,17,0,21,19,23,28,23,26,28,26,21,28,
#predictedHeads=0,3,5,5,1,5,6,5,8,9,5,11,14,19,14,15,14,17,0,19,20,23,19,23,26,28,26,21,28,
(9,14),(14,5),-0.525245 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.575215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.389241 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.453213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),-0.195746 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0400624 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.100383 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.291215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.328738 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.207353 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.135089 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.250849 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.203661 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.549522 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.498616 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.554247 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.619317 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.433343 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.507569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),-0.201916 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0907682 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.100634 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.134479 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.259223 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.305427 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.110329 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.0608324 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.150226 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.187098 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.203589 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.408238 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.218232 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.151877 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.397654 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.215629 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.232103 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.217364 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.0523472 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0515668 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.308993 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.45295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.214915 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0145613 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.124055 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.113812 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.148886 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.017028 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0115373 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.235012 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.129807 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.296495 # DEPENDENCYPART_GRANDPAR
(11,15),(15,28),-0.111952 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.406082 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0831391 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.379541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.145075 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.249943 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.241731 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.450582 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.153389 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.184932 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0632597 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.245516 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.151789 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-0.0592988 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.527047 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.260272 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.00415923 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.00356145 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.361945 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.530741 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.026463 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.66373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-0.318701 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.660666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.336525 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.534268 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.957354 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.690579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.524979 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.298164 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.186549 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.296611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0951393 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.107505 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.305687 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.178038 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.20168 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.339964 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.651126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.348621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0277952 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0166772 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0558104 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0531047 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-0.292252 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.357952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0371267 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0629846 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.155985 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.515397 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.435422 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.614733 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.289049 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.269075 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.685091 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.394644 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.249452 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.0872597 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.191531 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.0689077 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.661976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.120242 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.580315 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.246888 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.268433 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.430573 # DEPENDENCYPART_GRANDPAR
(14,5),(5,26),-0.507676 # DEPENDENCYPART_GRANDPAR
(14,5),(5,28),-0.549882 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.504458 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.305027 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.692783 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.288167 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.146362 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.265645 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.305027 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.692783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.680169 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.146362 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0375694 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.642213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.265645 # DEPENDENCYPART_GRANDPAR
(14,8),(8,28),-0.49881 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.574086 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.283639 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0337486 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.115935 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.602932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,19),-0.50053 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.138837 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0283779 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.0538277 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.040327 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.0716526 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.302944 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.114548 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0429308 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.642213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.111345 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.265645 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.673127 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.34739 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.269913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0960606 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0240818 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0515427 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.198094 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.298613 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.280016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,18),0.167632 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0547029 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.672404 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.867403 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.614655 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.02262 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.732171 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.598466 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.363949 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.373123 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.406434 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.322258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.22832 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0132532 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.137376 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0563292 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0365036 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0666406 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.0624158 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.0215027 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.0313324 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.019904 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.107635 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.253058 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.595444 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-1.02295 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.732505 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.343962 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.406768 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.351115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.215332 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.00476862 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.115398 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.196796 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.105195 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.0091361 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.0739556 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.147236 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.225356 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.589569 # DEPENDENCYPART_GRANDPAR
(14,23),(23,15),0.331862 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.108115 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.151727 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.0369617 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.0593504 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.106157 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.129706 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.129466 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.147003 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.215839 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.24026 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),-0.446294 # DEPENDENCYPART_GRANDPAR
(14,28),(28,5),-0.614655 # DEPENDENCYPART_GRANDPAR
(14,28),(28,7),-1.02272 # DEPENDENCYPART_GRANDPAR
(14,28),(28,8),-0.732274 # DEPENDENCYPART_GRANDPAR
(14,28),(28,12),-0.373123 # DEPENDENCYPART_GRANDPAR
(14,28),(28,13),-0.406537 # DEPENDENCYPART_GRANDPAR
(14,28),(28,14),-0.31741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,28),(28,15),0.228772 # DEPENDENCYPART_GRANDPAR
(14,28),(28,18),-0.14049 # DEPENDENCYPART_GRANDPAR
(14,28),(28,19),-0.170304 # DEPENDENCYPART_GRANDPAR
(14,28),(28,20),0.0496066 # DEPENDENCYPART_GRANDPAR
(14,28),(28,21),-0.016003 # DEPENDENCYPART_GRANDPAR
(14,28),(28,22),-0.144583 # DEPENDENCYPART_GRANDPAR
(14,28),(28,23),-0.0859657 # DEPENDENCYPART_GRANDPAR
(14,28),(28,24),-0.0762141 # DEPENDENCYPART_GRANDPAR
(14,28),(28,25),-0.108523 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),-0.167954 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.162347 # DEPENDENCYPART_GRANDPAR
(14,28),(28,29),-0.379738 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.394687 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.492948 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.475184 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.069132 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.234074 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.0713606 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.564136 # DEPENDENCYPART_GRANDPAR
(15,8),(8,28),-0.347815 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.155481 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.314628 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.138807 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0713606 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.78756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.564136 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.394687 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.469214 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.428161 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.155481 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.314628 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.138813 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.300108 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.78756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.564136 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.401292 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.364406 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.500114 # DEPENDENCYPART_GRANDPAR
(15,14),(14,28),-0.347848 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.309608 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.248361 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.511348 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.343486 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.242778 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.118757 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.247318 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.127999 # DEPENDENCYPART_GRANDPAR
(15,28),(28,5),-0.634472 # DEPENDENCYPART_GRANDPAR
(15,28),(28,7),-0.748268 # DEPENDENCYPART_GRANDPAR
(15,28),(28,8),-0.707215 # DEPENDENCYPART_GRANDPAR
(15,28),(28,12),-0.421365 # DEPENDENCYPART_GRANDPAR
(15,28),(28,13),-0.579162 # DEPENDENCYPART_GRANDPAR
(15,28),(28,14),-0.411299 # DEPENDENCYPART_GRANDPAR
(15,28),(28,15),-0.508635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,28),(28,18),0.0750403 # DEPENDENCYPART_GRANDPAR
(15,28),(28,19),-0.142981 # DEPENDENCYPART_GRANDPAR
(15,28),(28,20),-0.0846721 # DEPENDENCYPART_GRANDPAR
(15,28),(28,21),-0.13213 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),-0.245273 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),-0.194825 # DEPENDENCYPART_GRANDPAR
(15,28),(28,24),-0.396236 # DEPENDENCYPART_GRANDPAR
(15,28),(28,25),-0.2786 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),-0.135032 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.421193 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),0.0497825 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.268747 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.26199 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.0127901 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0579196 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.136096 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0192721 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.284411 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.00810337 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0902197 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.00785655 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0779736 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.812665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,5),-0.0440707 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.0688995 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.259925 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.284411 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.00810337 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0902262 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.181918 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0779736 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.812665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.602391 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.394978 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.574948 # DEPENDENCYPART_GRANDPAR
(17,14),(14,28),-0.549223 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.452321 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.174134 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.300326 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.348632 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.539658 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.30954 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.46165 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.390984 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.403137 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.524612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0737579 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.360868 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.165091 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.289664 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.320664 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.418815 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.359661 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.429998 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.410898 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.345144 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.477356 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.445742 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.429013 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.183722 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.194483 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.36288 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.254601 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.297229 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.153652 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.371502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.135572 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0553639 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0869563 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.165573 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.224178 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.0395418 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.162757 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.245849 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.00535379 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.34876 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.467216 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.435601 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.170717 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.35274 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.244461 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.280548 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.163959 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.249247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0391171 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0954619 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.070869 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.0704044 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.21516 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.00773689 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.218852 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.256607 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.0609139 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.27322 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.263254 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.0918386 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.190675 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.22489 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.304483 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.245178 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.284398 # DEPENDENCYPART_GRANDPAR
