# _root_ benetan , erdi tontolo geratu naiz leihotik begira : muxuka zeuden txirikorda eta nicolasito , biak eskutik helduta ! .
#goldHeads=5,3,4,5,0,5,5,7,8,11,0,13,11,13,14,18,18,11,18,19,
#predictedHeads=5,3,4,5,0,5,5,7,8,11,5,13,11,13,14,18,18,11,18,19,
(15,11),(11,7),0.0998981 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.00134876 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0868019 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.228963 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.19277 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.268301 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.134533 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.387648 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.385896 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.210895 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.35377 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.23917 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.00876225 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.00663596 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.139618 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.161146 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.0390742 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0379982 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0443419 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.115202 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.215955 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.302032 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.395307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.106667 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.356705 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.375828 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.252526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0891997 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.23917 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.265237 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.194406 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.192228 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.139286 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.239613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0380861 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.15436 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.152236 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.342353 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.116778 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.176026 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.0486402 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),0.000854138 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.116796 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.040192 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.213625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.334115 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0267944 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0540695 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.243501 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.216233 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.241304 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.418025 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.236491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.334302 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.271891 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.188362 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.109328 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.157422 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.211047 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.118084 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.284713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.166527 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0497107 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.018599 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.059512 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.100379 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.339957 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.363934 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.061381 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.42459 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.101109 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.288026 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.180467 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0266454 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.316968 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.393802 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.39118 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0916705 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.524983 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.134559 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.249523 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.435776 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.298748 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.117093 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.432551 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.431237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.26342 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.398307 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.56484 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.571798 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.686938 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.491328 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.1939 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.656756 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),0.0961612 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.325151 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),0.229964 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.329023 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.113127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.149453 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.00550205 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.277808 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.274081 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.50499 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.0595194 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.220303 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.759364 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.334833 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.230223 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.501487 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.295376 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.329436 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.498383 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.118192 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.300084 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.191016 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.932598 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.819947 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.338232 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.22538 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.641731 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.00919583 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.707308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.638533 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.602039 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.114639 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.386801 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.293677 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.46903 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-1.34869 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.339013 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.204945 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.23414 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.561777 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.254137 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.000339648 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.0767922 # DEPENDENCYPART_GRANDPAR
(17,7),(7,18),-0.587676 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.470418 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.147815 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.262762 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.226818 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.440896 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.73592 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.311325 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.208097 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.391998 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0956509 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.491534 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.178362 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.706579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.618164 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.687758 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.353673 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.685701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,1),-0.477352 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.26679 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.410026 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-1.26296 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.674287 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.31167 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.214086 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.671578 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.209119 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.330963 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.180206 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.15473 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.715661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.636916 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.233992 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0767922 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.685701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.587676 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.699902 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.382678 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.201362 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.482214 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.154046 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.624275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.611235 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.491216 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.2806 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.225935 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0507982 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.597644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,1),-0.728545 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.444754 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.517751 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.589354 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.777351 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.16474 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.567821 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.463248 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.890892 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.699568 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.379424 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.799103 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.401535 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.435014 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.364677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0254112 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.213166 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),-0.157349 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.555859 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.49594 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.45863 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.333414 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.64053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),-0.528396 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.335234 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.585697 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.75824 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.425674 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.37765 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.497739 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.478067 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.589952 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.48651 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.445259 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.476963 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.453356 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.535544 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.793624 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.430473 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.371717 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.41042 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.164375 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.0656573 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.612103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,1),-0.551894 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.419048 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.523498 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.466686 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.58815 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.666568 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.442536 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.540947 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.394087 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.317767 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.428037 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.0882944 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.447179 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.530572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,5),-0.663201 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.877864 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.493309 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.372741 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.429765 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.152821 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.522035 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.876295 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.431781 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.335613 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.429626 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.152683 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.521896 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.413914 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.0285762 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.429781 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.459029 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.411525 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.50653 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.669143 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.746088 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.353108 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.30081 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.527858 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.188645 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.620128 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.60958 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.126808 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.681795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,11),-0.265642 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.520308 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0269875 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.487865 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.463787 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.637827 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.692036 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.698163 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.400821 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.354988 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.373403 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.371246 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.537774 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.449757 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.578676 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0444539 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.708484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,15),-0.421662 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.447179 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0269875 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.530572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,11),-0.347393 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.453312 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.16184 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.545582 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.488068 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.131989 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.64053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,1),-0.480894 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.456716 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.346001 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.168603 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0611654 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.551894 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.523498 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.466686 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.58815 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.769781 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.265642 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.442864 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.123641 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.535134 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.314568 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.523405 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.530572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),0.131872 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.419383 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.240393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,18),-0.118041 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.00373442 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.317406 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.029387 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.403423 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.341366 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.413466 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.048613 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.0566082 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.278733 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.33065 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.220768 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.350134 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.268859 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.225445 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.246143 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.178698 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.485164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
