# _root_ 25 urtetik beherako gazteen langabezi tasa ebn %%16,2koa zen ekainean eta euro eremukoa %%17,2koa .
#goldHeads=2,4,2,6,6,9,9,9,11,9,0,13,11,11,14,
#predictedHeads=2,9,4,5,6,9,9,9,11,11,0,13,11,12,14,
(11,7),(7,11),-0.405765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.0156637 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.447674 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.133034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.120614 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.226825 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0550887 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0912092 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0101269 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.00130718 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.311185 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.428802 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.405765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.0156637 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.447674 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.0320108 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),0.0253669 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.0649195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.250265 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.0971737 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0735472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0384418 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.142983 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.130958 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.324104 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.396263 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.499826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.160715 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.624052 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0861938 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0912093 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0101269 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.00130716 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.194453 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.296924 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.405766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.0156634 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.447674 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0320111 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),0.0253667 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.0558133 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.016933 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.0871217 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.181961 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.2982 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.587377 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.416656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.451761 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.34671 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.359245 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.166099 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.0558133 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.016933 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.203143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.461405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.181961 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.2982 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.0303321 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.349625 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.113713 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.385246 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.608426 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.512521 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.508549 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.478908 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.47839 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.416908 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.316651 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.187515 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.219624 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.110456 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.788725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.441821 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.510146 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.57397 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.515182 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.412231 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.283094 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.427153 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0179832 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.761943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.415039 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.537886 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.312207 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.928341 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.898066 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.898182 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.836189 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.736443 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.607307 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.626305 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.507868 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.365334 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.336271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.291201 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.22426 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.419812 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.385961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0390564 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.136821 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.400812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,1),-0.181942 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-1.85289 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.125108 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.277336 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-1.13945 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.887204 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.125388 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.000893324 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.175556 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-1.8446 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-1.45052 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.277336 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-1.13945 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.887204 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.125388 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0379796 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.000893324 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.181942 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-1.85289 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-1.45881 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.225803 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-1.13945 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.887204 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.125388 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.370883 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.02054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.334629 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.183747 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.85617 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-1.46209 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.229085 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.382076 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.883873 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.122057 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0404692 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.367552 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.00338292 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.245824 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.02054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.334629 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-1.85289 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-1.45881 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.225803 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.378795 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-1.24576 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.125388 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0379796 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.370883 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.000893324 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.242493 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.02054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,1),-0.181942 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-1.85289 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-1.45881 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.225803 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.378795 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-1.24576 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.988663 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0379796 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.370883 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.000893324 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.242493 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.02054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.334629 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.110122 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-1.75731 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.36323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.131239 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.283216 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.14748 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.893084 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.131268 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.508305 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0933661 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.105065 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.04733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.980176 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.378795 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-1.24576 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.988663 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.226847 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.161912 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.000893392 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.242493 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.02054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.334629 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0672486 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.70641 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.31233 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.0803407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.232317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.09658 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.842186 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0803694 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.153673 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.326264 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.265202 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.0505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.970844 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.161912 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.473292 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.02054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-1.00792 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.334629 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.708493 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0951226 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.644561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.159243 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.0849807 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.411369 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.714638 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.440302 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.612336 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.334116 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0662953 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.151939 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.312517 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.996473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.234487 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.334116 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.394947 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.312517 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.996473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.234487 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.358887 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.389241 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.411369 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.714638 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.440302 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.612336 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.334116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.394947 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0947971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.264631 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.996473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.234487 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.431789 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.201801 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.191342 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.107506 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0380665 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.433633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
