# _root_ hori guztia " bazterketarik gabe , inor bakartu gabe , betorik gabe eta indarkeriarik gabe " egin behar_dela gaineratu zuen ibarretxek .
#goldHeads=17,1,2,13,14,5,8,13,14,9,13,14,17,13,14,15,18,19,0,19,19,21,
#predictedHeads=0,1,2,8,4,5,8,18,8,9,13,11,19,13,14,15,18,19,0,19,19,21,
(14,19),(19,11),-0.992246 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.521534 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.423147 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.560752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0705397 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.156746 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.021653 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.380462 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0889498 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.180941 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.180119 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.151279 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.241815 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0565969 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0416567 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.228401 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.170601 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.142328 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.00161129 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0802597 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.171592 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.817834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.571025 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.509983 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.222398 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.223616 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.116195 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.180795 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.126289 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.105131 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.0889489 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.152884 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.170409 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.15887 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0991954 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.165031 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0302232 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0942141 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.156687 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.85007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.64342 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.570073 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.585261 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.241815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.142328 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.162674 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.817834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.571025 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.509983 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.525981 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.605112 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.222398 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.157805 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.406499 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.345438 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.185038 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0666332 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.0344233 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0708638 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.209941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.329006 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.292622 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.342524 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.249954 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.284934 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.37947 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.305449 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.471663 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.154232 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.152384 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.123161 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.158179 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.142846 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.322702 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.133007 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.0228985 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.267065 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0321892 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.212433 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.128141 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.237164 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.287507 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.458664 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.155013 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.150174 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.127391 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.15896 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.140636 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.309704 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.133788 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.0121132 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.254066 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0329698 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.0652924 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.109691 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.188727 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.354033 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.141013 # DEPENDENCYPART_GRANDPAR
(17,1),(1,19),-0.579951 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.113009 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.137422 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.111052 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.0967494 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.0394423 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),0.191292 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.663663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.371332 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-0.518012 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.246209 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.130519 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.0904367 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.00125411 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),0.103374 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),0.218949 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.139087 # DEPENDENCYPART_GRANDPAR
(17,6),(6,18),-0.494307 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.0403605 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.229268 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.175883 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.15702 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.0948959 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.192355 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.12557 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.0687858 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.0816683 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.138507 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.0746749 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.106685 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.254082 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.783193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.483056 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.629818 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.713302 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.233357 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.00125411 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.115474 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.103374 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0625655 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.140491 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.218949 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.248932 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.288452 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.494307 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.113418 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.0888711 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0193221 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.0809791 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.110019 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.00863096 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.148587 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.200733 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0246326 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.175156 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.316308 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.663663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.371332 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.394778 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.233357 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0323116 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.0017299 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0625655 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.140491 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.0102419 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.0341428 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.103221 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.213441 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.022981 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0115182 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.213796 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0100437 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.150605 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.202428 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.877132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.570354 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.715413 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.0888711 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.148587 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0502944 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.316308 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.663663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.371332 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.518012 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.555142 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.394778 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0017299 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0193742 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0403111 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0267468 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0589337 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.475668 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.508985 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.312998 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.372044 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.232758 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.263284 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.219821 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.248605 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.238267 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.104246 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.652532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.494102 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.474168 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.516899 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.322202 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.368878 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.404709 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.241961 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.239614 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.271198 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.229024 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.257478 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.246181 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.113449 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.630871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.301518 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.46997 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.254902 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.601267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,21),-0.409024 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.276455 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.320075 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.153247 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.190628 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.0875696 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.048998 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.0578872 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.163798 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.491909 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.693446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.237182 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.206594 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.0538766 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.0920984 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.0717077 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),0.186804 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),0.157386 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.134715 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.080127 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.0505102 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0300167 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.0479373 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.19869 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.114141 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.114684 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.0339127 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.208847 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.0841221 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.0770046 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.179429 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.338442 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.786692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.33051 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.991095 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.215581 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.0717077 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0126045 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.186804 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0743542 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.0983129 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.157386 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.153656 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.0603898 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),0.0545002 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.195018 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.135273 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.0158392 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.180085 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.255008 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.00590388 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.110552 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.22559 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.488413 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.693446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,22),-0.0321709 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.215581 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0199642 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.126097 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0743542 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0983129 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.09723 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.0154265 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.0412893 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.167235 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.0349396 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.065926 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0650717 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.129646 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0969681 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.139285 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.50596 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.872956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.415072 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.0603898 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.180085 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0426314 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.22559 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.488413 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.693446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.237182 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.851805 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.0321709 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.126097 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.11467 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0803713 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0151793 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.00771941 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.827595 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),0.171418 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),0.0104864 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.0330466 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),0.048871 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.215221 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.0431823 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.174455 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.090984 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.137888 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0490901 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.201901 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.10847 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.784272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.32809 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.993691 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.941296 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.455673 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.273479 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.269601 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.409865 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.19725 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.144017 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.377413 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.102544 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.276689 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.266496 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.131962 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.176809 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.601458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.689642 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.528759 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.196601 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.717094 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.255169 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.476872 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.278503 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.251954 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),0.165882 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),0.284779 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),0.535471 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.690523 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.479597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,4),-0.303841 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.271697 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),0.208235 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.0524039 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),0.263649 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.158726 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.193672 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.851685 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),0.225756 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.0541758 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.163078 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.157599 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.174254 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0671505 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.216566 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.0317461 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.015805 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.271979 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.104148 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.0579581 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.167056 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.372798 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.512209 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.567991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.727636 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),0.0044308 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.0524039 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.0580549 # DEPENDENCYPART_GRANDPAR
