# _root_ ehiztariek oihu_egin ziguten , otsoarengandik apartatzeko esanaz , eta eztarriek ez zieten bere belarriei gure lasaitzeko eta ez tiratzeko hitzik entzuten utzi .
#goldHeads=2,9,2,3,6,7,2,7,0,22,22,22,14,22,20,17,20,19,17,21,22,9,22,
#predictedHeads=2,9,2,3,6,7,9,7,0,16,22,22,14,16,16,17,22,19,20,21,22,9,22,
(6,2),(2,3),-0.863542 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.00168512 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.942934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.23233 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.362882 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.443936 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.921455 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.246352 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.509933 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.518571 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.354846 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.129258 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.000759071 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.233951 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.993483 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.20508 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.754963 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.243055 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.133232 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.990684 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0749504 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.854069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.0552731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.601653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.402647 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.22908 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.403378 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.327322 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.780707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.106192 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.152213 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0871387 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.181041 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.599787 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.367817 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.137725 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.127117 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.0356832 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.37103 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.484282 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.557322 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.423739 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.20387 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.43423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.275673 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0207998 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0909943 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.228704 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.680514 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.339304 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0522548 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.460298 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0435038 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.276383 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.484795 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0207998 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0909943 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0903705 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.721812 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.367737 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0810154 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.582044 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.119814 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.323601 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.601653 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.402647 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.403378 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.327322 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.780672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.0704859 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.045082 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.180041 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0425826 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.163802 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.561347 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.497255 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.412373 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.1969 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.040859 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.252214 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.335962 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.376206 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.489339 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.562379 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.655387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.0547988 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.135539 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.382052 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.13852 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.0272373 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.273191 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.288659 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.310062 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.4428 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.535907 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.0340636 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.0290532 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.265929 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.169723 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.406885 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.465796 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.582067 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.327322 # DEPENDENCYPART_GRANDPAR
(6,21),(21,7),-0.0713605 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.184401 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),0.0454662 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.16834 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.566137 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.497384 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.40949 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.197029 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.153397 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.0678711 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.234337 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.357183 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.410322 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.566085 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.409022 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.604849 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.330517 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.775732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),-0.0655465 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),0.0509924 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.176726 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.0625264 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.146561 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.559356 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.492 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.392429 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.190531 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.147583 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.0601962 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.212558 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.351369 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.393262 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.502879 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.396398 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.134285 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.584762 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0784132 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.631674 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.423008 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.220898 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.601088 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.546206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.37717 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.36135 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.926824 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.207676 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.449121 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.533872 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.747644 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.025562 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.218253 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0430517 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.547989 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0125097 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.736084 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.635905 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0577748 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.545082 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0287713 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.785836 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),0.0343134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.631674 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0311782 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.478884 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.00140297 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.178582 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.546206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.110945 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.802809 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.36135 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.926824 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.974907 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.598614 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.304013 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.207676 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.01099 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.455517 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.716045 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.231961 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.758214 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.41959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.0387031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,1),-1.0732 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.299915 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.815819 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.340911 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.620105 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.351636 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.259293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0822052 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.369135 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.124608 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.724062 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.541233 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0748206 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.00976779 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.304679 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.577606 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.228976 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.517748 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.110236 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.105347 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.146169 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.685934 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.40304 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.4675 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.693738 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.476251 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.193797 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.718235 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.110236 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.105347 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.429449 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.728946 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.431486 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.240127 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.583635 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.109762 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.339621 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.997909 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.210868 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.299594 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.544816 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),0.440682 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.386314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.132864 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.196047 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.47889 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0829343 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.571835 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.562658 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.650989 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.357679 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.00366289 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.192882 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.354182 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.64599 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.277715 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.54642 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.351636 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.259293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),-0.149827 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.618949 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.297581 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0165867 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.212379 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.304679 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.577606 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.228976 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.517748 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.0446411 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),0.0676649 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.205181 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.185218 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.193112 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.447689 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.583658 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.544816 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.387188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,9),-0.200408 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),-0.476007 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.0874724 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.576626 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.562787 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.648105 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.357808 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.144482 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.0309133 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.175243 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.374341 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.683041 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.550126 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.411968 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-1.0011 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.548012 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),0.43739 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.381375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),0.138774 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),-0.192733 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),-0.458947 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.065693 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.569845 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.557403 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.631045 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.35131 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.138668 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.0232384 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.153464 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.368527 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.665981 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.290193 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.399344 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.427641 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.167286 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.255758 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.126102 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0118891 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.505441 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.541847 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.31751 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.565878 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.532207 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.622981 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.356697 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.103984 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.202136 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.427641 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0773816 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.290897 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.115437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.253582 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0118891 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.62713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.705772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.541847 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.31751 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.678306 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.373312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.659168 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.565878 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.718778 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.534202 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.446865 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.427759 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0777366 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.291015 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.114598 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.2537 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.175773 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.62713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.505441 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.705772 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.541847 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.31751 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.678306 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.373312 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.659168 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.565878 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.718778 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.534202 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.446865 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.215455 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.233027 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0855875 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.153393 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.336771 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.213 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.237459 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.334819 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.459946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),0.0065313 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),0.139269 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.161788 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.201845 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.356765 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0970886 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.114026 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.28915 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0569394 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.160181 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.233232 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.115405 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0711176 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0345955 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.141802 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.125756 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.338185 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.130668 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.153393 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0720398 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.364267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.131063 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.303249 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.334819 # DEPENDENCYPART_GRANDPAR
