# _root_ jeltzaleen jarrerari_buruz mintzatu zen eta , adierazi zuenez , " konturatu behar_dute haien apustuak kale_egin duela eta estatutuaren bidera itzuli beharko dute " .
#goldHeads=2,3,5,3,0,5,17,7,8,9,17,11,14,15,11,15,0,19,20,17,20,21,22,23,
#predictedHeads=2,3,5,3,0,5,5,7,8,9,12,17,14,15,17,15,0,19,20,21,17,21,22,23,
(5,20),(20,19),-0.300233 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.519269 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.0927783 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.299199 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.161227 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.326911 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.16451 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.0411841 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.193894 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.162699 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.333969 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.239948 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),0.00365887 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.0194442 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.331537 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.303941 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.230638 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.138214 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.577688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.405309 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.371017 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.191137 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.303993 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.346632 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.470077 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.287975 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.245521 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.220155 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.137327 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.38453 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0132814 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0528769 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.55112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,1),-0.0817665 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.44104 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0506599 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.55112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.0850681 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0334614 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.059764 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.104538 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0759997 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.224788 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.645987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.0434783 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.117249 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.348767 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.225199 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.417853 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.259754 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.171148 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.20191 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0678267 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.0226489 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0660592 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.101333 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.217876 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.110921 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.262427 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.724597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0702338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.152203 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.169631 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.427702 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.707877 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.367517 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.435946 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.905774 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.338117 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.271835 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.232524 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.00059601 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.486494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.24679 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.237557 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.111881 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.335981 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.241557 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.160823 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),0.0174591 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.440164 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.469766 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),0.0485776 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.260032 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.122885 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.419727 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.44856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.390847 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0761735 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.170502 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0973656 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.242034 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.111202 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.136409 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.18746 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.429394 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.439937 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.0789335 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.0230731 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.412478 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.440233 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.469835 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),0.0485546 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.260595 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.122908 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.45468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.389619 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.105082 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0996611 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.234797 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.107733 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.134113 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.194174 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.422157 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.432701 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.0754653 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.0196049 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.414774 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.440164 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.469766 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),0.0485776 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.122885 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.44856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.390847 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.111202 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.147046 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.13711 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.315288 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.136409 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.18746 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.429394 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.439937 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0789335 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.0230731 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.412478 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.237483 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.601817 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.561467 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.0303572 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.140978 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.371101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,11),0.203213 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.050941 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.125913 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.296532 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.00532742 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.00297855 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.450271 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.464273 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.0885403 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.0309118 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0607728 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.182239 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.102131 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.124582 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.375123 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.0340201 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),0.0565974 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.514953 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.457471 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),0.0480025 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.123278 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.42012 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.447566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,9),0.0769094 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.146052 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.135253 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.31376 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.0856902 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),0.197851 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.231108 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.505884 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.511657 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.0146284 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.401114 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.294531 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.016217 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.152227 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0546264 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.933923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,4),-0.371656 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.276577 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.715933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.265467 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.617293 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.437798 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.110188 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.093808 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.105173 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.243862 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.17471 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.160584 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.193584 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.166124 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0844559 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.306142 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.195177 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.593202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.482024 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.346121 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.620428 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.413055 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.412985 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.732196 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.320628 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.330517 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.111292 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.571194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.207859 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.547548 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.531169 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.192572 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.28255 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.236441 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.185748 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.0254163 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.152103 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.221445 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.305513 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.12525 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0850575 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.256271 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.435039 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.417282 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.0304812 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.0644632 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),0.113508 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.55174 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.0866423 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.103833 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.297948 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.0176731 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),0.064655 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.121044 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.426286 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.409717 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),0.0752715 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.143532 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.581744 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.574065 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.276404 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.358771 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.33462 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.299504 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.176746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.243676 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.292455 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.151548 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.189477 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.229503 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.11289 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.124843 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.134444 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.362109 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.331979 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0491752 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.00544147 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),0.0223447 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.170367 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.229375 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.292988 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.256166 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.180084 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.227158 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.295205 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.264211 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.254191 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.165117 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0559165 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.118132 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.111545 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.115341 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.467489 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.0973586 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.371555 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.34881 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.155973 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.319893 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.357793 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.273179 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.115539 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.302367 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.19725 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.117147 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0605008 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.228888 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.165443 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.228397 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.254484 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.151256 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.686657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.460602 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.396265 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.34068 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.180999 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.537642 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.408367 # DEPENDENCYPART_GRANDPAR
(11,5),(5,21),-0.355686 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.000161215 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.17386 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.261575 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.1725 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0138099 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0918852 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.135792 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0700879 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.481657 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0881869 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.610874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.384818 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.264896 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.357203 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.167073 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.472657 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.333156 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.282276 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0808161 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.17386 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.123984 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.286207 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0814422 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.392678 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.287769 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.628546 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.542771 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.166864 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.407846 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.0743815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.0424252 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),0.041952 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.441468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0136344 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0514511 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0655553 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.00516222 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0428064 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.137145 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0899318 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.130375 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.0881151 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.263141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.348082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),0.0122457 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.173746 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.199234 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.252434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0264123 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.140804 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0176103 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.101985 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.148391 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.306126 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.628477 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.542702 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.166841 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.0743585 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.0424022 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),0.0425149 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.435348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.20947 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0279395 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.00465958 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.00745778 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0495203 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.144382 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0971686 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.133843 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.0915833 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.260846 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0544611 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.28204 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.399535 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.255887 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.0993846 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.131124 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.310063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
