# _root_ orain , sasoi hura udazkenean enarak_bezala ostendu eta urrundu denean , etxetxoak egiteari ekin diot berriro .
#goldHeads=14,3,7,3,7,7,8,14,8,9,10,13,14,0,14,14,16,
#predictedHeads=14,3,5,3,7,7,8,0,8,9,10,13,14,0,14,14,16,
(12,8),(8,9),-0.00211421 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.279767 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0593713 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.754272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.610626 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.605823 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.113526 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.0257948 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.206972 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.603755 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.269272 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0981507 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.173381 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.122233 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.029818 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0972713 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.74407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.612798 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.607651 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.617203 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.27971 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.372778 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.201679 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.157452 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.147157 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.216231 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0516821 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.696053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.537927 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.533123 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.589554 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.238269 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.252255 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.199627 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.311034 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.435901 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.662886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.584946 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.580142 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.412928 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.364615 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.70739 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.865108 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.769668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.598569 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.47686 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.377839 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.535639 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.580841 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.28085 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.39985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.301479 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.426469 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0581591 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.412789 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.364473 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.707248 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.864966 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.769526 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.598427 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.476463 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.377697 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.535242 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.5807 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.280708 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.409315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.201696 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.427142 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0584627 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.360304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.219561 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0670536 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.338742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.185889 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.181085 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.15364 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.174722 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.158762 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.121397 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.262325 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0768734 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.0340614 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.3988 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0868988 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.442755 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.473831 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.627887 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.0911533 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.290563 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.502447 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.656503 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.183315 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.588424 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.398822 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0869201 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.250824 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.499181 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.627893 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.0922876 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.3988 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0868988 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.250803 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.49916 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.48812 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.129439 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.0930103 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.290563 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.0922876 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.312176 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.117734 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.245702 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.571351 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.48304 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.637503 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.180279 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.276159 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.476558 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.150357 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.34592 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.815846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.625583 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-1.23601 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.296149 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.321959 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.180094 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.554022 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.417411 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.571894 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.242248 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.151255 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.290475 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.203076 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.375598 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.90455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.71463 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.312176 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.117734 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.245702 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.571351 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.48304 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.637503 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.289641 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.158944 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.476558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.150357 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.34592 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.815846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.625583 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-1.23601 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.296149 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.598051 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.752535 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.339788 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.224235 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.30336 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.121672 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.347211 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.809588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.619668 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.22069 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.301725 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.303129 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.165656 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.2667 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.312832 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.553097 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.836596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.646676 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.3988 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.49916 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.19814 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.127096 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.161712 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.317155 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0660869 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.726641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.53673 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.10663 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.205619 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.0922876 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.565011 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.41661 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.608733 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.823581 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.84605 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.00053 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.474701 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.362943 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.438272 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),0.0777198 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.395798 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.0212373 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.653845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.92807 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0939508 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.00595306 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.614754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.155365 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.11895 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.606572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.416656 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.119608 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.028952 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.105678 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.139428 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.153733 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.021237 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.32123 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.393113 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.0583408 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0492424 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.178393 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.268757 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.171773 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.439335 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.205901 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.296265 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.216603 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.602784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,1),-0.393134 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.0583195 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.184255 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.00605596 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.268763 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),0.1065 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.393113 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.0583408 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.184234 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.00603472 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.180643 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.157294 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.306472 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.439335 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),0.1065 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.311516 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.0264103 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.186956 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0820879 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.183387 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.274156 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0809735 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.121509 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.623663 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.000951545 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.163227 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.355657 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.639948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.922145 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.187563 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.315314 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.117431 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0600327 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.113839 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.204631 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0485794 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.249087 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.442508 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0460367 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.195274 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.483236 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.72899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,1),-0.311516 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.0264103 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.186956 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0820879 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.183387 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.274156 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.00632081 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0924648 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.623663 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.000951545 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.163227 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.355657 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.639948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.922145 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.187563 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.29531 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.386101 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0534392 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0319568 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0957386 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0325588 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.16699 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.396547 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.634027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.906818 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.193133 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.016794 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0905212 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.132384 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.462109 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.372875 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.704556 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.661035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,1),-0.393113 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.00603472 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0857287 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.133354 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.234906 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.467305 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.08506 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.54062 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.551736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.793405 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.0976736 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.1065 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.313602 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),0.0222862 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.189042 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.0841735 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.185472 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.276242 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.00840639 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0903793 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.140771 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.515328 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0490054 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.20507 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.640098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.922145 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.187563 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.172267 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.20311 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0459416 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.0592703 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.219959 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.434876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),0.31315 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.275488 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.292433 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.222759 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.283668 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.31202 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.00306217 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.102607 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.409036 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.160799 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.899549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.355957 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.312468 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.231974 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.0915211 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.674823 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.336915 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.29849 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.408205 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.307227 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.328973 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.396488 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.00963303 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.179548 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.551735 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.225998 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.917137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.387402 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.673119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.763591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.515335 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.13311 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.20738 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.0982586 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.164939 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0682108 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.17512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.193881 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.108277 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.086949 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0342609 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.096819 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.795073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.28546 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.137884 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.173845 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.190435 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.101615 # DEPENDENCYPART_GRANDPAR
