# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,12,15,15,13,0,21,18,19,20,21,15,21,22,
(9,6),(6,2),-0.214312 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.599127 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.273376 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.00993492 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.271717 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.00560619 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.764333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.428633 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.484972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.533338 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.396769 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.459505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.434821 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.5759 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.59701 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.674106 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.498663 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.631357 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.353417 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.535609 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.664573 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.209159 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.347357 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.600916 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.316635 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0265269 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.661334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.381974 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.498127 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.530678 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.240072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.167569 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.219494 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.259751 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.316833 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.363183 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.296305 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.323719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0120795 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.197743 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.20492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.131849 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.183609 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.363184 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.296307 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.305849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0299491 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0264887 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.207722 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.133787 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.229693 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.186666 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.241057 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.422385 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.32748 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.379281 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.197335 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.284709 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.724799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.439011 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.474529 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.448937 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.536973 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.322642 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.317305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.169615 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.197857 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0722556 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.32926 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.448938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.536974 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.322683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.299435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0134825 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.200658 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0741938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.254379 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.332317 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.250771 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.0719602 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0759502 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.239817 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.094198 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.231433 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.347182 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.391074 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.33081 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.340671 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.471306 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.53419 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.654591 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.68113 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.506401 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.34653 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.444596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.160777 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.196652 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.137584 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.200964 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.172999 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.360178 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.280975 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.290233 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.420557 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.321559 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.273902 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.582838 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.927769 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.355585 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.359817 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.61952 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.329095 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.000944285 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0291548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.661821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,18),-0.544326 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.549282 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.312095 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.333745 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.291532 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.134739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.191746 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.179722 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.749877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.350788 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0422422 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.752241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.353152 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.495346 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.56827 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.390655 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.449433 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.344745 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.246065 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.306336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.307249 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0788349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.227365 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.199181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.173063 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.859975 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.415241 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.632139 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.589281 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.400031 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.32471 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.225984 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.367874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0413574 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0833087 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.190934 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0817635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0546689 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.266795 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.189021 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.330343 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.259758 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.265607 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.372797 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.170006 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.329862 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.298758 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.633008 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-1.53771 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.456905 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.300534 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.387252 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.269757 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.094823 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0294253 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0726893 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.416665 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.317014 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.18795 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.430947 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.226876 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.209967 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.200614 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.107336 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.120453 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.688861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,9),-0.0964363 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.2041 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.691224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,17),-0.6885 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.291917 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.209967 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.200614 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0746853 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.213123 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.688861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.286983 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.200841 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.598502 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.902905 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.296468 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.726219 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.529876 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.013042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.375782 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.501484 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.273668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.316081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.0558528 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.100219 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.179458 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.267352 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.140021 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.327922 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.0601306 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.0283767 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0261769 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.101872 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.952965 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.304598 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.776361 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.555498 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.0246762 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.425843 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.551584 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.323728 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.240434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0177428 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0607081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.148813 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.237777 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.134385 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.294358 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0652324 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.010962 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.377153 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.196944 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.432122 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.29072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0123365 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.117303 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.224367 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.195952 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.197035 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.434512 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.0929273 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.347349 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.318065 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.107874 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.478632 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.0158794 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.323191 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.359889 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0384389 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.123852 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.571268 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0583468 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.147744 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.139036 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.421923 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.587697 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0894998 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.164738 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.503094 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.106654 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0738791 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0270289 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.00524207 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.258968 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.704676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.283879 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.450737 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.776816 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.706718 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.791115 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.412706 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.895565 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.405481 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0610587 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.630156 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0877828 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.0191458 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.602845 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.789683 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.0343763 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0335341 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0732168 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.545535 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.194207 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.156701 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.148943 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.418851 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.00744197 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.181985 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.451893 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.606552 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.342232 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.545535 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.194207 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0125838 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.03234 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.418851 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.626639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.164827 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.599363 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.552237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.187452 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0252209 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0197029 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0434161 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.626685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.164873 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.350976 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.599484 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.605885 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.142558 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.090148 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.341478 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.271952 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.331338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.388133 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.409126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.343963 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.398399 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.4126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.125817 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.482743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0254544 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.353809 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.361137 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.346091 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.382635 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.181621 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.495471 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.35425 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.383221 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.373233 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.0191913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.372657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.113496 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0747653 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.146978 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.385131 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.379286 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.109346 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.237947 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.501256 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.380018 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.288615 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.369743 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.367668 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),0.203489 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.417613 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.382503 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.436971 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.45114 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.165138 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.414343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0480056 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.13666 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.253125 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.265979 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.303551 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0815411 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.539072 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.0466375 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.372373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.111856 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0743564 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.14616 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.158385 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.152189 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.105404 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.539471 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.233559 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.498144 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.289246 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.341253 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.366979 # DEPENDENCYPART_GRANDPAR
