# _root_ elkartasun taldeak ugaritu arren zeregin asko dagoela ere argi dute , eta beraz , jarraitu beharra dagoela .
#goldHeads=2,3,7,3,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
#predictedHeads=2,3,12,0,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
(15,10),(10,16),-0.198339 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.359314 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.24643 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.200454 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.282295 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.305722 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.496282 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.358213 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.232079 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.24046 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.023136 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.0824776 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.209995 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.190306 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.163172 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.692832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.18646 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.350814 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0731327 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.206296 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.646374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.104663 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.324695 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.24643 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0736346 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0368296 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.62488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0457332 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.282295 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.522262 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.223093 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.277013 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.047858 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.212474 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.26049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.00415099 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.00338595 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.83154 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.02246 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.690646 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.757927 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.532641 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.359919 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.210148 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.434489 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.166173 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.101012 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.36995 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.42932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.194554 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.102138 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.494777 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.36336 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.341721 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.459441 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.480445 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.24195 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.0857299 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.304264 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-1.03875 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.0865705 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.112012 # DEPENDENCYPART_GRANDPAR
(16,3),(3,17),-0.381303 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.491931 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.186502 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.939 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.086274 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.119915 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.653307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,7),-0.316252 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.114806 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.354964 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.545946 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.420268 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.341718 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.347918 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.290094 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.314309 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-1.04386 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.042626 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0985105 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0970939 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.172655 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.77674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.384077 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.316252 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-1.07303 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0644373 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.228006 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.685338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.354964 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.508513 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.377097 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.399184 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.310515 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.463359 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.252867 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.196464 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.298946 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.984474 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0838406 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0531044 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.140048 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0501995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.769156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.38131 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.01262 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.890027 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.693405 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.814626 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.511646 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.548642 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.26712 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.24482 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.200046 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.338304 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.278462 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.318723 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.458951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0543894 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.384641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,2),-0.342229 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.421579 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0769881 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.123581 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.0980456 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.421567 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.0812279 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.11427 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.364325 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.253106 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.0742344 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.26656 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.280956 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.0525677 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.0901196 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.749455 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.235366 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),0.0960419 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.895124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,1),-0.0916261 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.350086 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.232745 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.24746 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.42158 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.185486 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.0664109 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0812144 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),0.261608 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.0648856 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.317427 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.308777 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.164878 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0745175 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.182038 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0740298 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.11685 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.701947 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.0856776 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.110265 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.115493 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.900829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,5),-0.242867 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.12956 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.678444 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.22548 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.165779 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.167148 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.0412448 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.293786 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.304029 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.17634 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0508767 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.189033 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.248113 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.088009 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.139419 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.197051 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.0818157 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.00800406 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.128866 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.143061 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.89888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,7),-0.268302 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.218769 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.848513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,1),-0.015384 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.267863 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.26996 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.024955 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.224538 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.143779 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.695223 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.129358 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0178907 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.23169 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.182298 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.191062 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.874676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,10),-0.70537 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.15642 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.165311 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.177849 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.868686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,7),-0.268302 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.728935 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.112689 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.347519 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.3859 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.848513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,1),-0.127335 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.37739 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.317589 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.136967 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.136536 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.268579 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.104541 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.166339 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.698869 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0990591 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.178256 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0193788 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0393574 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.200139 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.895125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,3),-0.191655 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.173848 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0349913 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.244367 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0247103 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.205923 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.87412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.174654 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0395838 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.23535 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.143714 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.109193 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0915608 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.100817 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.00691061 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0928809 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.370071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
