# _root_ " ez dizkiegu gauzak errazak jarriko andaluzian " , esan zuen torresek , eta polizia lanean ari_dela gehitu zuen .
#goldHeads=0,6,6,6,6,10,6,7,8,14,10,10,12,0,17,17,18,14,18,19,
#predictedHeads=0,6,6,6,6,10,6,7,8,0,10,10,12,0,17,17,18,14,18,19,
(16,14),(14,4),-0.759841 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.0947946 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.0621821 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0928927 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.130533 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-1.47294 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.292535 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0458638 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.40427 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.813011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.663656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.46677 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-1.05443 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.0860951 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.144328 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0423319 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0284018 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.783033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.614658 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.418261 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.351166 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.24177 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.292811 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.518728 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.64156 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.191859 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.18738 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.063362 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.454767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.158693 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.271996 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.24004 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.34572 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.292344 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.422103 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.330877 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.518262 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.64147 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.19013 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.283848 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.187284 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0616333 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.460131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.243209 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.263012 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.201021 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0123131 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.434445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.0766803 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.171817 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.596401 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.962987 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.602042 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.0631283 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.13971 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-1.7296 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.0615486 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.197199 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.320377 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.03437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.627251 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.545549 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.890136 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.155011 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.558409 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.112281 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0919547 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.20889 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-1.59306 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.579654 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.130666 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.133546 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.301696 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.11911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.711384 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-1.03673 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.574615 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.912904 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.172368 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.576728 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.0966742 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.150108 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0600155 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-1.56479 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.591011 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.122252 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.139507 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.170488 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.290339 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.13922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.731495 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-1.05267 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.644469 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.595439 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.135845 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-1.02786 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.126751 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.169798 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.208845 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.332022 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.03437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,4),-0.107222 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.0263614 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.220129 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.126955 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.175906 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-1.7314 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.471752 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.165666 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.201696 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.307657 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.21174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.80402 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.587364 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),0.140989 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.550772 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0583387 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0894338 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.332423 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.03437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.903642 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.0892203 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.575659 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),0.141117 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.0176689 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.128371 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.550644 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0210427 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0833247 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.191425 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.03439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.627267 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.903658 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.0892393 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.520156 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.989258 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.26101 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.197266 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.332125 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.378942 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.90395 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.8892 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.370836 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.312868 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.143403 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.013092 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.964856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.762327 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.157886 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.162616 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.0315413 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),-0.532284 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0144924 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.363079 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.214205 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.420404 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.0981613 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.275353 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.738786 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.041261 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.0514706 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.163868 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.252197 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.435439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,4),-0.408177 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.167402 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.3092 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.136936 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.41547 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.388821 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.316292 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.177739 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.15372 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.614073 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.172946 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.198313 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.125904 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),0.131678 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.0779825 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.52362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.547021 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.438292 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.173074 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.137401 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.0214922 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.0630991 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.261787 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.179698 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.338266 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.159704 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.432827 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.40714 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.273424 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.30219 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.163182 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.585797 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.184303 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.189899 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.131864 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.01125 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.120321 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.122969 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.543732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.562962 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.400891 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.180944 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.120726 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.534089 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.0801382 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.224125 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.0631162 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.175514 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.260583 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.694202 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.159827 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0581956 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.42689 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.544328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,4),-0.338897 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.18864 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.203386 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.211929 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.112049 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.734445 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0599872 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.232503 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.114621 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.209802 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.237932 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.612287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,5),-0.41886 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.314998 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.171478 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.14526 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0872664 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.175915 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.260969 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.409898 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),0.0953166 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.407154 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.314869 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.0873893 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0817579 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.17135 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.107963 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0811573 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.00477429 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.256739 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.435455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.409914 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),0.0952976 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.429186 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.226924 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.181556 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.646078 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.15515 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0998556 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.018365 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.143227 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.526275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.547983 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.331565 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.211271 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.340873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.195085 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.133248 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.476383 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.0367552 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.00910362 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.171792 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.345053 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.733123 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.06074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.309584 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.131085 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.481019 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.0144573 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.012376 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0321191 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.0214668 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.172745 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0169591 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.733435 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0534583 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.06074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.309587 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.519862 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.158056 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),0.0359346 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.541937 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0938058 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.105998 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.169297 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.0288647 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0578817 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.209416 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0815293 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.568699 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.491562 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.07913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.36284 # DEPENDENCYPART_GRANDPAR
