# _root_ " antidemokratiko " eta " baztertzailetzat " jo zuen udalbiltza erakundea , eta haren xedeak lurraldetasuna , subiranotasuna eta eraikuntza nazionala direla azpimarratu zuen .
#goldHeads=0,4,2,8,4,4,6,13,8,11,8,11,0,15,22,19,16,19,22,19,20,23,13,23,24,
#predictedHeads=0,4,2,8,4,8,6,13,8,11,8,11,0,15,22,19,16,19,22,19,22,23,13,23,24,
(11,10),(10,11),-0.866184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,9),-1.62391 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.311437 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.595611 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.63429 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.265884 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.417803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.00489075 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.144013 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0264554 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.125903 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.103647 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.160146 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.193579 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.105168 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.431119 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.239283 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.00678329 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.168313 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.000721876 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.342552 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.310878 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.575834 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-0.256359 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.582016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),-0.0184073 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),-0.101025 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.218785 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.212977 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.0407526 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.145806 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.0267507 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.106802 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.291582 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.55275 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.295471 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.159293 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.380454 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.597569 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.256004 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.532956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,12),-0.0353874 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),-0.0133002 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),-0.221651 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),-0.163917 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.00744654 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.162786 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),0.0222863 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.0190771 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.243104 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.530447 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.382586 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.157477 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.365869 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0164866 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.152653 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.432223 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.242656 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0727241 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.233007 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.338543 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.422847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.33863 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.0679637 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.256791 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.0654506 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.0275894 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.211173 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.762063 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.40394 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.491351 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0481607 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.460031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.296381 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.403157 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.0705334 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.497689 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.105148 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.560422 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.167423 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.238031 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),0.738203 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.36538 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.172564 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.485381 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0913379 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.122042 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.0543845 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.172691 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.465372 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.314645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0310956 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.331101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0173191 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.0869513 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.0850097 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.480329 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.107201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.207279 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0986778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.137107 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.306793 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.161071 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.046063 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.0408551 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.150132 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.128478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.442258 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.16049 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.284372 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0485013 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.306793 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.26594 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.161071 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.0460641 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),0.040854 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.150132 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.128478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.442258 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.35428 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.277996 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0462625 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.161976 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.00852031 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.054205 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.14596 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),0.0928717 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.153913 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.281351 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0425529 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.138685 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.306793 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.161071 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.150132 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.442251 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.354268 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.247504 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.244197 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.167675 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.00662871 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0485059 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),0.834747 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.357685 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.178642 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.186551 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.0995503 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.307311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.215877 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.206228 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.113581 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0880723 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0102534 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0448773 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.110699 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.0312401 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),0.14566 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.306793 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.161071 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.438176 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.242084 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.166676 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.235121 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0485045 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.149305 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.0962082 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),0.832392 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.151739 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-0.348398 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.165836 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.214392 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.127477 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.274651 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.15167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.36664 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.303334 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.196465 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.281807 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.102027 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.203213 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.0337116 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.0723738 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.235034 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),0.976605 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.391229 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.155384 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-0.245857 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-0.158558 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.279966 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.173252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.248957 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.265646 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.157916 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.190407 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.0643252 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),0.181631 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.00825918 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.131873 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.12036 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),1.00719 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.152788 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.364556 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.344939 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.653265 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.19605 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.161677 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.475826 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.831837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.605985 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.673688 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.170101 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.684506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.339282 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.588253 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.494231 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.402528 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.699235 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.800709 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.559072 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.524694 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.600199 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.368158 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.504598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.408199 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0596016 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.449212 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.699235 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.588022 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.800709 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.559073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.524695 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.600199 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.368158 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.504598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.230648 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0592634 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.423139 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.116817 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.318127 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.449212 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.267065 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.141255 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),0.0354178 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.618048 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.671967 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.62559 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.590831 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.659557 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.398185 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.605944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.255153 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.323826 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.0694637 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.333689 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.0900353 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.239222 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.439196 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.286124 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.267061 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.0551981 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.0683553 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0435493 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.23061 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.271508 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.369537 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.0353692 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0827372 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.530392 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.665163 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.243848 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.391799 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.394552 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.357598 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.665125 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-1.62067 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0296379 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.127519 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0289737 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.559813 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.481142 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.562952 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.59456 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.407143 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.591062 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-1.56157 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.177227 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.198107 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0548721 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.462315 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.774769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.174008 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.289939 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.198869 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.184676 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.4578 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.470344 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.612181 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.115902 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.656752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0559907 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.517466 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.678585 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.58288 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.644384 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.291898 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.668801 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.220863 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.318378 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.169855 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.319138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0246825 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.151334 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0335927 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.100272 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.574084 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.272857 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.303686 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.387797 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.316681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),0.128374 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.28336 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.228909 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.203826 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.129978 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0578072 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.218881 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.137435 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.0988605 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.207245 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.13617 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.156873 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.0102271 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0425697 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0905275 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.00486001 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.240363 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.018789 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.844307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,19),-0.197838 # DEPENDENCYPART_GRANDPAR
(16,4),(4,23),-0.46529 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.346172 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.0793741 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.127842 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.120621 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.255392 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.265402 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0145592 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.371187 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.22226 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.255354 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-1.52319 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0667882 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0986599 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0859557 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.582143 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.408915 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.416062 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-1.49708 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.383778 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.181291 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-1.46408 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.214377 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.217251 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0252095 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.485449 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0399356 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.844307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.221011 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.538804 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.197838 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.60978 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.398117 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.46529 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0581165 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.034587 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.72629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,23),-0.370576 # DEPENDENCYPART_GRANDPAR
