# _root_ gasteizek onartu egingo luke eaeko kuotetara iristen ez den diru kopuru bat , kontuan_hartuz forcem_espainiako langileen prestakuntzarako erakundeak ere eaen jarduten duela , hobetuzekin_batera .
#goldHeads=2,0,2,2,6,7,10,7,7,2,10,10,12,2,16,17,18,21,0,21,0,14,22,21,24,
#predictedHeads=2,0,2,2,6,7,10,7,7,14,10,11,12,2,16,18,18,21,0,21,2,21,22,21,24,
(3,21),(21,22),0.362013 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.690534 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.568832 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.118364 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.621991 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.109474 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.883965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.740343 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.721033 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.391676 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.445778 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.543534 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.50051 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.486612 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.426688 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.808368 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.821387 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.879163 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.842554 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.939865 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.575341 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.637293 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.350437 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.885575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.736396 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.717086 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.392863 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.446914 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.545137 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.496478 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.482665 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.427875 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.804421 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.81744 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.875216 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.838607 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.935918 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.576527 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.440392 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.372625 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.459119 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.146261 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.353565 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.116355 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.240639 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.261826 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.247967 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.865611 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0324789 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.76228 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.30549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.00526 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.58079 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.259837 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.849887 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.868591 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.857618 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.275992 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.57385 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.01002 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.27709 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.27044 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.2469 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.481552 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.914621 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.254286 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.787835 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.30264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.0024 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.583499 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.261567 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.853505 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.865649 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.854761 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.2787 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.57099 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.00716 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.27424 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.26759 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.24405 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.484261 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.36233 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.47099 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.346393 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.29775 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.881043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.270937 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0839584 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.736651 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.489509 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.38328 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.525875 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.399607 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.31693 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.962045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.655597 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0587673 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.656534 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.331464 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.369376 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.482529 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.141089 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0269238 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-1.08009 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.516299 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.784538 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.776906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.736925 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.178633 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.694253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0059148 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.298752 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0123432 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.326759 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.191998 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.00321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.700992 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.387661 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.00851 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.601085 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.665359 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.564249 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.1164 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.779612 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.750537 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.904522 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.808762 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.673501 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.347762 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.269662 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.352314 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.186905 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.00035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.703701 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.389392 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.01213 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.598142 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.662502 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.566958 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.11355 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.776755 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.74768 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.901665 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.805905 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.67621 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.42013 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.219451 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.12386 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.226081 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.971901 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.231827 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.139458 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.982214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.647952 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.818066 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.541511 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.444429 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.881404 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.148644 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.653544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.186592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.815141 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0623122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.175472 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.305359 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.145738 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.261074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.620994 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.284246 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.256338 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.409339 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.297137 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.370322 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.897093 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.627907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,10),-0.281714 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.344974 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.612476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.313889 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.223486 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.188313 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.251439 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.21 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.274318 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0108801 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0257451 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0586429 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.13724 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.242577 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.154502 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.245505 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.743278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.12641 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.617654 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.336031 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.374628 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.0583905 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.704786 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.486263 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.504473 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.414196 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.628823 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.349721 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0863014 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.20895 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.249309 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.13626 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.263747 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.743725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.126072 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.618265 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.326363 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.365131 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.0588374 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.695288 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.476765 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.494976 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.404698 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.619325 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.350168 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.204121 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.246319 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.147982 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.131187 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.597242 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.10061 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.00880139 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.346408 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.652761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.0930443 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0994902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.00768121 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.360755 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.127854 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.652761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0551694 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.48675 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.328077 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.00189145 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0512943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0888134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.0764361 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.543087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0281325 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.082976 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.120226 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.297178 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.295281 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.200124 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.313103 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.0982894 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.319004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.193408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.341233 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.00750891 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.10067 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0909638 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.334545 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.145941 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.297348 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.19992 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.313273 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.0981194 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.38698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.124348 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.410311 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0297645 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.104385 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0802264 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.209547 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.344705 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.1561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.0810377 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0122706 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0573822 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.242862 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.284443 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.112188 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.179043 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.385361 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.288223 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.602846 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.463497 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.0530322 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.575876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.160885 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.209911 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.00757651 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0537039 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.169689 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.00842713 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.327579 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.121615 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.126587 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0408094 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.159289 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),0.676045 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0194542 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.154532 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.133052 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0613179 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.281417 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0430329 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.00380659 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.00950273 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0271847 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.29693 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.322319 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.151786 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0800519 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.181403 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.300151 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),0.552742 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),0.111422 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.013863 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0194544 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.299165 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.322539 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0996139 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0697651 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),0.182987 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.289864 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),0.553684 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),0.107798 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.00987007 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0246599 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.296833 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.3236 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.100675 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.123545 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.183696 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.279398 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.0804826 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),0.555511 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.508741 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),0.111745 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.121134 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.0374627 # DEPENDENCYPART_GRANDPAR
(7,21),(21,2),-0.385361 # DEPENDENCYPART_GRANDPAR
(7,21),(21,3),-0.288223 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.463497 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.0530317 # DEPENDENCYPART_GRANDPAR
(7,21),(21,7),-0.575876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,21),(21,8),0.160885 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.00762488 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.0536556 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),0.107343 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.379179 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.162167 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.18097 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.095524 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.130547 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.306066 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),0.676045 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.362513 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.495204 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.130708 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.0455068 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.255395 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.374829 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.50375 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.277911 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.294067 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.321474 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.367514 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0212081 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.722815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.559764 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.529896 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.71987 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.5024 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.515101 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.595393 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.498739 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.324701 # DEPENDENCYPART_GRANDPAR
