# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,19,10,22,
(10,4),(4,7),0.171477 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),1.14336 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.272756 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.112974 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0767764 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.143468 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0184889 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.171815 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),1.14336 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.272756 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.00667036 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0221239 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0450975 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.139189 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.149338 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),0.00891414 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.158585 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.112974 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0767764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.143468 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.238119 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.00490784 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.533845 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),1.14336 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.272756 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0224386 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0835067 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.0990222 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.1652 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.259291 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0680864 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.173109 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),1.33614 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.634666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.405411 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.0348174 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.1214 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.409284 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.165504 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.194434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.60569 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.198911 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.225636 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.225335 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0108087 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.1049 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.018718 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.625607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.386535 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.238566 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.198157 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.186243 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.185448 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0205025 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.0820919 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.115922 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.173212 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.952038 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.119615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0758842 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.0336505 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.151762 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.423229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.178712 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0185544 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.0417361 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0306688 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.103161 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.283215 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.301234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.205841 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.244458 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0450644 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0108117 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.183949 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0655595 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.0310178 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.0676417 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),0.266092 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.182594 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.126226 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0379784 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.214179 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0677332 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.00371137 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.18191 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.11713 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.0465451 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.205809 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0413843 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.294247 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.0127393 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0186908 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0468079 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.124665 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0888728 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.0234176 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.343667 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.211088 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.240173 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),0.105304 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.363255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,14),-0.0633492 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.176621 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0336347 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.00685894 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.285544 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.0153174 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.307571 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.0307236 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.127971 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.0179221 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.387849 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),-0.0468079 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.124665 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.0888728 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.084377 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.0670218 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),0.0441027 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.276938 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.208509 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.114524 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.181388 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-0.200706 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),0.203875 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.48793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),-0.0276903 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.235249 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),0.218446 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.0866018 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),0.208162 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),0.109926 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),0.0449894 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.298983 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.0808891 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.0455725 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.400673 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.427109 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.000832993 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.0866376 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.407166 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.412677 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.262618 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.124899 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.113722 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.07542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.272087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0624868 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.130433 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.45159 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.457554 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.23642 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.593869 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.279985 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0788202 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.09293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.292692 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.638524 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.625063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.697508 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.681396 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.738551 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.54641 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.706931 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.940161 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.226957 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.106249 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.212138 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.844547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,22),-0.730752 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.398102 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.186218 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.167087 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.0744566 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.40391 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.535282 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.522318 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.468757 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.30377 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.543999 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.707888 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.316706 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.417733 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.375652 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.27724 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.291811 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.436164 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.489217 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.652229 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.421874 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.255159 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.240531 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.262417 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.329365 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.473367 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.461215 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.422743 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.481609 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.47299 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.680192 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.334364 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.654091 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.660055 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.430062 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.79637 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.245393 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-0.230495 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.729475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),-0.0502054 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),-0.292248 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.270092 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.28417 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.398311 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.396454 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.436067 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.194555 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.407436 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.469359 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.339935 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.227925 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.00654951 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.206731 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.173172 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.167521 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0442966 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0792498 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.112842 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.195993 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.349984 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.512428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.331143 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.567569 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.416694 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.445466 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.434869 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.24419 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.509818 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.530655 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.100605 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0949543 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.00668273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.218226 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.277458 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.218284 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.0144228 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.207013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.173454 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.167804 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0323085 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0795322 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.267778 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.00872175 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.420881 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.512699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.331428 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.568318 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.416295 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.445066 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.434503 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.245159 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.509419 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.450737 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.529972 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0101714 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.315737 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.45852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.501643 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.385745 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.20063 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.479745 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.559498 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.52451 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.518859 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.278727 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.430588 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.082864 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.138663 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),0.0433256 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.36666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.0152143 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.233148 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.0292567 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.136044 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.161918 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.105338 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.150304 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.230958 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.121572 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.0528339 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.404259 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.185907 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.575629 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.641112 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.566833 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.208317 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.541677 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.716434 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0203688 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0401576 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.341055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.51552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.415638 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.544908 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.571682 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.796464 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.390994 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.664203 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.420287 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.438548 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.20571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.62347 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.688953 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.614675 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.237018 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.589519 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.154661 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.802311 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0254557 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.352866 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.516527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.417123 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.545229 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.572004 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.79682 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.392685 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.664524 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.89873 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.420968 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.150419 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.825904 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0671452 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.139767 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.360101 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.464631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.340847 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.249503 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.474154 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.204829 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.305833 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.351406 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.484559 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.109149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.426135 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.133831 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.0288752 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.986651 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.531794 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.463453 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.376612 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.0402388 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.156481 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.346383 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.388531 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.523857 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.415687 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.613807 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.112508 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-1.06014 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-1.12419 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-1.04991 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.563457 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-1.02476 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.466054 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.378946 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.343181 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.590107 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.208191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.027321 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.114782 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.239037 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.286485 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.544232 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.0410028 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.355468 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.646142 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.0600696 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.480629 # DEPENDENCYPART_GRANDPAR
