# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(8,7),(7,8),-0.423268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.292459 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.165499 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.407714 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.0971663 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.20368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0912862 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.22882 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.035442 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0658494 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.284716 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0624284 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.179382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,13),-0.199224 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.239396 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.336167 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),0.00674892 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),0.0598448 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.271535 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),0.0234368 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.236921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.26305 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0412479 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.143811 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.171906 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0616301 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.279981 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0902986 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.0661139 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.112206 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.237057 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.114125 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.115584 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.163104 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0467481 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.139923 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.167364 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.264135 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.358131 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),0.0787888 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),0.083077 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.199503 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),0.0954034 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.355612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.111849 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0291535 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.145566 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.210803 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.199586 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.188476 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0219018 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0721605 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.32312 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.132369 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.182434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.0932492 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.00792709 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.252885 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.146919 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.014118 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0234354 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.441335 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.211861 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.250091 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.215839 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.318004 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0292398 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.156751 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0589095 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.239396 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.336167 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),0.00674892 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),0.0598448 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.271535 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),0.0234368 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.236921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,11),0.0412479 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.179869 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.2136 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.12957 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.1289 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.288175 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.087868 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.276739 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.112206 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.237057 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.253694 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.0430942 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.0585002 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),0.0787938 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),0.0830786 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.199498 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),0.0954085 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.352721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.113483 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.0256823 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.150678 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.214275 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.208066 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.0265985 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.110666 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.010987 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.0528076 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.344978 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.1876 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.0975863 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.179806 # DEPENDENCYPART_GRANDPAR
(8,21),(21,2),-0.276576 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),0.0663473 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),0.0711731 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.211945 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),0.082962 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.443673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,11),0.00206455 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.127948 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.237867 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.202224 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.0643532 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.192858 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.0477439 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.0300779 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.368568 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.238604 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.130235 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),0.107914 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.368141 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.290057 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.0227659 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.558932 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0168156 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0292982 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0154004 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0432958 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.334364 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0414011 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.08517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.407451 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.673138 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.342007 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.758045 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.714209 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0270462 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.27167 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.5718 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.0321957 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0269976 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0145448 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.109254 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0627434 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0843377 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.04867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-1.05855 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.10435 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.256173 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.471669 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.490589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.556481 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.523056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.782695 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.244046 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.223848 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.334918 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.27513 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.651727 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.324368 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.880121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.79797 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.933377 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.378708 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.409458 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.544711 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0251802 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.168185 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.493328 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.455067 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.159475 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.440701 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.109573 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.804144 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.850431 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.329946 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.118704 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.113235 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.976957 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.504317 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.49398 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.782695 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.244046 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.223848 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.334918 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.27513 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.651727 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.324368 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.79797 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.208215 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.848276 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.384198 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.314078 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.51687 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0230107 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.987908 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.493328 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.455067 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.560993 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0849376 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0224717 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0991348 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.000392246 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0598819 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0488517 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.123778 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.476254 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.209013 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.17937 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.299874 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.186371 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.139235 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),0.162036 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.0662646 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.138228 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.324086 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.0505368 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.0378638 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),0.181419 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.410406 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.309449 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.290024 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.332921 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.134536 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.284372 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.203748 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.112053 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.123069 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.133421 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.141963 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0503257 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.116263 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.332103 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.129187 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0688878 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0175329 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.215294 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.297024 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.402097 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.166953 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0767107 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.117769 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.377846 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.192982 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.156073 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.378773 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.495345 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.332919 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.134536 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.284371 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.203747 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.112053 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),0.123075 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.133583 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.145379 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0504876 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.120747 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.194929 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.505114 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.128822 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.186521 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.0245081 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.295299 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.401785 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-0.423841 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-0.322885 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.346356 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.145027 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.297808 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),-0.217184 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-0.109275 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.132028 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),0.142025 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),0.0489479 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.114965 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.132421 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.448675 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.110843 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.183167 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.0229705 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.220105 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),0.38904 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.278469 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-1.97923 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0505201 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.212375 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.304971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.226304 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.249513 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-1.37011 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-2.07143 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.82048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.114736 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.51903 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.247412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.750013 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.484124 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.277216 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),0.118578 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.41698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.608822 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.62481 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.334382 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.130758 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.440978 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.275723 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.0250352 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.126255 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0350514 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.208911 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0792434 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.390548 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.00620367 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.241272 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.307709 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.167583 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.429346 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.18216 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.316687 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.45301 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.22845 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.130131 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.17913 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.663781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-0.407993 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.527972 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.660508 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.613759 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.00322371 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0795946 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.129829 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.394103 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.00507055 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.296375 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.298141 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.393811 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0927047 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0117624 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.156277 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.552933 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.00963228 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.266504 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.0318609 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.16314 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.198423 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.265269 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0505296 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0723636 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0559066 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.697308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.752964 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.42427 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.38464 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.395385 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.622514 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.561499 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-1.06945 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.637155 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.577481 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.625245 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.284954 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.381398 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.166148 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0946277 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.595592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.331475 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.367455 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.459783 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.159705 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.552859 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.143008 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0482421 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.459138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.0317451 # DEPENDENCYPART_GRANDPAR
