# _root_ esteban olaizola_gipuzkoako_kofradien_federazioko lehendakariaren ustez , " itsasontzi zaharrak dira , baina teknologia puntakoa dute " , esan du .
#goldHeads=9,1,1,3,4,5,9,7,11,9,17,14,12,11,14,15,0,17,18,
#predictedHeads=2,3,4,9,4,5,9,7,11,9,0,14,14,11,14,15,0,17,18,
(14,16),(16,14),-0.323637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.0554154 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),0.0299215 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.709433 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),0.0715167 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.722753 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.380859 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.40812 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.661664 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.814431 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.389868 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.215151 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.399508 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.126726 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.495353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.101821 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.703407 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0095171 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0613505 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.15947 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.263974 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0879872 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.179471 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0862812 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0923918 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.137983 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.633176 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.291756 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.501885 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.312635 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.281272 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.146658 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.160757 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.191212 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.200493 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.096524 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.180757 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0950361 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0191505 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0470468 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.950769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.512053 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.72212 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.353481 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.311669 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.26344 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.172893 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.453292 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.705644 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.717801 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.686439 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.573798 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.371533 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.596379 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.483189 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.354725 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.391533 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.298322 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.425364 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.32996 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.199129 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.333886 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.148102 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.437718 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.235173 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.200083 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.245121 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.0351771 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.10281 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.120767 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.158181 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.00295063 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0192944 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0647379 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.0389756 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0183948 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.290295 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.201132 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.298087 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.264794 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.309832 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.11381 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.185995 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.193699 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0654996 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0382236 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0219805 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.063848 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0626084 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.395129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.26107 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.215446 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.260485 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.0464239 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.0960924 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.136131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.205573 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0885372 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0302258 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.168752 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.00307878 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.107978 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0184486 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.41607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.294121 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.198612 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.695271 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.662995 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.708033 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.523459 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.350867 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.583679 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.462197 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.368516 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.285 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.364011 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.451674 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.364821 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.308747 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.278882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0665979 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.15278 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.043997 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.191983 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.144155 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.197787 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.0987251 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.144155 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.0957368 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.0987251 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.0667627 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.0529194 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.241416 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.00964545 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.18033 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.0213723 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.0459776 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.059409 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.16808 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.236665 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.0741797 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.231468 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),0.116682 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.949194 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),0.181981 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.470676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,1),0.141102 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.0987904 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.269475 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.117557 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.0798759 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0915551 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.0541408 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.760359 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.0455522 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.171831 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.00417562 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.297418 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),1.0714 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.361393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,19),0.253272 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.22483 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.085885 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.0334826 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.767791 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.103584 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.218734 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.0174472 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.161382 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.081718 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.241033 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.0913323 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.00938294 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.0172797 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.0729929 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.173842 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.157292 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.0975458 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.216628 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),1.02779 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.50258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.521916 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.16808 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.745387 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.367038 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.181981 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.358483 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),1.26146 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.160781 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.0846505 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.243965 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.108932 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.0133141 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0530077 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.758786 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.2124 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.129236 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.164347 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),1.06521 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.157689 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.467875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,5),0.0977365 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.0706749 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.770335 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.20883 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.146459 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.295593 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),1.07016 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.361393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.375654 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),0.253272 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.085885 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.0334826 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.153593 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0204202 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),1.07797 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.00459022 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.433936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,2),-0.0489955 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.20831 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.0544913 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.0633062 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.0500022 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.0523029 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.708244 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.1744 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.120251 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.00286232 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.294752 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.048269 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0433155 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.520733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.526303 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.745387 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.154551 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),1.05092 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.470676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.490401 # DEPENDENCYPART_GRANDPAR
