# _root_ urtero bezalaxe jarri dira , ailegatu bezain agudo , plaza_erdian danborra eta turutarekin abisua emanez .
#goldHeads=3,1,0,3,4,3,6,7,8,15,12,15,12,15,3,15,
#predictedHeads=3,3,0,3,4,3,6,7,8,11,12,14,12,15,3,15,
(13,12),(12,13),-0.960339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.547919 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.583077 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.740412 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.767341 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.836978 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.418946 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.627746 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.572664 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.236327 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.504707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.273008 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.192965 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.782025 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.810923 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.888395 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.89985 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.486898 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.765253 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.639721 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.627392 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.493146 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.647505 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.589374 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.268253 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.602069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.189648 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.126929 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.156827 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.286067 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.214522 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.345922 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.393495 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.212498 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.192131 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.177815 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.312451 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.271832 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-1.53369 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.208941 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.18325 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.169558 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.164075 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.246301 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.286303 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.149278 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.258439 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.183458 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.773963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.522791 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-1.91966 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.381508 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.187801 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.494599 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.443101 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.394094 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0644469 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.297915 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.286031 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.101807 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0532319 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.279504 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.761211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.47104 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.285139 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.44311 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.394103 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.507969 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.0644055 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.294633 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.297924 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.286041 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.101765 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.291726 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.255008 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.278979 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.28514 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.318421 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.269414 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.413323 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.231691 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.173255 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.161351 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.191731 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.145239 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0101267 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.302213 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.791171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.52123 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.443101 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.155553 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.098107 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.761211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.47104 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.285139 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.574119 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.523625 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.820868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-2.06235 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.394561 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.605664 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.424373 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.41261 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.431921 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.635688 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.495615 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.122147 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.165926 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.432901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.131157 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.40008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,2),-0.168409 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.163085 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.143414 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.124413 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.158024 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.042416 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.134157 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.114494 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.15634 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.0794377 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.161065 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.178192 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0534807 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.145118 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.0415834 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.203147 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.254313 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.31168 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),0.404587 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.275679 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.708034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,2),-0.276646 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.212448 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.102186 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.144405 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.00844615 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.19372 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.334965 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.689145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,3),-0.164884 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.178991 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.181001 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.726535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.114968 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.156814 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.161059 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.112459 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0905363 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0711088 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.12749 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.0228849 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.193216 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.264244 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.323511 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.414518 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.28561 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.705655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,3),-0.125423 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.125118 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.107729 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0299858 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.13617 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.32129 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.358059 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.471564 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.342656 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.139159 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0187845 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0385422 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.145098 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.312363 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.349123 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.462637 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.333729 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.178991 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.164568 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.015468 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.726535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,1),-0.176674 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.213937 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.0582756 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.00570204 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.17918 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0612063 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.317393 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.467666 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.338759 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.616682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.0574311 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.174631 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.211894 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0601815 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.0541297 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0614079 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.00774473 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.177137 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.0653522 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.155137 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.413106 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.466413 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.0574311 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.113051 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.150314 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.0618156 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.115265 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.0692842 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.115557 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.059431 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0859634 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.369588 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.434774 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.305866 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.79639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,1),-0.176674 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.299936 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.378352 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.338759 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.616682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0574311 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.176674 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.213937 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.0622242 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0612063 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.157179 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.299936 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.378352 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.450555 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.616682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0574311 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.0762283 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.073504 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.105761 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.165404 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.20718 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.236221 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.155597 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0732124 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.108806 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.16263 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.235069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
