# _root_ aurtengo ekoizpenen erakusketez_gainera , bertso txapelketak eta lete , valverde eta lertxundiren kantaldiek hartuko dute lekurik nabarmenena .
#goldHeads=2,3,14,3,6,7,14,11,8,11,13,11,7,0,14,14,16,17,
#predictedHeads=2,3,7,3,6,7,14,11,8,11,13,11,14,0,14,14,16,17,
(13,11),(11,12),0.991576 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.935404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.97799 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.0746 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.82595 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.905444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.928862 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.79599 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),0.0993288 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.517403 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.607439 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.332149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.583331 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.699156 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.227242 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.0434143 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.283966 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.215237 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.179498 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.521906 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.577708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.854611 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.312898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.120948 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.56523 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.173029 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.564115 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.525236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.425086 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0237726 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),0.133756 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.194071 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.208329 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.193948 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.146327 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.543195 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.480471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.435158 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.774314 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.00997755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.394956 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.531974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.537509 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.422519 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.269152 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0712718 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.119437 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0654367 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0778585 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.135218 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0540319 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.0708747 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.197459 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.288557 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.117783 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0778585 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0960144 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.0540319 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.0708747 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.197459 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.288557 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.117783 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.336123 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.505402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,2),-0.106935 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0837742 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.0775972 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.34593 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.212161 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0778585 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0960144 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.0946943 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.04928 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.198147 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.289245 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.117094 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.421065 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.336811 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.0778585 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0960144 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.0946943 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0492801 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.111346 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.288557 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.117783 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.0934194 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.420377 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.336123 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.0883495 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.0275456 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.027781 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.162928 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0810977 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0438168 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.225168 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.148878 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.138184 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.389281 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.280832 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0572544 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.536042 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.683002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.352856 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.111346 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.156935 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0934194 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.336123 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.567137 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.505402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.12576 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.209457 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.417527 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.615048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,8),-0.158307 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.00989265 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0883495 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.567137 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.0275456 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.027781 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),0.162928 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.0438168 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.225168 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.227114 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0900732 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.120485 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.448086 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0572544 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.536042 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.683002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.607713 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.352856 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.567137 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.505402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.12576 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.0778585 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.0960144 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.111346 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.156935 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.255595 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.158307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.00989265 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.379852 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.30316 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0478254 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.505402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.446153 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.12576 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.0996931 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),0.352984 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.287271 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.0021129 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.33414 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.144648 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0305339 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0855273 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.188219 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),0.117959 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.188347 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),0.181999 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),0.165525 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.150028 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.328759 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.231011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.362792 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.236605 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.443339 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.216727 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.319431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.0900996 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.605301 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.328899 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.119883 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.114665 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.161013 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.538729 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.245691 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.141909 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.217153 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.221189 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.247881 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0985228 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.176863 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.38031 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.38031 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.221189 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.481438 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.328899 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.119883 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.266985 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.644701 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.304953 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.247881 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0985228 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.172962 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.276415 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.282835 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.221189 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.907167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.481438 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.244739 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.307951 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.501477 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.541994 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.335501 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.401561 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.513456 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.511434 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.714882 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.542763 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.685942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0273387 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.151771 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.728628 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.570828 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.212458 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.131479 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.719959 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.734301 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.257473 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.202844 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.629524 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.643866 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.197878 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.551185 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.725464 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.462504 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.141146 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.225226 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.00537098 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.0724689 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.389067 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.193363 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.09572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,7),-0.148155 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0996499 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.230986 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.586037 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0314099 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.094121 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.410719 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.202844 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.629524 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.643866 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.551185 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.725464 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.119306 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.438989 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.120927 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.201712 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0724689 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.389067 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.193363 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.724078 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.09572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,13),-0.410719 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.206768 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.06576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,1),0.0921912 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.776571 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.697481 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.872511 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.107123 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.586037 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0314099 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.348759 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0578953 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.196002 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.206768 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.710882 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.06576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.574018 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.260993 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.190164 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.615974 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.630316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.0997943 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.537237 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.711914 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0717082 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.425439 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0228434 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.188162 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0224809 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0354046 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.352003 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.515731 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.08705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.584349 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.742504 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.30035 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.147593 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.464191 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.04484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.52239 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.796241 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.257251 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.692301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0472463 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.23853 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-1.21211 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.559534 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-1.23048 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.150688 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.571863 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.0813288 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.485883 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.12234 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-1.13657 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.205498 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0502481 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.612311 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.974912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.416853 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.167453 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-1.15641 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-1.4831 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.161141 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.504192 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-1.17479 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.151581 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.516167 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.0903553 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.430188 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.123233 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-1.08087 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-1.19751 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0928827 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.607631 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.97425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,1),-0.23853 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.151417 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0813288 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.486068 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.123069 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-1.13675 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-1.25339 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.309636 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0907426 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.974912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.416853 # DEPENDENCYPART_GRANDPAR
