# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(10,12),(12,3),-0.498744 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.395557 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.318689 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.0332676 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.267558 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.173011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.613659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.401928 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.698483 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.412647 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.263388 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.223759 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.102692 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.432673 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.23483 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.452706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.603561 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.701105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.293184 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.299269 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.219109 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0914339 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.318961 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.209278 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.339328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.116803 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.311912 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0374954 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.259533 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.106145 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.31665 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0439591 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0325177 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.865456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.639027 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.482261 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.308991 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.178135 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.092683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.328806 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0386059 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.276426 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.107256 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.333543 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.202688 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.127274 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.865456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.455585 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.639027 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.284881 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.51764 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.255636 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.323333 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.522377 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.391522 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.337498 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.374377 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.522432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.402388 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.353075 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.133659 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.261008 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.388521 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.384599 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.258618 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.444343 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.158758 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.441168 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.155886 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.160012 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.386088 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.15199 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.190961 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.372107 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.0817415 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.286793 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.164257 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0366326 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.0496283 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.172349 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.785826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.522148 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.395965 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.502132 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.316857 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.613078 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.159251 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.230261 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.248787 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.367862 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.328918 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.206382 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0782033 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.00750394 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.130131 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.773343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.509665 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.391976 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.489648 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.312789 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.600594 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.153919 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.485901 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.211455 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.178238 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0526764 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.194762 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.291663 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.153919 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.3483 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.270621 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.485901 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.211455 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.400587 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0526764 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0730385 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.194762 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.291663 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.417727 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.376556 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.25402 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0250167 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.40387 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.294661 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.541471 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.235495 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.456157 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.333621 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.255631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.194611 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.798228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.291663 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.56132 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.287388 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.179405 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0873073 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.709996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,10),-0.369617 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.424639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.104268 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0634446 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.153867 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0825015 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.12102 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.195198 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.45303 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.809774 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.393531 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.72446 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.601924 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.427016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.408897 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.179737 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.374625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.145929 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.103923 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.229731 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.147384 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.189068 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.142638 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.301431 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.473705 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.106252 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.271399 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.16159 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.702134 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.43941 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.839735 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.373128 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.754421 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.631885 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.382303 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.438857 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.141468 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.349706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.124885 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0859986 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.212377 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.319147 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.056135 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.144915 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.154622 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.160909 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0654585 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0825015 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.12102 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.195198 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.45303 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.393531 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.179992 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.366859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.142288 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.102922 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.270425 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0622473 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.294881 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.144202 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.29812 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.474577 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.659947 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.797548 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.712234 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.589698 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.396671 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.131589 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.360414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,14),-0.0967071 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.190281 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.12115 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.310928 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0776549 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.144091 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),0.145929 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.268139 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.298523 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0918511 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.032029 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.473705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.41717 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.284155 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.368054 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.287317 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.345138 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.333648 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.267914 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.221965 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0517825 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.35947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,21),-0.439976 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.401178 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.283045 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.286207 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.329146 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.317657 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.268081 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.256543 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.306973 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.35947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.754567 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.37742 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.516384 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.681667 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.657755 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.453104 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.827089 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.439976 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.485078 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.579868 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.495507 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.556951 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.545462 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.480312 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.460953 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.56937 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.352194 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.02664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.13496 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.306267 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.435187 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.429924 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.251071 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.598378 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.284867 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.405995 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.319602 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.475592 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.460811 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.232231 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.395174 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.244437 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.563961 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.485078 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.495507 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.569625 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.352194 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.02745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.444016 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.240866 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.254232 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.349645 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.252568 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.595157 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.285672 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.638765 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.58965 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.566733 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.555243 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.470735 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.528177 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.361801 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),-0.432653 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.165976 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.262881 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.353512 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.336713 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.535102 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.02664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,15),-0.24065 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.348838 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.358127 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.219952 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.284867 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0467726 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.0631846 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0744774 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0745736 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0389695 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.101707 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.100326 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.313299 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.190152 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.217897 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.854178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.258907 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.554123 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.306093 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.63217 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.324953 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0483707 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.220193 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.297597 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0998727 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.0509701 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.191613 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0540331 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.102485 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.276094 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.070229 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0810939 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.143831 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0587555 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.271175 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.147934 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.175772 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.841695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),-0.254918 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.54164 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.302025 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.619687 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0483707 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.187937 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.203956 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.113708 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.191613 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.214543 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),1.15082 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0483707 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.220193 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.297597 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.187937 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.203956 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.15243 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.191613 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.33869 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.214543 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),1.15082 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.280669 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.128529 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.191267 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.238656 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.275763 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.321637 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.243507 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.227996 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.207999 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.270737 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.118344 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.214392 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.205243 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),1.15037 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.362853 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.224634 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0422484 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.176567 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.149209 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.221499 # DEPENDENCYPART_GRANDPAR
