# _root_ hura ikustean arkitektoa izan behar_nuen burutazioa sartu zitzaion aitari , etxetxoak ganbarara bazterreratu eta traste_artean zapuztu , potortu eta hautsatu ziren arte .
#goldHeads=2,7,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,14,7,14,20,21,22,
#predictedHeads=2,5,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,19,0,19,20,20,22,
(16,15),(16,21),-0.0165688 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0360376 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.038407 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0468171 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.038407 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0846646 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.124273 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0409922 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0220715 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.00829476 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0747446 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0256127 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0231296 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0247204 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00829476 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0747446 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0552493 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0123558 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0208604 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.377212 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.377212 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0358436 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.155118 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.155118 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.377212 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.377212 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00578644 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0160254 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0251067 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0405139 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.023709 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.023709 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0255166 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0160254 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0255602 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.023709 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0160254 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0609633 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0331988 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0102649 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.000908211 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0118711 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0252088 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.013743 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.00703606 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.00703606 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.00522846 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0281416 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.00272451 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.00703606 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0281416 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0829989 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.00437792 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.00591096 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0652623 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.00452106 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.00947455 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0078768 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0078768 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.00968441 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0250584 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.000290057 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0078768 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0250584 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0776202 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00374014 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0121131 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0588689 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0206071 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.00589471 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.00589471 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0040871 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0247723 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0192272 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.00589471 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0247723 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0456548 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0347612 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0422638 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0790001 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0266614 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0272028 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.02178 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.00025934 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0103114 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0272028 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00025934 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0719613 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0221216 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.00577106 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0165688 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0360376 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.02178 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.00025934 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0103114 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0272028 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.00025934 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0719613 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0221216 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.00577106 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0165688 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0360376 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.00025934 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0103098 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0272028 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00025934 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0719613 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00930898 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00269087 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0121991 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.032962 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00272451 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.00703606 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0281416 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0829989 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00437792 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.00591096 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0652623 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.00452106 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.113468 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0348323 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0888668 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00499384 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00587643 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00894984 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00200455 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00025934 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0719613 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0221216 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00577106 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0165688 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0360376 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0829989 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00437792 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00591096 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0652623 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00452106 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0452097 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0159077 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0188516 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.015477 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0256127 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0231296 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0247204 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00829476 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0747446 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0552493 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0427479 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0158806 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.222961 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.222961 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0258833 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.013566 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.222961 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0258833 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.12681 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0258833 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0699032 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.00676217 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.145599 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0272846 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.242577 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.242577 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0372874 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0354257 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.242577 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0372874 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.13933 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0372874 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0269399 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0404965 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.176732 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.227799 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.227799 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0422596 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0235255 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.227799 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0422596 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.132525 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0422596 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0952807 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0105323 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.165281 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.00258868 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.000362169 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.00714487 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00439628 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.000362169 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0518421 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.000362169 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0783019 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0514344 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0569344 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.00036056 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0071505 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00439789 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00036056 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0518437 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00036056 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0783111 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0507988 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0569114 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0109088 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.222361 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0243826 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.124463 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0243826 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0756479 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00668643 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.142493 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.029788 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00316548 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0227466 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00316548 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00241906 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0351171 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0382204 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.000362169 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0518421 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.000362169 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0783019 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0514344 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0569344 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.124463 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0243826 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0756479 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.00668643 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.142493 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00626952 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0827801 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0622028 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0730127 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0756479 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00668643 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.142493 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00121323 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.104284 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.099223 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.113468 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0348323 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0888668 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0348323 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00793731 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00894984 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.00200455 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.00025934 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0719613 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00025934 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0103114 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0165688 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0360376 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0829989 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0281416 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00272451 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0652623 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.00452106 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.102649 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0896274 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0188516 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.015477 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00272451 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0652623 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00452106 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00894984 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00200455 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0552493 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.10533 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.029213 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.10533 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0499142 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.113257 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0700851 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0447573 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00820512 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.107487 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.126168 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0697089 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0900982 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00820512 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.107487 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0755983 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0566381 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.00302863 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0618266 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.207469 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.115039 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0556444 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.932898 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.165703 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.177689 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.00507986 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00269145 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0578275 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0312624 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.00943306 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.118584 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.16207 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0709798 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.232785 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.927705 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.213991 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.186601 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.00768903 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.242971 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0257563 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.216225 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.00587178 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.128577 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.124345 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.108563 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.579463 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.00302863 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0635588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0865591 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.115946 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0579478 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.279817 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.932898 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.227023 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.229939 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.269569 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.177689 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-1.09292 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.00507986 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.00269145 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.128611 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0104326 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.244558 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.684807 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0376966 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0608554 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.116589 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.113243 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.176598 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.23406 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.947156 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.249835 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.162127 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0281555 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.207126 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.0307299 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.27893 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.240958 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.0506144 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.0720913 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.18705 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.0520767 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-1.08476 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.541993 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.300735 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.128611 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0104326 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.244558 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.246082 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.156495 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.421656 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.271062 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.172138 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.404951 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.126 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.00302863 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0865591 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.115946 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.173895 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.20403 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.228954 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.568648 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0809404 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.134394 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.140739 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.357187 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.269569 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.263771 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0411596 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.232661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0815461 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.0615315 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-1.09292 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.564805 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0832541 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.345668 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.142739 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.155176 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.463139 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.307799 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.178169 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.143931 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.399849 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.626116 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0188619 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.590058 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0101677 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.336198 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.132873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0817762 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.112859 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.875476 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),-0.00302863 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0635588 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.0865591 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.173895 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.20403 # DEPENDENCYPART_GRANDPAR
