# _root_ - abuztuaren 9an , berriozarren espainiako ejerzitoaren_aurka armaz burututako ekintza , zeinaren ondorioz francisco_casanova vicente tenienteordea hilik gertatu zen .
#goldHeads=0,3,9,3,9,7,9,9,10,0,10,13,18,16,14,18,18,10,18,19,
#predictedHeads=0,3,18,3,9,7,8,9,10,18,10,13,18,16,14,18,18,0,18,19,
(13,14),(14,13),-0.4026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.210939 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.270483 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.617664 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.4026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.355389 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.270483 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.635826 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.441163 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.330903 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.617664 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.250135 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0106436 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.4026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.355389 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.137491 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.174212 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.452188 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.346147 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.44158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,16),-0.233412 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.322686 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.202215 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.261759 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.112602 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.248079 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.272457 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.421389 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.203984 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-1.00048 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.637617 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.350816 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.776574 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.252077 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.285247 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.172873 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.307276 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.292125 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.163961 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.12878 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.542365 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.305577 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.340172 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.862638 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.320866 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.225396 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.564315 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.02272 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.65986 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.373059 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.798817 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.259619 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.839022 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.138735 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0133819 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.935756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.292881 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.163205 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.129243 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.447416 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.15409 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.747342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.509319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.488183 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.33039 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.958249 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.513246 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.15409 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.391547 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.236584 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.747342 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.509319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.133556 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0419644 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.360392 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.217449 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.681839 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.276201 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.556968 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.598819 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.496335 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.43921 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.444856 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.33628 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0868949 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0694956 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0883478 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.739038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.315477 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.280472 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.568704 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.492008 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.579212 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.621062 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.518578 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.461453 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.452397 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.399104 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.189768 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.246386 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0702935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.739794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.316233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.280935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.559809 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.382564 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.186665 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.190242 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.739029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.315468 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.886885 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.919451 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.706025 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.714171 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.44258 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.496352 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.509562 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.350762 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.313357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.193656 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.472786 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.40388 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.31788 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.211872 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0588904 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0912813 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.334842 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.324888 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.227375 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.307172 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.0895796 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.336544 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.14398 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.26595 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.203029 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.143006 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0161117 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.14698 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.279143 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.464832 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.261698 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.223017 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.186604 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.134681 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.739077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.168225 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.485425 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.496998 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.312176 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.208804 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.294461 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.174781 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.00447419 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.430597 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.131112 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.264627 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.200354 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.109385 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.304692 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.252769 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.719327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.125947 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.435588 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.339839 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.219206 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.503278 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.122975 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.657892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.457538 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.00805417 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.176107 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.316704 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.197024 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0267176 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.452841 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.138653 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.479662 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.118116 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0408633 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.286638 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.234714 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.720083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.12641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.476463 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.463122 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.115012 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.230131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.23933 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.719318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,10),-0.463122 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.230131 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.189794 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.719318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,13),-0.455959 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.335542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.184093 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.164767 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.361901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0263313 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.105243 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.173577 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0043255 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.24672 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.198732 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.17487 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.152541 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.204306 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.193011 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0738803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.141328 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.126781 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.100579 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.291129 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.776951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.628699 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.23804 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.190053 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.203452 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.184332 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.079148 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.150277 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.117732 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0160548 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0422569 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.776898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.628699 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.295624 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.526864 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.440193 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.508274 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.509657 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.459417 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.437807 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.415478 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.436756 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.467744 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.33989 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.349426 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.388886 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.287672 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.313874 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.123324 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.516603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.456959 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.154098 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.357499 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.130705 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.0475279 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.0205843 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.110299 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.0506654 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),0.000384827 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.0719761 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.191086 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.604278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,2),-0.151014 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0543687 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),0.030167 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.11957 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.218373 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.711576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,2),-0.151014 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0635448 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.130798 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),0.030167 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.0201136 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.154928 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),0.0573387 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.0595283 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),0.0301153 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.0201653 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.151014 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.0635448 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0556143 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.142686 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.0201136 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.212896 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.151014 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.0635448 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0556143 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.142686 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.0156355 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.0651363 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.170588 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.217062 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.391428 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.212896 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.604278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,2),-0.139324 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.0711042 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.00277793 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.0801854 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.169532 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.00893568 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.0592163 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.10974 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.211328 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.137336 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.138167 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.190226 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.266222 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.208398 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.691824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.657535 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.0969873 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.104064 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.00158779 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.0886596 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.0696619 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.0193813 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.0294871 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.218401 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.383358 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0684454 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.213103 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.265162 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.341157 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.189792 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.609267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.0272227 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.120523 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.125156 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.07133 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.480634 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.711576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,11),0.021429 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.122571 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.0364873 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.123559 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.0347624 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.0155182 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.0106801 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.192158 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.072728 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.420926 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.194621 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.24668 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.322676 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.161708 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.516868 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.173031 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0991484 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0935416 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.264955 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.34095 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.173031 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0935416 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.198364 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.34095 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.0556143 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.142686 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.00760263 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.173031 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0991484 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.45918 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0935416 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.198364 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.250423 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.188148 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.516779 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.0250918 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.217381 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.196353 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.667653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,15),-0.16332 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.0873248 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.0274496 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.502574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0889176 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.306543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,10),-0.638443 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.415401 # DEPENDENCYPART_GRANDPAR
