# _root_ haren ustez , eaj eta eaeko gobernua dira askatasun faltaren arduradunak , " etak finkatutako ildoak jarraitzen dituztelako " .
#goldHeads=2,8,2,5,7,5,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
#predictedHeads=2,8,2,5,8,7,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
(11,9),(9,17),-0.200476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.23121 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.395983 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.136744 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.111233 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0410251 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.52203 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.85061 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0152168 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.645357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0536483 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.38543 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.01997 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.063951 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.375661 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.149752 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.152827 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0298499 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.228705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.117356 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0690363 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.139379 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.4583 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.498745 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.0612429 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.326209 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.336372 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.849512 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.0342 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.314063 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.145135 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.324894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0551793 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.067387 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0295091 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.0454279 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.38036 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.460983 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.294475 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.294304 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.22081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0387296 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0369548 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.169586 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0557629 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.461368 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.149152 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.458601 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.498753 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.461736 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.0615909 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.326238 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.33672 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.849859 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-1.03422 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.314411 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.145483 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.320034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.0556579 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.0652978 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0424851 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.120595 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.37739 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0254249 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0181067 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0846883 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.00337498 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.246023 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.281057 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.12519 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.0821145 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0501313 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0434072 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.102574 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0595712 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0169794 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.195451 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.387324 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.543938 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.384666 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.22518 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.308883 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.171081 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.0522804 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0498665 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0755892 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0530827 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.178909 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0913478 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.28423 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.373274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.355506 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.102363 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.101382 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.514905 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.0368278 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.384248 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.298961 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.499296 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.360145 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.139441 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.323504 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.400054 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.187712 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.405461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.167019 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.187777 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0921257 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0293357 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),0.0526158 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.20471 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.165228 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.0293484 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.334373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),-0.043014 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0989192 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0231283 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0429408 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.222428 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.515258 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.0368758 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.372239 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.384634 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.299029 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.499682 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.360531 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.139499 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.32389 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.40044 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.188098 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.411036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.173779 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0419482 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.193941 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0348998 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.470633 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.0660565 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.575352 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.20285 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.656159 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.540807 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.28441 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.478918 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.463908 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.438836 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.27933 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.072602 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.204064 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.112448 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0720764 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.470956 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.0660805 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.347394 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.575714 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.202894 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.65652 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.541169 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.284444 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.47928 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.46427 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.439197 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.279354 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.0761516 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.134757 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.170395 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0738518 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.150029 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.53528 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.571966 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.115999 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.432887 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.979336 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-1.16105 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.353472 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.443174 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.307227 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.981831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.545565 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.585793 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.483576 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.852347 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.257272 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.53688 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.474891 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.378076 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.641748 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.908772 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.33467 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.821825 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.31836 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.34835 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.694292 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.783995 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.40249 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.471902 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.663506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.105368 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.237323 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.679368 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.603987 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.302936 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.674533 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.38265 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.397702 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.560971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0541938 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.223245 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.756634 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.170709 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.405347 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.0705913 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.247828 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.0507126 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0138863 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.0442241 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.0984713 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.067608 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.563047 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.426353 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.357605 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.179615 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.352268 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.592553 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.0394532 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.269082 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.0456151 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0839935 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.0407241 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.331961 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.976696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.509259 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.623212 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.0704909 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.234314 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.00707827 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.360944 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.417103 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.0566058 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.230064 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.0771381 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.632346 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.303612 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0471842 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0955142 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.0522448 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.464045 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.41896 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.317353 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.148858 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.244462 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.0828954 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.610792 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.00672629 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.173865 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0311694 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0744389 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.940707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.521531 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.605981 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.329868 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.355984 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.412121 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0593809 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.240276 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0881326 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.622134 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0242757 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.265554 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0994231 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.0561537 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.305903 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.331077 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.464055 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.355983 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.412121 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.0593801 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.0762449 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.622133 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0242749 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.265553 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0623902 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0581905 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.303866 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.333114 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.355617 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.411754 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),0.238317 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.0766112 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.624093 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0262349 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.265187 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0643503 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0846731 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.295013 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.359479 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.798977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.282141 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.464238 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.18934 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.292876 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.332996 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.0761857 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.129462 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.908742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.368564 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.574003 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0380209 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.275941 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.798784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.281947 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.512114 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.0488906 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.266103 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.163018 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.379939 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.110448 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.542302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.280819 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0794924 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.220544 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.687026 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.601862 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.387884 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.121198 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.160394 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.956095 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.38535 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.559398 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.418611 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.272449 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.315702 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.525276 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0457272 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.738894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.123277 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0253345 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.0570021 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.686864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.107408 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.107349 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.280098 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.340676 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.0621631 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.080168 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.54096 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.388119 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.0334494 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.176542 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.315321 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.318139 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.169191 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.079525 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.470682 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.847675 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.304963 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.0435558 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.393379 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.154153 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.428289 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.753437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.395416 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.269684 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.437143 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.228214 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.00703689 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.1708 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.149852 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.58966 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-1.02518 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0208466 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.416088 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.207939 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.152211 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.355551 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.269684 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.437144 # DEPENDENCYPART_GRANDPAR
