# _root_ berdin egiten dute elefante eta zaldi gidariek , zeintzuek praktikaz hezitzen dituzte abere hoiek , hezitzeko zientziatik ezertxo_ere jakin gabe .
#goldHeads=2,0,2,5,7,5,2,7,11,11,7,11,11,13,14,17,19,19,11,19,20,
#predictedHeads=2,0,2,5,7,5,11,7,11,11,0,11,11,13,14,17,19,19,11,19,20,
(10,6),(6,9),-0.287293 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.526402 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.205931 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.153899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0637831 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.165734 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.163492 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.287293 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.803457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.545989 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.79135 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.621643 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.66106 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.193318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.390244 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.569549 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.412175 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.116103 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.7154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,1),-0.815676 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.506062 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.79327 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.498372 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.156278 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.510208 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.707352 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.331035 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.644852 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.482433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.630639 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.141133 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.166908 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0728746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0670885 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.28889 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.0551641 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.137745 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.119733 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.433319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.245839 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.806783 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.459966 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.124544 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.256835 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.668977 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.377785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.0519674 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.503566 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.198245 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0814303 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0590762 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.445188 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.136799 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.19189 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.371743 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.173969 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.242421 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.425709 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0597385 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0530393 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.177563 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.102399 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.187298 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.218454 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.654693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.600763 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.139071 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.00630322 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.264021 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.0313242 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.412906 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.032538 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.59251 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.266643 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.184031 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.519058 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.161195 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.110615 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.167575 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.270286 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.238106 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.53724 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0640006 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.128081 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.151159 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.227187 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.267936 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.750768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.227462 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.102378 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.352413 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.12578 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.00761762 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.125848 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.167575 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.199092 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.158071 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.266141 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.183529 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0061111 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.126351 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.123935 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.199669 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.157495 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.284825 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.572856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.472775 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.000150063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.525408 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.135889 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.143876 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.682814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,19),-0.0578253 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0502234 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.251055 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.266643 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.184031 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.00761762 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.125848 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.125442 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.154323 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.091998 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.079813 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.572856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.472775 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.000150063 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),0.153723 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.108756 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.0801972 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.601753 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.343097 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),0.000712978 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.275165 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.180056 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.0640011 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.316374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.407478 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.216626 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.312473 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.256083 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0814736 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.226017 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.0992822 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.225862 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.411944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,15),0.458389 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.198825 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.057396 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.17393 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.280406 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.155364 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.687262 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.430826 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.366216 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.110693 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.48404 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.204932 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.420425 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.0880227 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.499459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.239314 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.173463 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.12467 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.229661 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.087893 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.105447 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.146479 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.100553 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.221251 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.28912 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.205379 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.332016 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.226017 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.0992822 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.225862 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.236048 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0580993 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.432606 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.368629 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.1124 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.486453 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.207346 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.0904362 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.505932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.245095 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.167497 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.116023 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.229626 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.142458 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0425463 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),0.0495081 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.124899 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.413173 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.0791911 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.15988 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.363017 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.121484 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.249875 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.296387 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.314606 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.261971 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.322082 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.178794 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.51801 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0542143 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.806469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.295421 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.224156 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.372426 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.407266 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.543654 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.399502 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.744124 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.456181 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.365676 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.58496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.324778 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0547279 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.459424 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.352891 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.544581 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.400471 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.0813206 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.101266 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.163689 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.483596 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.424178 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0133355 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.467738 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.649483 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.139905 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0313602 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.096342 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.446191 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.810339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,16),-0.510896 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.619135 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.483177 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.119156 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.173865 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.755895 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.270416 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.336285 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.518751 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0956811 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.162813 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.251911 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.821737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.509763 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.630533 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.481235 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.818821 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.487536 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.670001 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.286963 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.455554 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.130128 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0900691 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.292482 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.233816 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.416894 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.151672 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.460454 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.642919 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0131046 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.31771 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.263925 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.233801 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.791777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,21),-0.349958 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.178012 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.219601 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.744596 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.260596 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.116277 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.304157 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.486622 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0216603 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.28407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.194942 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.467655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.811536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.48421 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.237298 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.511591 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.620332 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.420548 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.483872 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.330465 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0902362 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.766846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,11),-0.184622 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.218863 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.234356 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.26835 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.208478 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.0654069 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.287435 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.581755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.533947 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.760865 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.371733 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.804425 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.987109 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.31701 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.305327 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.281165 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0738521 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.470753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.230205 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0538688 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.120063 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0663622 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.181123 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.124899 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.366105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.126258 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0697549 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0334981 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.180178 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.197055 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.262012 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.534133 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.761565 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.371882 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.805125 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.98781 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.306027 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.28135 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.0743768 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.474247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.238462 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0508366 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.102548 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.283043 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.144186 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.121298 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.197793 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.223057 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0597708 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.158308 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.498472 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.0788465 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.368934 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.322958 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.0174087 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.227404 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.434988 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.120885 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.413577 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.240614 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0956915 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.00656616 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.768965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.267047 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.662466 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.827989 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.378354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.503473 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.365956 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.265312 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.46736 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.79553 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.311487 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.640226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.281238 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.544671 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.752474 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.314739 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.557881 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.19348 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.263048 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.360985 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.528887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0107866 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.510721 # DEPENDENCYPART_GRANDPAR
