# _root_ agian , bizpahiru urte gehiago izan zitzakeen , kirolariak erretiratu baina profesionariek gailurra jotzen duteneko adina .
#goldHeads=6,3,4,6,4,0,6,7,10,11,16,14,14,11,14,4,16,
#predictedHeads=6,3,4,6,4,0,6,7,10,11,0,14,14,11,14,14,16,
(13,9),(9,13),-0.710685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.320368 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),0.264376 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.556371 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.263956 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.302348 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.0277854 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.054198 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.092654 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.408559 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.148068 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.1288 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0194393 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0798571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0633686 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.196375 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.730444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.371435 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.24614 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.576247 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.300806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.109012 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.149363 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0499893 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.09923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0294625 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.114093 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.055189 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.279545 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.691449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.349072 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.255588 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.537134 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.027995 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.236154 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.139812 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.181571 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.710685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),0.264376 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.556371 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.263956 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.543879 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.366456 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.592032 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.670036 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.466577 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.32005 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.35811 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.581825 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.451036 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.385588 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.146107 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.389103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.435977 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0682125 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.0963904 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.348895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.179202 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.502346 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.41767 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.399788 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.369945 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.124649 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.285522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.173457 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.556773 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.176009 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.181751 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0218396 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.0871834 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.199573 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.689009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,1),-0.397449 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0857982 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.0587392 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.0116505 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.065013 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.194885 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.150216 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.428247 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.577551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),0.0592366 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.341258 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.320267 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.076004 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0606309 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.349391 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.13789 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.162575 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.267311 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.220287 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.069805 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.00114288 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.106797 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.139846 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.115893 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.0151496 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.34016 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.656545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.217292 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.069777 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.38971 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.026116 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.107965 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0578915 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0163176 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.215 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.130003 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0557162 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.31424 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.209137 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.689009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,2),-0.0982826 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0816893 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.273207 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0449695 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0566443 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0878191 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.073171 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.112162 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0884883 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.413499 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.576785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.0984196 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),0.0595469 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),0.298989 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.349104 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.135047 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.158735 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.270704 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.216447 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.116937 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0107137 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0510542 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.126008 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.07482 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0330989 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.358109 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.667916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.230071 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.0936216 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.369018 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.151291 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.276209 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.123513 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0632249 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0793825 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.137813 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.111434 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0401562 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.284854 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.720113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.233096 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.0932105 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0878191 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.118602 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0404257 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.063987 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.413499 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.0984196 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),0.0595469 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.298989 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.413402 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.273207 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0449695 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0878191 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.118602 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0404257 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.063987 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.026954 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.576785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.0984196 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.0595469 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.298989 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.33749 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0124793 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.144714 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.490287 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.231704 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.212743 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0665083 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.168819 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.156191 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.292339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.00787417 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.35903 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0994554 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.486109 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.358314 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0336889 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.83133 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.823576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.713568 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.129561 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.308589 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.796073 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.084105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0994554 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.486109 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.358314 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0336889 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.00454043 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0353494 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.823576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.713568 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.129561 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.45203 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.26939 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.547607 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.191209 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.20499 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.16693 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.286856 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.603334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0190086 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0694609 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.297976 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.0778367 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.046565 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.326291 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.473069 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.936443 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.134989 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.522391 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.15138 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.169484 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.401738 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.191433 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.149163 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),1.35417 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.964832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,1),-0.299998 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),0.0805176 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.0570514 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.341215 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.462583 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.0775785 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-1.26122 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.0380157 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.327516 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.195762 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.366349 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.156044 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.159133 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),1.37891 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.969649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,1),-0.298456 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.111866 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.397925 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.0205007 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-1.23164 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0279926 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.361752 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.158946 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.283179 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0728734 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.250074 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),1.16723 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.930535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,8),0.02946 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.483813 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.24357 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.313964 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0513957 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),1.14878 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.949772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.0867449 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.421966 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.501989 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.0745069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.02946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.483813 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.24357 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.313964 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.36316 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.291354 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),1.14878 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.949772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.0867449 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.304423 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.077754 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.333744 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.468718 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.0790779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-1.26263 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.0352521 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.320045 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.253081 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.32273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.199392 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.010913 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),1.37038 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.971349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,12),-0.310381 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.100076 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.921514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
