# _root_ politikarien_artean , jordi pujol_kataluniako erkidegoko presidentea egon zen , eta pp eta pscko ordezkariak ere han ziren .
#goldHeads=7,1,6,3,6,7,10,7,8,0,12,14,12,17,0,17,10,17,
#predictedHeads=7,1,5,3,6,7,10,7,8,0,12,14,12,17,0,17,10,17,
(14,6),(6,14),-0.475958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,17),-0.01716 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.176602 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.688221 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.0821747 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.478626 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0841024 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.13382 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.237293 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.759898 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.00269276 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.252904 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.597203 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.33226 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.760358 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.499687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.128259 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),0.0148403 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.300089 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.289376 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-1.113 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.248851 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.328206 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.664735 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),0.502112 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.107588 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.157306 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.213767 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.126826 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-1.06582 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0783179 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.72122 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.234346 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.886996 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.506378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,17),-0.00442687 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.160877 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.332024 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.475958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,1),-0.664735 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.502112 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.107588 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.157306 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.213767 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.126826 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-1.06582 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0783179 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0965883 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.743548 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.886996 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.506378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.0613463 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.106766 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.00442687 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.57557 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.475958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.01716 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.489183 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.179123 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.0229974 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.0852397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.305868 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.19762 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0389791 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.19997 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.427648 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.377931 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.749536 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.499703 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.148601 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.0684663 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),0.222426 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),0.0108896 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.385361 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.176168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.279594 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.11105 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0574381 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.108724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,1),-0.859515 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.502155 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-1.0434 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.929339 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-1.20631 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-1.0156 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.392982 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.862088 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.601522 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.750226 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.515343 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.836922 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.258995 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),-0.284558 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.482305 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.18228 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.2521 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-1.52907 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.33833 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.792213 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.02697 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.817976 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.14942 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.731796 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.23753 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.685302 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.532672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.102072 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0412264 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.0832034 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.0847801 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.135513 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.134946 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.144464 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.0771432 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.0212424 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0723007 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.113375 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.199072 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.310581 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.280887 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.246386 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.691661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.30595 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.0340328 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.0411743 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.0219083 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.0915376 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.117494 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0813926 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.110328 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.178135 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.222306 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.670036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.306931 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.103551 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.021231 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.306379 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.290208 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.237898 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.238466 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.228944 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.229115 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.154055 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.0822997 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.188089 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.0894655 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.0937963 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.113084 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0144371 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.369156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0681747 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.000286127 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.107725 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.0555337 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.0390183 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),0.128968 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.40064 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),0.00283432 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.366714 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.16394 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.0975508 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.204598 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.0523259 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.128968 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.40064 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.0975508 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.204598 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.0523259 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.0358105 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.40064 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.366714 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.16394 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.222401 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.532638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,1),0.0969585 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.201207 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.0517335 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.0352182 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.125168 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.00262424 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.366714 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0916596 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.164198 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.220605 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.065121 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.300636 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.532638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.014624 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.0708387 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.161361 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.0256138 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.00909846 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.0990482 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.371414 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.275674 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.181789 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.213162 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.238986 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.114085 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.579287 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.331684 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.240337 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.541351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,3),-0.00879147 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.244424 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.430592 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.105095 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.00601779 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.165683 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.120458 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.103943 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.193892 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.466285 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.135826 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.424221 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0833228 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.171375 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.204218 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.517998 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.246229 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.529382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,9),0.00435056 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0720351 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.293279 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),0.165683 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),0.120458 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),0.103943 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),0.193892 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.466285 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.135826 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.424221 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0833228 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.212796 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.321042 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.517998 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.246229 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.228307 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.100164 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.529382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,11),0.225478 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.302432 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.532638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,4),0.0361433 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.396677 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.0868644 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.00462437 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0428168 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.225811 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0562605 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.561088 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.157181 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.251505 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.53264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.0146259 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.216537 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.524239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,12),-0.10647 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.130091 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.221671 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.498519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.0153974 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),0.0557744 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.265724 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.297506 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.209844 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.241413 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0559858 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.299132 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0831258 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.218973 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0834436 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0947879 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0303379 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.360087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
