# _root_ horren berri zuzena eta zehatza izateko asmoak bultzatuta , karrantzako_udaleko ordezkaritza bat langraizko kartzelan fernando_diezekin biltzen ahaleginduko da , eta horretarako egin dute eskaera .
#goldHeads=2,6,4,2,4,7,8,20,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
#predictedHeads=2,6,4,2,4,7,8,17,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
(17,9),(17,22),-0.0030894 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0122163 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.00533451 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0324423 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0115026 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0307396 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.022213 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0307396 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.00548354 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00645504 # DEPENDENCYPART_SIBL
(17,10),(17,19),-1.74562e-05 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0278162 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0435043 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0310459 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.00975334 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00507372 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0266685 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0181419 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0266685 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.00182401 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0187409 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0065208 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0262137 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0565857 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0187601 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.00135189 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0129257 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0100473 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0129257 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.00747234 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0356895 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00711737 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0412209 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0228768 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.00621873 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0121179 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0186763 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0272028 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00200194 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0163247 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00593605 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0221216 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.052696 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0211763 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.00245588 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0272031 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00200252 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0163219 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00580468 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0221406 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0526932 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0211791 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.00246251 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00200194 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0163247 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00593605 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0221216 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.052696 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0211763 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.00245588 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0804642 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00418439 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00374534 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.00868462 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0878641 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0129694 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0141713 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0104327 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.117116 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.130437 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.100308 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0468171 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0389721 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0973635 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0977098 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00805571 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0351046 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.00286546 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.214555 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0113615 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0612745 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0572291 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0381674 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0344165 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0721076 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0217449 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0308677 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0527026 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0324728 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0350275 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0482282 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0528452 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0514174 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0344364 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0139924 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0888293 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0229346 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0363368 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.181079 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0363368 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.185992 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0229414 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.00359903 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.00316548 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.029788 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.029788 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.00760089 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.00316548 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0154864 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0227466 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.00168909 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0152701 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.00397912 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0453701 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0247113 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.223439 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.223439 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0348313 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0247113 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.101124 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.124463 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0690989 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0352987 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.028384 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.145472 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.222361 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.222361 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0345026 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0243826 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.101124 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.124463 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0690512 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0358051 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0219346 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.153998 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.00439628 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.00486817 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.000362169 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.01853 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0518421 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0154137 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.105724 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0522592 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0489964 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.00486817 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.000362169 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.01853 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0518421 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0154137 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.105724 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0522592 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0489964 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0370909 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.107855 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.131193 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.084991 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.00971263 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.000213533 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.174204 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.101124 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.124463 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0690512 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0358051 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0219346 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.153998 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0286219 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0127461 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0403494 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0178471 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0347725 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0242821 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.11868 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0456022 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0810674 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.13629 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.046818 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.115066 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0812106 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.104512 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.039316 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0155982 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.00232907 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0270102 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0120946 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.000661813 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.00236449 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.000661813 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.00786475 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.000661813 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0227938 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.020488 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0029182 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0720626 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.00232907 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0247281 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0087721 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.0144373 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0387467 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0613255 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0562986 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0568661 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0562986 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.05342 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0562986 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0363984 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0356234 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0493401 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.075662 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0197485 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0514045 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0971505 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0418625 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.0664369 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0715642 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0709966 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0715642 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.0744424 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0715642 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0279843 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0253145 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.015615 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0624513 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.0113936 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.014183 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0396131 # DEPENDENCYPART_SIBL
(22,6),(22,24),0.0254972 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.00183488 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.00353756 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.00183488 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.00669168 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.00183488 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0166145 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0143087 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.0043869 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0710463 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.00116519 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0219732 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0201613 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.0224053 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.00688967 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.00518699 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.00333958 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.00518699 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0200467 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0177409 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.000932933 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0745003 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.00441505 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0280322 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0135632 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.0166873 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.00111585 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.00741072 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.00111585 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0163871 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0140813 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.00456499 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0708682 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.000783982 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0216032 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.025849 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0250887 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.00687633 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.00165024 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0165651 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0142592 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.00438694 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0710463 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.000961037 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0217813 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0234329 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0239847 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.00165054 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0165656 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0142598 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.00438653 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0710465 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.00151286 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0217815 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0234301 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0239781 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0165651 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0142592 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.00438694 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0710463 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.000961037 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0217813 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0234329 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0239847 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0302257 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0189872 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0658235 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0057327 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0107276 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.000679614 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0156153 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0147538 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0615902 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0122547 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0150441 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0124632 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.00644551 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.058608 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0147305 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0436943 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0269724 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0384877 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0991285 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.110644 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00141317 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.00401593 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0514045 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0971505 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0418625 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0786615 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0201036 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.145352 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0400228 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0501572 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0149166 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0762886 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.043075 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0113951 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.02106 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0130189 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0783526 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0389739 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.00949741 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0290152 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.027939 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.112315 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0501196 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0697788 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0110494 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0251051 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00870901 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.00341701 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0913973 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0118404 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0409761 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.107955 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.138364 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0993858 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0744674 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0607258 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.00610289 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.0544277 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.16089 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.160854 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.106652 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.1068 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.060283 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.184362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0685965 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0876551 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.103584 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0454865 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0999878 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.164143 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.17182 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.141023 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.32726 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.432139 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.22054 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.142902 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.0975807 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.153764 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),0.129619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0698751 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0830231 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.183789 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.107172 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.182667 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0885487 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.204659 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.100327 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.00217297 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.108205 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.158253 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.197742 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.173026 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.109955 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),0.451107 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.120114 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.148477 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0653343 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.105867 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.04894 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.140021 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.035756 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.106312 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.00742431 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0854993 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.200369 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.110502 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.182817 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0918782 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0507122 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0718006 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.00354992 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.162143 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.154467 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0854141 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0960105 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.000941254 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.105852 # DEPENDENCYPART_GRANDPAR
