# _root_ ybarra eta gonzalezen_arabera , bbvak banku bakar bezala egingo du lan bere unitate eta negozio guztietan , " espainiako merkatuan jada ezagunenetakoa den marka bakarrarekin " .
#goldHeads=2,9,2,3,9,9,6,7,0,9,9,13,2,9,2,15,16,17,20,23,23,23,24,9,24,25,26,
#predictedHeads=2,9,2,3,9,9,6,7,0,9,9,13,14,9,14,15,16,17,20,23,23,0,24,9,24,25,26,
(8,11),(11,10),-0.380146 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.275015 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.363805 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.230226 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.343319 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.348592 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.366979 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.107844 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.343335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.324057 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.310996 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.274535 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.453085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.0842375 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.145696 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.121587 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.229305 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.330382 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.33552 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.354042 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.102426 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.512332 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.34891 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.471719 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.385981 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.372905 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.508635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.0799511 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.38277 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.170854 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.207019 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.21462 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.234519 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.267088 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0465766 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.283875 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.102812 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.300893 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.298143 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.446749 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0356898 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.170534 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.081308 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.137042 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.176424 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.215641 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.662066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.335853 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.372648 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.149212 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.581955 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.713324 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-0.82737 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0848628 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.222042 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.261952 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.101685 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0516961 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0846202 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.371088 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.593297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,3),-0.0727108 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0339543 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.261952 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.115542 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.105665 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.070763 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0327221 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.186969 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.380087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.267727 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.483967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.573053 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.108375 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.254924 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.145169 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.0144342 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.354477 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.0861136 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.200213 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.240952 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.294876 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.559083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,6),0.080749 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.549646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.162739 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.199533 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.0867438 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.178683 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.263859 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.137957 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.450164 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.0128548 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.00928191 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.039846 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.194415 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.0227212 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.0175621 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.0319012 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0827169 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.216128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.516747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0400926 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0437617 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.12256 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.159088 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.153896 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0275693 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),0.0774811 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.0393808 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.0225657 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),0.0177176 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.0320001 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.0828157 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.207894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.146521 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0540123 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.13053 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.14016 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.17672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.00864115 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),0.0910209 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.321744 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.175514 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.508049 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.250317 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.210003 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.0538901 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.290701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.528415 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0888576 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0868579 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0540927 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0929691 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.112547 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0912561 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.222302 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.0520171 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.335092 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.0393808 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.0225657 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),0.0320001 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0525994 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0943449 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.176719 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.22221 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.00866156 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.0233342 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),0.0910202 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),0.54195 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0729067 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.290408 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),0.00383987 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.403941 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.165818 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.283447 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),0.0910173 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.395946 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),0.0317569 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),0.0825726 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.151651 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.10484 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.159922 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.105075 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.170559 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.0308661 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.029048 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),0.0853064 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.402764 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.147013 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),0.53968 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.263282 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.503783 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.213605 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.0507783 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.402896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,11),0.0364983 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.0025735 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),0.0464733 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.211881 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),0.0879296 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),0.205998 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.081385 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.345092 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.0316322 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.361727 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.142897 # DEPENDENCYPART_GRANDPAR
(9,24),(24,7),0.0320001 # DEPENDENCYPART_GRANDPAR
(9,24),(24,14),0.158212 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),0.171654 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),0.0257365 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.243302 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),0.00723302 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),0.0396251 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.141299 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),0.542127 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.112507 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.251215 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.180693 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0743007 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.314673 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.271397 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.17507 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.448235 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.417691 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.405392 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.504957 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.592796 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-0.58403 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0732293 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.246488 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.202867 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.403134 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.245541 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.366187 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.335643 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.408313 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.437259 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.53303 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.249849 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.562358 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.51875 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.417605 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.297486 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.463525 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.66533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.139642 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.155841 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.171835 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.235597 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.150904 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.678823 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.170079 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.399338 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.646117 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.231298 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.779045 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0832804 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.131317 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.1489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.685968 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.405158 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.755281 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.502974 # DEPENDENCYPART_GRANDPAR
(11,2),(2,24),-0.809278 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.572777 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.171874 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.803815 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.332705 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.171539 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.78375 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.144606 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.112467 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.552837 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.136881 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.783875 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.145159 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.916802 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.320483 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.138643 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.14037 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-1.0628 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.11917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.654161 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.656235 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.443171 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.725549 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.541765 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.805135 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.109488 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.102707 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.04772 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.244709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0270587 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.02545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.56252 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.402774 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.325518 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.430644 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.100373 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.661682 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.12917 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.794609 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0945075 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.383219 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.155268 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.842266 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.13708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.645172 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.674145 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.477206 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.743458 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.484489 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.857135 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.491151 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.386739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.27602 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.797455 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.515838 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.147789 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.746876 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.126657 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.09341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,2),-0.32511 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.2216 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.525503 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.762265 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.318125 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.34596 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.699791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.350583 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.253958 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.413107 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.297785 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.54507 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.0831748 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.88737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.287641 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.11841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.25134 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.555223 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.339942 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.395177 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.34832 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.680309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.417956 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.213677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.267944 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.182478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.248783 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0158862 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.0763393 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.321246 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.32511 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.2216 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.762265 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.350587 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.245796 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.297878 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.173203 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.54519 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.269624 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.0832682 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-0.482035 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.354377 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0340233 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.326861 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.175952 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.0862754 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.481627 # DEPENDENCYPART_GRANDPAR
(11,23),(23,6),-0.552301 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.347709 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.379393 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.822805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,13),-0.360012 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),-0.193614 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),-0.429817 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-0.270592 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.277685 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.538652 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.177982 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.174021 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.367098 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.677897 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.627469 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.50757 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.311388 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.530654 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.325135 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.0403915 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.305531 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.76776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.371662 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.488733 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.476153 # DEPENDENCYPART_GRANDPAR
(13,2),(2,24),-0.608596 # DEPENDENCYPART_GRANDPAR
