# _root_ jarritako helburuetan lan_egiteko , hamabost kidek osatutako batzorde iraunkorra izendatu zen , eta horiek bost lan batzordetan lan_egin dute ordutik_hona .
#goldHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,16,17,18,16,13,18,18,20,
#predictedHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,18,16,17,18,13,18,18,20,
(10,3),(3,1),0.0474409 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.00608978 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0134425 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.10601 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.165387 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.378484 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.619128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.542887 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.306249 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.241834 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.849366 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.0381579 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.00270219 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0621276 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.186276 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.262846 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0163322 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.215959 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.126056 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.144562 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.00754607 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.16597 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0806626 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.14549 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.355415 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.427564 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.545992 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.400413 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.251755 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0464026 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0043851 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0705722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0368841 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0650406 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.141131 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.378321 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.414887 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.619083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.542842 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.0351203 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.469539 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.65712 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.241789 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.849321 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.159172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.18058 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0787113 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.158786 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.160157 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.319326 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.567737 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.530345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.400389 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.194904 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.251517 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.317686 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.505267 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.15305 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.022884 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.15727 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.261324 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.42549 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.606137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.00577246 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.0308405 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.14904 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.270055 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.178973 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.662013 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.0139902 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.237096 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.107826 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0724739 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.223556 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.196839 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.204729 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.291607 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.0819453 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.0192387 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.114197 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.332278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.370807 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.158154 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0704981 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0372443 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0285823 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.226435 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0178937 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0161495 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.12554 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.324259 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.207851 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.208157 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.281424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.176484 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0418846 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.127361 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0550521 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.314224 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.021446 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.621218 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.227889 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.0629741 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),0.0959619 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),0.208007 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.208256 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.273218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.187277 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0332521 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.143426 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0711163 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0849932 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.0305326 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.614339 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.220702 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.0705682 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.316412 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.144678 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.181716 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),0.0316932 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),0.0909415 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.463523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.197654 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.126308 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0633882 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0858857 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.154657 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.338024 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.54418 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.175297 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.135812 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.323362 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.258004 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.0975207 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.285204 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.196017 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.00186281 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.110252 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.174674 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0841482 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.169136 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0718287 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0619719 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0273788 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.992343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.462772 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.358111 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.567483 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.726612 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.534563 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.613696 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.20729 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0881638 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.195589 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0745392 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.186647 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.317683 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.800542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.282216 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.43483 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.258265 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.14488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.29699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.435588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.33704 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.422539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.437871 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.384294 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.85934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0128238 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.232766 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.127843 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.349656 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.508828 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.339409 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.304065 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.463061 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.411697 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.12188 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.184408 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.112193 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.0492455 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.230333 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.202798 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0644665 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0474708 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.112903 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.115565 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.633448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,16),-0.629152 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.669582 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.665702 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.125468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0257202 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0993684 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.580667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.394063 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.163488 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.407939 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.396568 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.400003 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.513273 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.29473 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.37633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.331778 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.222113 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.13854 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.396717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.245514 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.198966 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.256653 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.296206 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.282607 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.53557 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.417492 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.545491 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.29993 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.408371 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.227313 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.102145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.102162 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.119118 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.121507 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.29162 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.325549 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0362678 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.312352 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.286915 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.0197005 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.149189 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.0705941 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.000928087 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.0898426 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.786764 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0376431 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.209878 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.144923 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.000837812 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.104663 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.104793 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.364381 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.783765 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.468929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,18),-0.0425734 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),0.395702 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.336895 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.323399 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.00632376 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.139512 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.281959 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.133724 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.237133 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.132802 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.236078 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.215305 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0817572 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.715146 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.142026 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0308538 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.196735 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.0259421 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.240681 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.00424462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.105407 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.108813 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0886015 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.370056 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.788017 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0207019 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.286913 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.445102 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.0425734 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),0.395702 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.147244 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.141455 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.222181 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.141625 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.0127927 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0386295 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0568933 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.468586 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.685773 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.343949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.142103 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.0877833 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.245972 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),0.105417 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.31528 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0154974 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.0415905 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0850114 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.33593 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.035193 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0215733 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.171546 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.0166616 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.249774 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.0164306 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.130596 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0789959 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.233466 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0809338 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.788017 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0207029 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.46893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.177775 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.287098 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.445287 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.0425737 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),0.395702 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.527785 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.15026 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.014201 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0560187 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.368572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,19),0.411081 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0590379 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.676482 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.387494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,18),0.0397652 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.00894603 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.120668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.1976 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0488282 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.458528 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.202487 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0537151 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.235148 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.229828 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),0.0382645 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.157204 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.143837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.592777 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.246256 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0898603 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.277411 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.548293 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.251442 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.276256 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.220879 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.235097 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.229828 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),0.0382645 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.157204 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.141051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.60174 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.255219 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.370813 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.284242 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.555634 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.243159 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.28407 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.8256 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.369175 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.529596 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.365785 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.425789 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.106647 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),0.532171 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.201956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.421691 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.105716 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.246051 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.089391 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.805262 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.100159 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.472201 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.194488 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.70642 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.299919 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.335231 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.14866 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.427809 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.261927 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.304405 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.2456 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.314476 # DEPENDENCYPART_GRANDPAR
