# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,24,21,22,23,24,17,24,25,
(22,12),(22,17),0.00224156 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0576737 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.00106318 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.00317519 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0208352 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.00216171 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.00801062 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.106624 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0270216 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.000148222 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0437476 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0108015 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.00112635 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.00398228 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.00187027 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0268435 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0217342 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0209895 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0541277 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0233264 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0671676 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.00359055 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0495236 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0216178 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0195057 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0435162 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0271743 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0213254 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.118825 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0413456 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.000343596 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.00789942 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0083165 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.00620448 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0311778 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0300747 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.02933 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0627176 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0997188 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.104851 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.168473 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.170585 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.152619 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0167863 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0177251 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0151761 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0172748 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.103886 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.104188 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0665158 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.00315787 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0033398 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0585279 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0234352 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0213232 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.039289 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.00474013 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.00548478 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0274587 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0130927 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0115597 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00604538 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.00803138 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0654893 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00849091 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00634965 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.00833565 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0648737 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00369775 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00568375 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.064666 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0234578 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0244186 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0216328 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0262406 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.0459722 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.00429507 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.01126 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.00294186 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0645824 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.00618317 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0129181 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0391286 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.0553856 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.0459722 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.00914425 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0118288 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.00344131 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.0280937 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0105492 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0250558 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.157776 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.035231 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0521712 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0558401 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.0107099 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.0781433 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.00360541 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.00174513 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.036459 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0667705 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.035231 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0325977 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0360474 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0444348 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0197824 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.025212 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0087872 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.0843935 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.114051 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.117015 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0576394 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.0186581 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0516163 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0546311 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0405949 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.0888668 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.00793731 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0170207 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.110428 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.11073 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0730578 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0373827 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.00750566 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.054368 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0391522 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.017226 # DEPENDENCYPART_SIBL
(23,6),(23,12),0.0493346 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.00251717 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.028407 # DEPENDENCYPART_SIBL
(23,6),(23,15),0.0303364 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.0728924 # DEPENDENCYPART_SIBL
(23,6),(23,17),0.00680408 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0315489 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0193594 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0277469 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.00309451 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.00494015 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0120794 # DEPENDENCYPART_SIBL
(23,6),(23,25),0.057688 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.0207429 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.0411409 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.00564151 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0366007 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.027212 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0760141 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.00330338 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0346705 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0239823 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0323697 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.00771737 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0131338 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0205113 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.0392078 # DEPENDENCYPART_SIBL
(23,10),(23,12),0.0264744 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0160917 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0118101 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0561782 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0494266 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.013302 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.00927061 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.00833281 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0062208 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0241866 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.00177303 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.00469552 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0305791 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0170752 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.052536 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0159194 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0763072 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0192695 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0517725 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.00649123 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.00437922 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.0283897 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0280752 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.00835952 # DEPENDENCYPART_SIBL
(23,12),(23,25),0.106282 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0283321 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.00014648 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0437473 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0208933 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.00112671 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.00248955 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.000377535 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0253508 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0147407 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0209902 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0541227 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0292292 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0612664 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.0134374 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0436224 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0291722 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0270602 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0510706 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0119905 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0209765 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.118483 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0413428 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.00975284 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.00790221 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.00682639 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.00471438 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0296876 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.00635419 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0293324 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.062711 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0896274 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.104851 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.169967 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.172079 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.154113 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.104796 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0177203 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0151851 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0170207 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.110428 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.11073 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0730578 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0373827 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.00750566 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.054368 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0219418 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0198298 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0377956 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.00273552 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.00548423 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0274637 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0227213 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.00193106 # DEPENDENCYPART_SIBL
(23,19),(23,22),-2.62337e-05 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.00961483 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0639141 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.00113769 # DEPENDENCYPART_SIBL
(23,20),(23,22),-1.63679e-05 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0099191 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0632985 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00699834 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00726719 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0630908 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0052783 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0793396 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0216328 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.0545512 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.0185199 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.0256574 # DEPENDENCYPART_SIBL
(24,1),(24,10),0.0028955 # DEPENDENCYPART_SIBL
(24,1),(24,12),0.0607289 # DEPENDENCYPART_SIBL
(24,1),(24,13),0.00398051 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.0167717 # DEPENDENCYPART_SIBL
(24,1),(24,15),0.0369259 # DEPENDENCYPART_SIBL
(24,1),(24,16),-0.0575883 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.0545512 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.0113469 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.00239606 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.0107835 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.0138689 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.00669564 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.00416328 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.176349 # DEPENDENCYPART_SIBL
(24,1),(24,26),0.0488002 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.136027 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.139077 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.067704 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.0324262 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0627591 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.0683992 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.0517377 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.10001 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0130188 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0281635 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.132404 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.132706 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0950337 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0511508 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0496715 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.100638 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0396339 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0535497 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.0172724 # DEPENDENCYPART_SIBL
(24,6),(24,12),0.0454811 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.00471984 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.0322605 # DEPENDENCYPART_SIBL
(24,6),(24,15),0.0281337 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0750951 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.015383 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.0337516 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0335843 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.0419717 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0173193 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.00879368 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.011326 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0762615 # DEPENDENCYPART_SIBL
(24,6),(24,26),0.0149767 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.021513 # DEPENDENCYPART_SIBL
(24,9),(24,12),0.0358399 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.00856793 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.0419017 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.0242856 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.0789405 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.0111585 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.037597 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0389309 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0473183 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.022666 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0184349 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0209672 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.0559209 # DEPENDENCYPART_SIBL
(24,9),(24,26),0.00254221 # DEPENDENCYPART_SIBL
(24,10),(24,12),0.0274099 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.0160917 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.0108746 # DEPENDENCYPART_SIBL
(24,10),(24,15),0.0561782 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0494267 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0140241 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.00927068 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.000822198 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.00293421 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.0150316 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.00270851 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.00380535 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0335169 # DEPENDENCYPART_SIBL
(24,10),(24,26),0.00976671 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0259643 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0620877 # DEPENDENCYPART_SIBL
(24,12),(24,15),0.0070303 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0851963 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.00787919 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0606616 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0161879 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0182999 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.00571056 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.0376269 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0369726 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.0987413 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0383653 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.0273964 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.00014648 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0437473 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0201712 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.00112671 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.00666539 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.0087774 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.0161959 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.013805 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0127128 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0488184 # DEPENDENCYPART_SIBL
(24,13),(24,26),0.0893358 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.0203401 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.0701555 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.00204707 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0525115 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.00649308 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.00438106 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0283915 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.0215423 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0208879 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.110942 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0650416 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0413428 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.00903079 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.00790221 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.00232855 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.00444056 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0205327 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.00541856 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.00432323 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0574068 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.142984 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0903495 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.104851 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.179122 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.181234 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.163268 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.103861 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.102769 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.0204902 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.0374853 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0281635 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.132404 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.132706 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0950337 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0511508 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0496715 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.100638 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0396339 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0127869 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0106749 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0286407 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.00367114 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.00476332 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0327679 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.0650846 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0369461 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0122938 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.00387977 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.00641213 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0824876 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0173797 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0153625 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0038699 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.00640226 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.081872 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0162739 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0108519 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0133842 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0816643 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0156514 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0248427 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0717986 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0578454 # DEPENDENCYPART_SIBL
