# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(12,15),(15,3),-0.348455 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.653678 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.614311 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.255442 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.227376 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.49457 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.499081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.336814 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.174212 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.178425 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0936271 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.291419 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.135835 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.154262 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.39923 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.286931 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.34771 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.650145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.610777 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.254648 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.226483 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.491037 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.495548 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.336069 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.179609 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.183822 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0611322 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0072656 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.228887 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.337818 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.150973 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.399236 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.286931 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.610777 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.254648 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.491037 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.495548 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.336131 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),-0.179821 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.184033 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0619685 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.0081019 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.229098 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0548299 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.399323 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.425369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.46389 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.0234215 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.266445 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.416104 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.283827 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-1.92729 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.52241 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.178674 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.05745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.723303 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.698169 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.00463535 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.448717 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.38308 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.560194 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.471292 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.379695 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-1.89418 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.549492 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0648381 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.996023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.661877 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.722005 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.0281729 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.406639 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.583753 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.976959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.689623 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.374396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.551509 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.551356 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.846203 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.830213 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.270221 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.632031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.442976 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.255369 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.364421 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.383345 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.337838 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.32195 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.371575 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.133769 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.614086 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.415152 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.2635 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.24335 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.448566 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.890023 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-1.35135 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.767387 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.655697 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.315988 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.022569 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.860445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.699955 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.490257 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.394608 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.700219 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.712842 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.259679 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.373382 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.586557 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.545219 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-1.77201 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.543474 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.317953 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.129454 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.864503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,1),-0.626927 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.535199 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.257872 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.372825 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.586 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.547295 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-1.77201 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.761159 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.319749 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.129659 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.864502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.650857 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.441217 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.359032 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.651157 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.663781 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.432014 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.643163 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-1.7389 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.788241 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.272872 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.13238 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.803077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.674693 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.464755 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.674716 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.68734 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.644598 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.155381 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.222072 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.864502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.359032 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.432014 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.830933 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.66199 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.589803 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.730618 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.931856 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.86763 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.87954 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.10658 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.990495 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.485505 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.317236 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.528241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.19127 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.155284 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.399302 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.412589 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.661721 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.728557 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.929795 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.867572 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.87938 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.10451 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.988434 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.315175 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.54359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.295079 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.153727 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.402937 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.416224 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.479148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.274638 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.065007 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.401846 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.40127 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.22628 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.309942 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.24612 # DEPENDENCYPART_GRANDPAR
(15,1),(1,20),-0.243678 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.205932 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.326434 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.356097 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.158645 # DEPENDENCYPART_GRANDPAR
(15,2),(2,17),-0.289061 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.198287 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.197876 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.172787 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.393314 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.381142 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.17125 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.058915 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.322531 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.169626 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.390152 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.394619 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.334976 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0600088 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.321906 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.0155039 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.253093 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.349795 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.330634 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.390764 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.193863 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.164647 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.165443 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.321028 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.0714236 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.046309 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.0366233 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.250027 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.723706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.483138 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.32533 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.201425 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.198983 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.306175 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.39133 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.34523 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.153042 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.289666 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.267775 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0169183 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0561832 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.00945345 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.296152 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.171785 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.392312 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.396073 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.342992 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.150804 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.292688 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.266645 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.253317 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.061445 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.00818721 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.294886 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.628738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.388232 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.233895 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.106504 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.104062 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.252023 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.387576 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.27433 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.26786 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.126667 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.179822 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.466473 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.737435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.496728 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.215015 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.212573 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0044652 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0294088 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0304655 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.297332 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.233895 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.252023 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.286461 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.247123 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0114289 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0322535 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0453176 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.628738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.388232 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.233895 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.252023 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.584945 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.717793 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.521953 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.540212 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.521119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.625046 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.366039 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.341478 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0546722 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.540267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0809413 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.019844 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0177471 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.0463672 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.494275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.256463 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.00157999 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.400775 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.584921 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),0.0710766 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.717793 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.521953 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.54021 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.521119 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.625046 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.366039 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.291205 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.341478 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.0546722 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.537762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.288266 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0726994 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.18657 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.00929167 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.400852 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.584989 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.52202 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.540277 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.625113 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.366107 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.291396 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.341545 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.0547395 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.539006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.28951 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0731179 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0172617 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.00289116 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.361054 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.147297 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-1.00068 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.260821 # DEPENDENCYPART_GRANDPAR
(16,2),(2,17),-0.181116 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.322079 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.279783 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0587324 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.260918 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.500343 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-1.62702 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.318917 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.276622 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.0452558 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-1.00249 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.499249 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-1.62639 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.822827 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.409857 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.234857 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.118432 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-1.06459 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.325285 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.722779 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-1.48697 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.483697 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.894725 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.227957 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-1.37402 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.671545 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.0124139 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.25334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.215873 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.863203 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),0.00603862 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.463044 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.0485448 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-1.01274 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.278144 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.692078 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-1.57656 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.824242 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.226245 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-1.31197 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.609442 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.321077 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.278781 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.0438009 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-1.0105 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.275906 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.6951 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-1.57543 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.435442 # DEPENDENCYPART_GRANDPAR
