# _root_ eh abstenitu egin zen , eta beste idazki bat aurkeztu zuen , " politikoa den arazoak behingoz irtenbide politikoa " behar_duela argudiatuz .
#goldHeads=2,6,2,2,4,0,8,10,8,6,10,10,11,15,16,21,21,21,18,18,22,10,22,
#predictedHeads=2,6,2,2,4,0,8,10,8,6,10,11,12,16,14,21,21,21,18,19,22,10,22,
(10,6),(6,4),-0.167786 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.228115 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.108161 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.409942 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.421221 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.724205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.0946327 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.598324 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.532972 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.262349 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.396056 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.087188 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.403897 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.390127 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0961967 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.00386904 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.134624 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0939532 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0769312 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.333443 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.570915 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.507542 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.126866 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.087311 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.221017 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.408403 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.0551909 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.183659 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.220811 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.332727 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.168528 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.129212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.32475 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.209927 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0937249 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.181859 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.012089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.139691 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.104525 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.108646 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.215568 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.157384 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0910986 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.0579578 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0814856 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.278062 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.112642 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.100494 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.209458 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.232835 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.289211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.185435 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.211598 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.339524 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.110344 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0913531 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.23591 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.0969478 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.129077 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.146704 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.207618 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.295651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.176996 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.212781 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.140002 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0824014 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.237863 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.0994914 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),0.130592 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.155796 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0091926 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0865439 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.240051 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),0.0643692 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),0.171301 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.463381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),-0.335111 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.0805909 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.142664 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.196759 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.0614173 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.123272 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.0707993 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.117538 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.263078 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.194116 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.316871 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-0.0898116 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),0.0647133 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.471735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),-0.334167 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.197843 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),0.0815359 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.14172 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.192902 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.0604568 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.119416 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.0717443 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.0282794 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.303806 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0276507 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.0155014 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0520636 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.0721426 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.100118 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0341136 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.175414 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.05128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,14),-0.777175 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),0.549426 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.555321 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.226236 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.265858 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.825039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.130215 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.588411 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.83185 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.684713 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.429508 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.506675 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.796557 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.333565 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.684675 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.512532 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.0233037 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0382823 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.117874 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0550315 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.143539 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.119331 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0862343 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.166039 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.00727012 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.401502 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.50746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.325337 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.0595785 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.49426 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.482178 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.498597 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.377253 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.367173 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.27805 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.25897 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.125753 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.45409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,15),-0.0690793 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.453251 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.11822 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.120916 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.0048411 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.110679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.00775306 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.153774 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.128356 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.146787 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.0484608 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.12149 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),0.00729941 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.129826 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.0325622 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.293168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),0.139188 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.142603 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.283853 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0792749 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.163128 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0156189 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.116669 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.200516 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.170786 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.151781 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),0.125593 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.0177045 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.237037 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.12723 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.197069 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.133749 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0342121 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.0289405 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.330328 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.248251 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.0867142 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.256695 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.200516 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.151433 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),0.125593 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.364843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,14),-0.00105264 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.218279 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.143745 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.215819 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.150264 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.0529693 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.0290122 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.121528 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.380727 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.470079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.17562 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.214125 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.229211 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.109338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.0527637 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.171338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.186542 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.419835 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.293693 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.259376 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-0.372883 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.457729 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.241879 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.207268 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.289006 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),-0.0720078 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.0754368 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.213457 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.221971 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.223676 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.238009 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.156467 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.391526 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.355121 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.428293 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.470365 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0507094 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0296858 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.234683 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.371955 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.530449 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.4041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,21),-0.2893 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.441506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.3719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.618706 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.45075 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.12446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.609393 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.205078 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.691379 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.238002 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.715885 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.592906 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.357104 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.07504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.413098 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.281442 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.266264 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.86748 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0752417 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.0793708 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.59292 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.357104 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.06716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),-0.547795 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.203615 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.869892 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0789363 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.0832693 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.666021 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.727423 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.251422 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.464484 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.498305 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.621521 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.727745 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.397203 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.12511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.204596 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.544103 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.168568 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.209255 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.853796 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0343722 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0367753 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.403198 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.219257 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.805899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.656523 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.339646 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.640826 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.307482 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.40607 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.693942 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.447802 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.351547 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.50015 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.58024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.141208 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0806423 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.423093 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0265069 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.108379 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.35824 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.191876 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.133335 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.0192892 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.861914 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.0565922 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.308228 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.095158 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.0144927 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.012428 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.698354 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.0601585 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.258391 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),1.90977 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.575279 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.480087 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.279717 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.0734667 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.113208 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-1.17866 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.116996 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0555801 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.0967583 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.765196 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.153649 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.103693 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.03799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.57258 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.997337 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.481849 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.0334907 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.243937 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.00975093 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.132715 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-1.15723 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.210273 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.186682 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0661762 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.136257 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.791058 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.680161 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0678137 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.258093 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),1.94063 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.02827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.221168 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.562885 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.450961 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.995183 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.48404 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.138048 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-1.07722 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.100152 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.171523 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.9466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,21),-0.971661 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.456169 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.0825222 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.283216 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),1.69571 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.968809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.503402 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.40393 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.238737 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.986707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.181746 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.623007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.249976 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.308532 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.0419677 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.60249 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.586166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0141815 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.140535 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.688046 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.11465 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.632817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0523666 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.171968 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.156133 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.368293 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-1.05051 # DEPENDENCYPART_GRANDPAR
