# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,19,17,20,21,23,21,14,23,24,
(19,14),(19,22),0.0287865 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0379141 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0174058 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.00925698 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0145241 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0228916 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0332713 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0109254 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0141381 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0259173 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0314838 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0465402 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0287108 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0931937 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00210568 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0887529 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0553372 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0372506 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0377579 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0310202 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0357568 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0430144 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.046419 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0247667 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.00115769 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.012592 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0100528 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.023084 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0254864 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0306765 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0142604 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.00848501 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0218864 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0285121 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.028889 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0323516 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0211944 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0287108 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0931937 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0144086 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0174539 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0489154 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0228961 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.075979 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0553372 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0622748 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.0109201 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.011889 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0827671 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0382622 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.00469525 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0401749 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.000803152 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0456896 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0173148 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.00595392 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.045188 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0307508 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0249125 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0468423 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0482544 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0295895 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0560033 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.00418074 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.00262095 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.00358985 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0719519 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0188516 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.0129944 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0207643 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0109901 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0288945 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0090157 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0167703 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0257774 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0113403 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.0148799 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0274317 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0288438 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0448721 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0660998 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.0143425 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0325907 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.086504 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.00812232 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0233717 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0198043 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.00354322 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0233526 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0353643 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0136697 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0113216 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.00533716 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.00381528 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0107049 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0118429 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0218149 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0157694 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0381987 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.086504 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.00812232 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0233717 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0198043 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.00354322 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0232615 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0353643 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0136697 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0113216 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.00533716 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.00381528 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0107049 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0118429 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0188214 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0139109 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0400573 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.169743 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0944434 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.174378 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0622204 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.117937 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.106409 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0556831 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.172671 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.166958 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0945189 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.172326 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.173464 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.03632 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.00976878 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0169242 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0101587 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0241086 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.00379332 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.040314 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0118514 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0113294 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.028363 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0139259 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0194982 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0300173 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0314294 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.0316429 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.060921 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.00894687 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0200961 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.00383501 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0235532 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.035928 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0145451 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0116134 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.00562894 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.00410707 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0109967 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0121347 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0221932 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.0150348 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0389333 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.00301173 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0509523 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0170384 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.00352754 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0474872 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0330501 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0272488 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0491416 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0505537 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0306805 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0696011 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.00715015 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0584915 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0262769 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.00300072 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.00616707 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.000454139 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0128106 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00582186 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00695988 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0161925 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0159517 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0129596 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.00590638 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0277748 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00637635 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.000663418 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00267376 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.00603114 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.00716916 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0121741 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0135871 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.00887073 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0136697 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0113216 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00533716 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00381528 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0107049 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0118429 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0114536 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0112096 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0427586 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0171374 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0228508 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0012004 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0174831 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0163451 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0504716 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0109553 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0537158 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.023438 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0228307 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0395295 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0409416 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0338406 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0617468 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00977288 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0238541 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0416079 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0430201 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0407443 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0609987 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00902496 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0059737 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.00483492 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.000971904 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0202834 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00686582 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0432766 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0342953 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0618066 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00983245 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0337758 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.061286 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.00931185 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0625124 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0924847 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0108777 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0239225 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0570128 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0346789 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0570128 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0346789 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.00812468 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.0186165 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.117489 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.0186165 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.12089 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.0114019 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0338857 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0186299 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.11659 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.116319 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.116319 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.116319 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.00380664 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.0574875 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0302159 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.117489 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.0186165 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.12089 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.0114019 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0337945 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0186299 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.11659 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.116319 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.116319 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.116319 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.00380664 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0574875 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.0302159 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.0300015 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0296911 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.0221112 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.00444774 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0249786 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.027678 # DEPENDENCYPART_SIBL
(23,8),(23,17),0.0305709 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0256782 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0265417 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.0313568 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.00164567 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0423947 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.12089 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.0114019 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.0337945 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0189018 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.11659 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.116319 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.116319 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.116319 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.00407857 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0577793 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0302159 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0224916 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0060902 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.0273959 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0219398 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0248328 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.01994 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0208035 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0337741 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.00153973 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0408151 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.0250656 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0188391 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0244077 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0244077 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0244077 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0244077 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0150218 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0152517 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0323902 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0222539 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.00519805 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.00519805 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.00519805 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.00519805 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0260713 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.000232788 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0406084 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.11659 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.116319 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.116319 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.116319 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.00380664 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0574875 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0302159 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0275703 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0226775 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.023541 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0300759 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.00118061 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.040532 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0223129 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0231764 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0293488 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.00174764 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.040532 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0200094 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.031613 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.00174764 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.040532 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.031613 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.00174764 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.040532 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0593015 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0294356 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.00175067 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.112364 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.792539 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-1.14946 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.163512 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.211557 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.790299 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-1.14722 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.205224 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.158289 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.580345 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.309727 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.928242 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.132223 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.18661 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.113298 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0975431 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.634545 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0918462 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.903527 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.33424 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.413567 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.0954942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.0797232 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),0.173628 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.107993 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0527806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.122014 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-1.16998 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.206412 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.159477 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.291567 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.869887 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.926264 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.133473 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.186051 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.11062 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0981021 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.635795 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0930955 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.181613 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.901549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.333681 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0647709 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.413008 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.0949353 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.0824013 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.174877 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.110305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0550924 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.127711 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.451485 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.478587 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-1.1368 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.0865982 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.466167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.991532 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-1.35809 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.182886 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0474666 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.244932 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0724567 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.206412 # DEPENDENCYPART_GRANDPAR
