# _root_ juan jose_ibarretxe_eaeko lehendakariaren ustez , herritarrek " sendotasun moralaz_gain beste zerbait espero_dute erakundeetatik etarekin amaitzeko , indakerkeriari eta heriotzari aurre_egiteko " .
#goldHeads=3,1,4,12,4,12,6,12,8,11,12,0,12,15,16,12,18,20,18,12,20,21,
#predictedHeads=3,3,4,12,4,12,6,9,12,9,12,0,15,15,12,15,18,20,18,12,20,21,
(14,15),(15,18),0.0576162 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.278083 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.188091 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.41941 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.458771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0169898 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.369752 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.266156 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.394445 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.39582 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.10263 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.46123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0399928 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0848374 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0222225 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.434378 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.303671 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0848374 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.241214 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.181244 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.177239 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.303671 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.836059 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.670745 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-1.0368 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.774116 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-1.13846 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.12278 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.567397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.169315 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.344478 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.172959 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.436186 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0696476 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-1.04956 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.229617 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.0471221 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-1.07342 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.344654 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.144555 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.346343 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.00221356 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.0185268 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.215416 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.334854 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.0486725 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.348187 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.308774 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.0341272 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.321876 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.186239 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0375611 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.144874 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.0429211 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.326999 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.340476 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0486564 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.00127372 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.108959 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.305271 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.00342359 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.018377 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.191889 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.813513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,18),-0.215416 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.503421 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.0471221 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.322798 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.336541 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0375495 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.359922 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.159485 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.305786 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.00221356 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.306337 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.336541 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.0375495 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.359922 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.1243 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.00221356 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0185268 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.191374 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.306337 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.215416 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.167453 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.363765 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.149038 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.865219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,8),-0.165717 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.362029 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),0.0350867 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.306582 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.272282 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.356188 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.119445 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.315757 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0181077 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.300686 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.143197 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.254433 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.902383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.689771 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.326826 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.888246 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.585327 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.336541 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.1243 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.320612 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.148264 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.267016 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0944753 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.306337 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.813513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.255177 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.537736 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.215416 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.73621 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.503421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.197225 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.176539 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.813513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.255177 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.537736 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.73621 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.503421 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.384936 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.000569741 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.392317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.341609 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.42574 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.519379 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.274962 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.0300267 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.0860469 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.555637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.179104 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0902805 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.529636 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.125263 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.388082 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.739625 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.573143 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.796023 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.558186 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.754499 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.452919 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.257339 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.141265 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.613437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.207199 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.333801 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.458018 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.36512 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.179104 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.316335 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0549342 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.325141 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.125263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.665494 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.52659 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.723798 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.484055 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.680367 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.183207 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.0671451 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.738022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),-0.362344 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.14734 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.560819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.269384 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.267932 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.265577 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.208273 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.211075 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.206908 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.169045 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.274515 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0778403 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.121391 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.137582 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.173941 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.340275 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.377922 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.442843 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.305527 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0535235 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.311134 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.212065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.181995 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.284563 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.186431 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.266388 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.264033 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),0.20828 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.0693101 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.209532 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.205364 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.167501 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.274509 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.077847 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.025244 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.118705 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.13375 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.386903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.340304 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.377956 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.442873 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.305561 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.173226 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.151567 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.31034 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.323628 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0537181 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.173164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.128828 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0277431 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0503574 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.614376 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.0620648 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.561799 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.555712 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.517849 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.469052 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.482346 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.17306 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.00805254 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0460714 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0945155 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.102917 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.439339 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.422417 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.719888 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.320707 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.427899 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.603809 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.374804 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.357882 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.36946 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.0326146 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.69834 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.359832 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.191558 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.06011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.273301 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.751755 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.665355 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.555314 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.529536 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.512614 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.35087 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0788428 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.657027 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.251891 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.321786 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.19803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.04035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.241567 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.731993 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.61656 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.373344 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.694765 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.321781 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.19803 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.04035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.731993 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.61656 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.718323 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.319142 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.427871 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.211344 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.602244 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.373238 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.356317 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.369432 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0326428 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.664992 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.538465 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.199472 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.193539 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.06011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.273301 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.751752 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.665355 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.743851 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.38078 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.000149982 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.978921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,20),-0.63917 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.20893 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.829608 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.647656 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.11636 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.883708 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.866787 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.966248 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.04893 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.707523 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.221591 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.350418 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.591965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.261303 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.284898 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.291373 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.614674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.105784 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.353255 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.285398 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.370862 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.0960442 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.211508 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.189374 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.176177 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.118443 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.116129 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.139938 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.471195 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.274608 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.562069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,3),-0.45934 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.222054 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.282989 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.242568 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.18517 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.357454 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.167482 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.0693699 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.569047 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.217087 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.0940579 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.460656 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.26996 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.00992521 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.05283 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.562069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,20),-0.335828 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.189374 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.361658 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.171821 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0754044 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.224215 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.473464 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0983867 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.470639 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.13777 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.171821 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.0754044 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.224215 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.306605 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.470639 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.274052 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.014254 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.13777 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.562069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,1),-0.140718 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.277072 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.0125987 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.145152 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.227699 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.10467 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.59492 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.109629 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.10993 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.24051 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.160176 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.146699 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.687325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.458096 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.481573 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.171821 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.306605 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.183576 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.68543 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.260944 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.524125 # DEPENDENCYPART_GRANDPAR
