# _root_ plangintzak lan arloan dauden arazoei ez die aurre_egiten , ugtko kidearen ustez , eta ppk estatu mailan duen plangintza jarraitzen duela gehitu zuen .
#goldHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,20,17,18,19,20,22,20,14,22,23,
#predictedHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,16,17,18,19,20,22,20,14,22,23,
(20,10),(20,13),-0.0751156 # DEPENDENCYPART_SIBL
(20,10),(20,14),8.36244e-05 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0498182 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0253336 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0204689 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.00254189 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0323832 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0121273 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0181823 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.00873749 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.032612 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0751156 # DEPENDENCYPART_SIBL
(20,11),(20,14),8.36244e-05 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.049591 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0251065 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0202418 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.00254189 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0321561 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0121273 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0176665 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00873749 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.049087 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.036741 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0053167 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0344181 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0392827 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0271901 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0273684 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0576572 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0413653 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0496714 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0954196 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.181942 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.169999 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.165558 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.079303 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.166809 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0344235 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0278239 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0700314 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.130471 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.105538 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.101822 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.07239 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.102402 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0476944 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0293411 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0745282 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0468318 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0419672 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0192908 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0538815 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0456136 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.00103981 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0246547 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0259286 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.000388979 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0378429 # DEPENDENCYPART_SIBL
(20,16),(20,21),1.19989e-06 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0115396 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0033886 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00810412 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0234614 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0188931 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0141057 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0155033 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0114545 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0246968 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0243759 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0429782 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0114978 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0193044 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00684422 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0211912 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.167022 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.00917685 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.110025 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0226668 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0428247 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0324281 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00538685 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0364272 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0424667 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0304602 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0186669 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.030345 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.00411701 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0733602 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.030345 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.030345 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0432916 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0733602 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.00755692 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0602707 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0357861 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0309214 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.00435164 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0428357 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.00952523 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0287723 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.000826102 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.00362179 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0443421 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0231144 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0442269 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.0094774 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.0778077 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0442269 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0442269 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0571735 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0778077 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.00381555 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0741525 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0496679 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0448033 # DEPENDENCYPART_SIBL
(22,2),(22,18),-9.59407e-05 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0567176 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0148856 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0243242 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0239317 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.00135 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.00966369 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0259952 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.00040671 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0688364 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0259952 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.0259952 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0389418 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0688364 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.0185599 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0559208 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0314363 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0265716 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0133548 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0384859 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.00500151 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0332961 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.00374852 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0128157 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0241854 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0328202 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0587292 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0241854 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0241854 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.027786 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0587292 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.00794321 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0390634 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0276115 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0226056 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0396174 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.013232 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0399609 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0141227 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0659022 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0320126 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.00506234 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0737286 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0311055 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0311055 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0440521 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0737286 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.00806871 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0610312 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0365466 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0316819 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.00398324 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0435962 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0104706 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.0284039 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.000397626 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.00058407 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0833946 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.00831252 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.00831252 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0123063 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0833946 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.00185807 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0269159 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.00828804 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.00763835 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0272999 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.00429589 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.037701 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.00964084 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0564078 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0516781 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.175645 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.175645 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.178756 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.13427 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0899542 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.19045 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.178506 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.174066 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0788074 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.175316 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.107033 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0377773 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0787809 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.038933 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0301403 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0430869 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0731401 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.00865716 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0600659 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0355814 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0307167 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.00457169 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.042631 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.00930519 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0289924 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0016252 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.00391776 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0428597 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0731401 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.00865716 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0598388 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0353542 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0304895 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.00457169 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0424039 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.00930519 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0289924 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0016252 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.00426679 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0471115 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0453145 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.00493107 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0241703 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.029035 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0292199 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0171206 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0148191 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0608354 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0425591 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0033567 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0899542 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.19045 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.178506 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.174066 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0788074 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.175316 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.107033 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0377773 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0787809 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.038933 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.142202 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.117269 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.113553 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0729066 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.114133 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0304577 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.00394141 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0326566 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0548538 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0570796 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0522149 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0213206 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0641293 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0159232 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0321654 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0175424 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.01283 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0361764 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.00241878 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0480907 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0136075 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0271171 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0105009 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.009763 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0101339 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0337092 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.00465339 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0345546 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.00839099 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0350748 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0199612 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0418921 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0114552 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0524966 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.029339 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00807794 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0279445 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.000268077 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.000287277 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0107501 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0315267 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0613489 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0947528 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0993166 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0289393 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0852022 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0249075 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.126261 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0895004 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.130817 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.283068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.175136 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.168454 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.275505 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.268217 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.148407 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0397616 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0327784 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0244062 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.378843 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.368006 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.144759 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.15324 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.170481 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.214631 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0181656 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.054991 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.221441 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.257874 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.532261 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.197795 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.109715 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.12136 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0602407 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.198465 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.283068 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.550042 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.183036 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.188939 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.42036 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.175002 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.172101 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.638103 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.242386 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.111212 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0731831 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0992055 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0823852 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0451322 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.180692 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.10079 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.10974 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.125771 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.2123 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.189867 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0698424 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.187137 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.227583 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-1.3775 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.575877 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),0.228719 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0898773 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0696253 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.537351 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.646351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0898773 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.537351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.198231 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),-0.00864193 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.139471 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.337381 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0204659 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.34312 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.208351 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0470476 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.3759 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.122781 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.779 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.519067 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.499237 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0122434 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.586465 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.510001 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.273338 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0980607 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.528594 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.240387 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.532411 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.2321 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.112289 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0758787 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0016018 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0939113 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.332814 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.142747 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.531381 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.271448 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.246435 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.0077225 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.22275 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.407982 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.329489 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.103298 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.209575 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.25738 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-1.51045 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.532755 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.0378304 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.124684 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.110704 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.439854 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.376013 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.137803 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.206817 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.340511 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-1.60679 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.448379 # DEPENDENCYPART_GRANDPAR
