# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,18,15,18,19,9,19,20,
(8,9),(9,4),-0.242673 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.428587 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.379306 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.164758 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.879008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.319624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.337674 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.150385 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.582692 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0772339 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.322488 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.231025 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.543813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.214158 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.268142 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.193418 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.0441053 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.242937 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.263183 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.583266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,1),-0.0764931 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.145208 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.269768 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.12283 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.22235 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.287011 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.457198 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.466549 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),0.0952633 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),0.145243 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0393667 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0806851 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.392336 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0474292 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.0941213 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.055117 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.269726 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.153139 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.23047 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.562238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.584638 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),0.0791137 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.056753 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.110518 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.267582 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),0.0563513 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0744861 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.146259 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0659201 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.261999 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0423071 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.276416 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.44918 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.466549 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.192997 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0662853 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.152978 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0769516 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.255471 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0510044 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.198691 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.469829 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.470166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.462451 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.189152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),0.1795 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),0.099168 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.11166 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.111928 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.0780736 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),0.149012 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0393667 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0806851 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.208225 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.261732 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.549259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,6),-0.19416 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.131523 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.0549782 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.223085 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.258327 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.198367 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.303662 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.698221 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.231973 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.17888 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.114525 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.0287444 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.488786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.350771 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.086269 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.349009 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.176916 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.13398 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.140996 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.171767 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.19528 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.116943 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.609598 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.012698 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.049914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.117368 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.200722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.108515 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.399695 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.232248 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0874671 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.160634 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0888763 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.122103 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.326163 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.144243 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.533947 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.0496147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.28363 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.602897 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0745243 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.220437 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.398362 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.329718 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.111571 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.156966 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0852087 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.118435 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.140576 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.528708 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.328631 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.115914 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.12081 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.214671 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.121504 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.144194 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.533898 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.200722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,13),0.330729 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.116614 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.122908 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.215371 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.11976 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.326163 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.144243 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),0.533947 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.268332 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.291371 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.695186 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.234468 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.166589 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.102234 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),0.0317795 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.379635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.271355 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.0180952 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.243528 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.288937 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.141139 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0796423 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0336134 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.0779782 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.111695 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.120836 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),0.673728 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.0940494 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.0909116 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.124628 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.259486 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.654983 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.371692 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.128866 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.606377 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.238832 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.353274 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0283066 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0226097 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.80179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.154745 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.372062 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.131065 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.605937 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.240002 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.353419 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.362213 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0211442 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.00251544 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.801805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.155013 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.632271 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.45854 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.28235 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.34319 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.319144 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.778549 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.341511 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.633629 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.386825 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.171511 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0881261 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.541914 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.41421 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.90158 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.51503 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.592511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.655555 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.439252 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.415182 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.378258 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.46388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.146132 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.243358 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0416491 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0692703 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.127735 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.103962 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.697248 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.386172 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0540786 # DEPENDENCYPART_GRANDPAR
(12,1),(1,20),-0.191126 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0111304 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.366943 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0773494 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.643287 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0828914 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.364071 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.314806 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.0775886 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.208877 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0419359 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.195412 # DEPENDENCYPART_GRANDPAR
(12,3),(3,13),0.0273513 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.0435073 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.599517 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.116899 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.101371 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.667443 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.19788 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.208802 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.410371 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.146306 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.264924 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.411899 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0792455 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.674645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.148382 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.252339 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.299321 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-0.155313 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.64128 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.0818408 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.114928 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.327674 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.376994 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.219472 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0499536 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.20343 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.231573 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.625413 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0674559 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.096577 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.313479 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.360631 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0513271 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0212903 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.193144 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.176719 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.257303 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.551347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.0312561 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.119682 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.173343 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.337448 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.0397385 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.599517 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.116899 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0658488 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.214739 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.307303 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.662024 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.193983 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.188606 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.405658 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.565944 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.139548 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.293684 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0835227 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0744819 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.113618 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.674815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.149653 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.252497 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.300593 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.354252 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.518357 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.155483 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.240277 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.269404 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.418108 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.230112 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.664089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,4),-0.700889 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.318825 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.452163 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.378753 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.473017 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0141609 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.356221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.133441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.128235 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0505258 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0762512 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0884816 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.13164 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.00926099 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.103371 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.595539 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.365277 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.157406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),0.0757306 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0073863 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.357554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.267995 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.00883074 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0468586 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0725836 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0921492 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0129282 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.108611 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.266907 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0131739 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.118976 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0249533 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0890799 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.00931009 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.10342 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.473017 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.269006 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0138734 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.121075 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0256528 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0645334 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.13164 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.00926099 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.103371 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.83704 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.544823 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.809487 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.670968 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.496531 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.628125 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.487351 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.584367 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.391776 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.104898 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.503359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.227153 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.0677586 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0777487 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.13559 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.022692 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.14155 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0833398 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0262494 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.0864102 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0298797 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.134363 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.0388635 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0047691 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0152758 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.36723 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.319049 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.11177 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.138986 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.475027 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0512706 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.071543 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.070478 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.249728 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-1.11249 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.515821 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.112282 # DEPENDENCYPART_GRANDPAR
