# _root_ - oi , ez naute ni geroko ifernuek izutzen , orain honelako paradisuak dastatu ahal_izanez gero hemen - erantzun ohi nizun halakoetan .
#goldHeads=0,9,2,9,9,9,8,9,19,9,15,13,14,15,9,15,15,17,0,19,19,19,22,
#predictedHeads=0,0,2,9,9,9,8,9,0,9,12,13,14,15,19,15,15,17,0,19,19,19,22,
(18,19),(19,21),-0.152975 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.28678 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.0619581 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),0.353109 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),0.381831 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-0.779097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,7),-0.293617 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.488711 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.077444 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.232178 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.460557 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.0240026 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.0775201 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.280452 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.179545 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.219362 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.06874 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.101744 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.169539 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.221499 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.103933 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.230325 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.345071 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.202999 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.198924 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.477261 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.0299494 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.0623443 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.285297 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.378367 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.00811035 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.0368323 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.141682 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.0648706 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.76468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.390745 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.913499 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.419949 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.493424 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.0167218 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.14923 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.353109 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.381831 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.0332616 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.146339 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.245592 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.250351 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.131012 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.0794414 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.465383 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.10082 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.078226 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.342027 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.219362 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.488333 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.118471 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.0585284 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.148492 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.155307 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.192777 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.221499 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.081987 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.0127971 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.67007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,23),-0.123278 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.103933 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.230325 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.345071 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.202999 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.198924 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.477261 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.0548144 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.0321157 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.052929 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.136177 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.358725 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0368323 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.141682 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0648706 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.76468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.390745 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.913499 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.368641 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.345071 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.198924 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.477261 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.0548144 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.052929 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.136177 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.358725 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0694203 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.141682 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0648706 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.76468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.913499 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.474612 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.052013 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0807349 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0547366 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.0446608 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0243437 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.165067 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.768186 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.15979 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.64965 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.145184 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.45748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,19),-0.553984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-0.0932247 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.666882 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.108718 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.14896 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.490436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.0720895 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.138618 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.25532 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.17274 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.121341 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.208652 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.259973 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.197627 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.127879 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.0164942 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.322558 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.231058 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.249843 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.137472 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.217119 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.202363 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.227638 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.160316 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.195047 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.184258 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.0845809 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.072938 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.0827491 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.0413381 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.0876457 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.624439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),-0.33198 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.208652 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.159793 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.117481 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.20358 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.258424 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.183495 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0281371 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0164942 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.125073 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.0895731 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.135261 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.303557 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.322558 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.231058 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.249843 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.137472 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.217119 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.202363 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.184561 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.270819 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.223708 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.192617 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.168304 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.072938 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0827491 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0413381 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0876457 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.624439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.33198 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.41525 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.328007 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.137472 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.214835 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.201879 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.190483 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.276268 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.227294 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.190332 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.16782 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.16004 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.148397 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.188193 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.119016 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.624439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.33221 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.41525 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.136599 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.517981 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.0622313 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.210265 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),0.114701 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.16859 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.230623 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.0868037 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.864046 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.318766 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.302226 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.216529 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.161612 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.112204 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.09754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.39277 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.02606 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.368354 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.330707 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.499161 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.157561 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.213716 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),0.267714 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.271399 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.450801 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.0821979 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.172428 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),0.206904 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.172235 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.498076 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.0528111 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.0946339 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.105688 # DEPENDENCYPART_GRANDPAR
(22,13),(13,23),-0.350768 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.542267 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.288559 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.6144 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.0700247 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.290266 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.0656172 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.145516 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.126585 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.536865 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),0.32304 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.218423 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.469421 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.0973995 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.0719911 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),0.261577 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.43512 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.296281 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.622122 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.0610553 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.0688184 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.02811 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.0337829 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.17354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,8),-0.221887 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.444363 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.438583 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.271224 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.202846 # DEPENDENCYPART_GRANDPAR
