# _root_ ez zuen denbora asko behar_izan , ez zuen senitarteko askorekin hitzegin behar_izan , guztien arretaren iturria non zegoen zehazki asmatzeko .
#goldHeads=5,5,5,3,0,5,5,5,11,9,12,0,12,15,16,18,18,20,20,12,20,
#predictedHeads=5,5,5,3,0,5,12,12,11,9,12,0,12,15,16,18,18,12,20,12,20,
(16,20),(20,16),-0.310162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0953063 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.00304783 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0420183 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.118363 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.16152 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.013207 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.0501017 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0214644 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.279005 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.271941 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-1.0853 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.258496 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.472256 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.313868 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-1.01574 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.278368 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.284929 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),0.247156 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-0.126045 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.592916 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.141182 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.284222 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-1.06424 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.280196 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.244285 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.248984 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.387991 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.203704 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.536289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,21),0.00507979 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-1.08393 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.380865 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.0159063 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.675202 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.309465 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-1.06151 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.341126 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.0397952 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.425497 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.396985 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.212697 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.554934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.202334 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-1.07502 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.382903 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.0144838 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.309469 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-1.05261 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.343164 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.0412177 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.452458 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.363272 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.397163 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.212876 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.554934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.202458 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-1.09377 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.501947 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.538683 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.572709 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.388422 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.523406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.172156 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0371936 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.37108 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.405589 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.142224 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0688941 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.203704 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.536289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.12274 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),0.00507979 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.327507 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.369673 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.404182 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.138994 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.371689 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.536294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.122745 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.12606 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),0.00507485 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.0827177 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),0.17564 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.00864753 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.293025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0307774 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.331811 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.724242 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.231971 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.906439 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.550759 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.518424 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.685787 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.183071 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.678869 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.719113 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.551801 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.207159 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),0.0121024 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.172185 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.0314858 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.331165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.115955 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.286151 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0563788 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.100756 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.06911 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0994778 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.204498 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.147398 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.683832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.241692 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.127102 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.0563788 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.100756 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.0695249 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0300598 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.147194 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.683832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.37254 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.241692 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.141699 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0827306 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0617215 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.105706 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.00652831 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0490753 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0130053 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.105003 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0575087 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.718732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.424652 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.454264 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.277298 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.332987 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.298987 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.311564 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.393523 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.279574 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.291615 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.337937 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.195891 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.290447 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.297787 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.207335 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.290598 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.14452 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.421635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0909038 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.838863 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-1.26329 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.0874075 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.193221 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.277057 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-1.20866 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),0.208088 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.0668158 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.0579765 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-0.71756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,1),-0.716879 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.501005 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.806766 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-1.22823 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.477845 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.265139 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.250344 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.584614 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-1.09319 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.294533 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.315571 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.23946 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.112312 # DEPENDENCYPART_GRANDPAR
(20,5),(5,16),-0.0379921 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-0.807337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,2),-1.27372 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.369963 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),0.171709 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),0.0197586 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.0992277 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.827469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,3),-0.552066 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.137451 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.27674 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.269559 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.167934 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.651527 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-1.16742 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.211037 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.145244 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.0550278 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.0578927 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.0164271 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.103231 # DEPENDENCYPART_GRANDPAR
(20,9),(9,21),-0.0897184 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.713739 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.51991 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.273028 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-1.2259 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.469033 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.262332 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.36605 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.607322 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-1.12354 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.243747 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.052602 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.249784 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.104794 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.0304743 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.0138125 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.80129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,2),-1.22823 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.477845 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.265139 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.612937 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-1.12587 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.252559 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.0497947 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.325284 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.248577 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.112312 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.0379921 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.0130397 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.807337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,8),-1.17136 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.319882 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.243558 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.10257 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.17689 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.25186 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.827469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,13),-0.0154092 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.223733 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.143154 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.166167 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.137584 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0164271 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.103231 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.112609 # DEPENDENCYPART_GRANDPAR
(20,15),(15,21),-0.0897184 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.255612 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.224174 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.143595 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.166633 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0770151 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.103014 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.112596 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.717522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.0897243 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.129202 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.448588 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.22635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.305672 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.226567 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.222216 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.160487 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0490603 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0268015 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0501464 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.138125 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.869892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,15),-0.178279 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.103961 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0769906 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.783546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.176976 # DEPENDENCYPART_GRANDPAR
