# _root_ pisu baten erosteko , beren seme-alaben ikasketen pagatzeko edo erretreta gehigarri baten segurtatzeko erabil daiteke , ministerioak eman zituen adibideen_arabera .
#goldHeads=3,1,9,3,6,7,8,9,14,13,10,10,9,0,14,15,18,20,18,14,20,
#predictedHeads=3,1,9,3,6,7,8,9,14,13,10,10,14,0,14,15,18,20,18,14,20,
(8,13),(13,17),-0.642591 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.520145 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.43075 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.637387 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.486294 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.378201 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.5191 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.641465 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.313462 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.0943173 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.758558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.288094 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.396922 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.542328 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.743297 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.309859 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.404705 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.508944 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.622395 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.513887 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.417242 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.617192 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.366244 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.498696 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.759728 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.554648 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.528703 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0326328 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0583325 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.400322 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.659458 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.520006 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.473128 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.384026 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.645257 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.300295 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.0811509 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.763126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.307434 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.415954 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.568083 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.762996 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.314427 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.397683 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.388287 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.591247 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.697112 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.45363 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.690003 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.681576 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.749297 # DEPENDENCYPART_GRANDPAR
(8,20),(20,9),-0.274535 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.421599 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.130725 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.221668 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.590255 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.634183 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.297436 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.535711 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.374446 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.112293 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0440367 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.134973 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0357664 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.135289 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0697129 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.00758751 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.305216 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0814022 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.239882 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.184206 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.245596 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.109696 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.419614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.100161 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.230625 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.277954 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.369987 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.143304 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.59812 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.665925 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.597622 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.275275 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.271596 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.288931 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0276987 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.345845 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.273617 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.277608 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.242621 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.371971 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.168954 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.135289 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0330317 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.345845 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.273617 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.277608 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.242621 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.112339 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.251383 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.357112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.221981 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.168954 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.135289 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0151342 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.305216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.281144 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.233716 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.223427 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.165999 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.228209 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.419614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.100161 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.230625 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.128773 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.277954 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.369987 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.143304 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.110323 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.59812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.665925 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.597622 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.0743799 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.163615 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.151245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0743853 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.114523 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.000935466 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0225153 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0704814 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.224309 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.101292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.153917 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.0925273 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.191424 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.140095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.589259 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.167977 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.551026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.409276 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.550998 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.128281 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.482955 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.25759 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.1962 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.256652 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.205665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.541535 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.00757107 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.122661 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.110625 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0904028 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.251674 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0193852 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.337277 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.456062 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.173212 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.40929 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.550998 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.128281 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.482955 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.257604 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.196214 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.256652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.208009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.540025 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.00611804 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.121218 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0869417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0929031 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.246859 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0134913 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.338073 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.453561 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.167318 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.267629 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.175568 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0364328 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0969532 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.316611 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.230081 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.138046 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0635703 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.152932 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.30309 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.551191 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.221378 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.101292 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.403795 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.559889 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.489739 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.252109 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.19072 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.265543 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.185619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.592947 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0230327 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.144911 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.134333 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0499848 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.147559 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.118091 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0494125 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.44208 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.196122 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.151245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,11),0.185047 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.230081 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.138046 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.152932 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.124492 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0592364 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.458147 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.101292 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.798033 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.857167 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.268217 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.159234 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.274332 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.414472 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.121512 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.133253 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.822463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.280722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.529277 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.642772 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.78117 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.273846 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.151193 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.262018 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.250835 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.228868 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.116997 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.842234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.289627 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.497533 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.582916 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.650019 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.630169 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.419063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.67146 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.60429 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.650642 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.640949 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.688845 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.171709 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.157561 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.249008 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.227045 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0190715 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.810237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.24161 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.47469 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.55815 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.625253 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.389704 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.567732 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.647543 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.618645 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.686691 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.66842 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.343794 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.39362 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.449007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.24076 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.459623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,1),-1.14137 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.57581 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.489285 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.51835 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.745741 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.727471 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.423586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.454915 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.502463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0606332 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.209346 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.351342 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.435844 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0809701 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.101126 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.379557 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.417099 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.152039 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.256968 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0359709 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.203742 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.349514 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.404112 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0378191 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.104922 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.320181 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.251511 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.349323 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.48937 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.3073 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.345116 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.428245 # DEPENDENCYPART_GRANDPAR
(10,20),(20,11),0.162769 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.0378191 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.104922 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.251511 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.154289 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.119117 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.28117 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.345116 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.301625 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.297699 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.231583 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.028691 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.192958 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.154435 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.814028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.479233 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.306958 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.297699 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.231583 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.028691 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.192958 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.248099 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0212555 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.115987 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0309647 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.814028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.479233 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.253729 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.255023 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.240722 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0377069 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.192929 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.19019 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.173094 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0755935 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0280493 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.813366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.438955 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.501405 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.389177 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.387711 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.175842 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.396024 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.446749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.751908 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.243682 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.22646 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.192702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0133643 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.180141 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.163047 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0906233 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.052345 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.786408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.435391 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.502897 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.39067 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.164267 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.729972 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.398326 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.717415 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.229254 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.127595 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.147106 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.814028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.479233 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.47237 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.388095 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.72019 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.707633 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.186379 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.246147 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.393339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0683298 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.125022 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0648998 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.45394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.310192 # DEPENDENCYPART_GRANDPAR
