# _root_ honi oxidazio-prozesu bat eta , ondoren kondentsazioko beste bat jarraikitzen bazaio , hortik konposatu kimiko edo eraldaketaren produktu mugatu bat sortuko da .
#goldHeads=10,10,2,21,4,10,10,9,10,4,10,11,21,16,14,21,18,16,18,18,0,21,22,
#predictedHeads=10,4,2,0,4,10,10,7,7,21,10,11,21,16,14,18,16,21,18,18,0,21,22,
(10,4),(4,6),0.234052 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.371383 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.445663 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.55606 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.752722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,14),-0.278372 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.154601 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.538477 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.448832 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.275368 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.311772 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.54052 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.243831 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.108954 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0636019 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.159843 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.375934 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.0768459 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0519297 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0295286 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0685829 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0890757 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0393226 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.145478 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.521994 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.70369 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.149055 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.263636 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.201869 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.317949 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.508061 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.626514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,6),0.242451 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.350259 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.821864 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.0134398 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.293142 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.205909 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.107903 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0661057 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.0940565 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.151295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0475484 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.106697 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.0571863 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.448484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.099898 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0418345 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.218271 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.128625 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.346305 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.298843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.106439 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.047041 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0265607 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.144618 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.109787 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0201419 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0724534 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.040358 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.0533438 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.0231405 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.021975 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.162299 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.118919 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0953267 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.386676 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.15734 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.0305624 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.00187816 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.271241 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.387875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0534847 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.0936125 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0342064 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.13057 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0584621 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0267567 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0628886 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0634614 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.058823 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.0352849 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.184711 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0113712 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.152864 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0201419 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.0724534 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.040358 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.350915 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.0231405 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.0391234 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.298843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.106439 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.047041 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.184711 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0113712 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.152864 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0753943 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.0724534 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.040358 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.350915 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.0231405 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.382935 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.150533 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.314584 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.0117346 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),0.00186285 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),0.225925 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.518506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.0707956 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.103469 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0458069 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.105024 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.135644 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.108111 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.155081 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0654356 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.16019 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.0831578 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.344283 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-0.382939 # DEPENDENCYPART_GRANDPAR
(10,21),(21,4),-0.150537 # DEPENDENCYPART_GRANDPAR
(10,21),(21,5),-0.314588 # DEPENDENCYPART_GRANDPAR
(10,21),(21,6),-0.0117387 # DEPENDENCYPART_GRANDPAR
(10,21),(21,7),0.00185869 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),0.22592 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.518957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),0.0723418 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),0.106802 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.0407882 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.111155 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.130417 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.109655 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.14895 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.0593047 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.0327985 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.114643 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.339253 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),0.119991 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.00289609 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.080595 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.0547354 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.0143271 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.156657 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.537119 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.202531 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.13881 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0306324 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.20171 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0391392 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0127712 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.812212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,20),-0.436563 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.12057 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.180747 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0386559 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.345709 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.592969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),-0.339517 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.57962 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.332292 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.198394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.228887 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.616036 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.360893 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.764234 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.383419 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.364832 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.373022 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.356327 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.358706 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.605887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.211971 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.171144 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0669166 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.232178 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.508861 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.253718 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.487203 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.183818 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.478519 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.802011 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.401224 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.262094 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.373236 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.410799 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.302628 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.358385 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.430457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.232619 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.103101 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.00924371 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.226187 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.0667424 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.396393 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.14125 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.450212 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.128946 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.456225 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.01153 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.134116 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.185103 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.174883 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.097301 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.153293 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0144353 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.207601 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0205123 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0195238 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.344218 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.46591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.268999 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.358858 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.234387 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.229614 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.445582 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.426049 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.354936 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.405559 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),0.138657 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.25767 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0920083 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.411837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.238409 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.202622 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.343358 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.0570557 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0099975 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0221577 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0922611 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.186225 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.11001 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.101176 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.206767 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.163727 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.191054 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.114794 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),0.0542731 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.323479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.0141523 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.00568849 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.0914361 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.0592938 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0924128 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0728793 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0222525 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0801311 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.296881 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.104417 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.120429 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.155258 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.177707 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.0915748 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0531135 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.17618 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0625283 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.15636 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.131381 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.286083 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.000625586 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.705216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.455107 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.368923 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.384709 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.444137 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.559364 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.384727 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.421743 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.473332 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0436835 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.120217 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.340122 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.420242 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.324318 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.23662 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.180909 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.410764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.1049 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.169534 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.169551 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.284778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.149478 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.25622 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.180373 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.139606 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.0436281 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.00556259 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.10628 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.284778 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.149478 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.25622 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.315972 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.139606 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.262081 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.23662 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.180909 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.410764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0436281 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.00556259 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.10628 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0326581 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.149478 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.25622 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.315972 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),0.139606 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.154933 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.38115 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.166833 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.32768 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.29806 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.22398 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.168803 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0178701 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.17093 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.197633 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.232029 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.157897 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0702893 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.193552 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.23324 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.821047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.201929 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.440482 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.521385 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.552411 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.631745 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.561556 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.521118 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.170654 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.340536 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.153345 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.533476 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0934531 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.00580809 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.707798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.408135 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.439162 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.089231 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.427883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.217504 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0732419 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.787764 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.368826 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.369667 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.687337 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.3941 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.370049 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.476186 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.347632 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.0175843 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.363616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.252646 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0204053 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0514316 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.215716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0304053 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.154049 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.375617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.25086 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.124844 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.20844 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.314239 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0767478 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.418863 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.321624 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.390588 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.343736 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.302779 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.0335389 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.375617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.25086 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.124844 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0759544 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.314239 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0767478 # DEPENDENCYPART_GRANDPAR
