# _root_ era_berean , beti erabiltzeko prest edukiko dituen goiz , eguerdi eta gauerako opari ekitaldietarako beharrezko gaiak zainduko ditu lorategian .
#goldHeads=0,1,6,5,6,16,6,11,8,11,14,11,14,16,16,17,0,17,17,19,
#predictedHeads=17,1,4,6,6,8,6,11,8,11,17,11,14,16,16,17,0,17,17,19,
(8,6),(6,5),0.0787214 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),1.48515 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.901155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.287568 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.630082 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.519752 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.506003 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.577634 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.695274 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.484126 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.80054 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.79371 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.625739 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.675242 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.187098 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0670923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.854063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,4),-0.113743 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.164163 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.935198 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.453268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.313193 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.569554 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.360585 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.140604 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.455724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.120025 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.162032 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.18552 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.336354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.41037 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.197697 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.139423 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.136298 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.189843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.925624 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.433015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0662394 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.161943 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.015554 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0871854 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.204825 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0138931 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.310091 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.411707 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.187025 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.184652 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.140667 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.233684 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.351303 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.18552 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.529754 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.336354 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.175203 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.455726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.120031 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.184654 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.140669 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0605741 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.351423 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.185616 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.456689 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.529799 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.337141 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.429409 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.116465 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.216917 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.141251 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.155338 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.191671 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.927625 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.560715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),-0.2893 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.147417 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.165221 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.239754 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.354492 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.138949 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.459758 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.43816 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.177206 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.38788 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.140672 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.249859 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.0234672 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.355125 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.248626 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.334129 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.336354 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.122353 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.054106 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0420945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.00791127 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.245905 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.283092 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.176182 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.417318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.333034 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.364432 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.451678 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.426671 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.448183 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.42722 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.430221 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.380024 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.139903 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.445124 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.123646 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0519002 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0430206 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0305311 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0429774 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.283427 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.178058 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.417318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.3325 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.364432 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.451144 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.426137 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.447649 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.42722 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.429687 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.380024 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.139903 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.444591 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.134932 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0289106 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.22758 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.158367 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.117927 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.096563 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.098723 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0771553 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.259023 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.150951 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.242513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.174224 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.270181 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.292868 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.267861 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.260732 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.286314 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.189893 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.0205952 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.0109141 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.203613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.0360483 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.221181 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.0928964 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.356835 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.201984 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.292129 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.258944 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.275168 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.0986965 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),0.00955553 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.16919 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.015236 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0304756 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.103408 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.081304 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0999135 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.103692 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0819514 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.00420759 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0946789 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.267716 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0221428 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0241992 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0526074 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0421613 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.104123 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.0631662 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.0928964 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.41879 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0395151 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.249296 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.171535 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.214637 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0744189 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.114361 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.193273 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.876405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.442915 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.496834 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.526838 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.656428 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.524699 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.704604 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.747824 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.568284 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.835101 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.532816 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0456318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.38265 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.156953 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.325679 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.108225 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.503164 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.210646 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.856646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.411181 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.477076 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.507079 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.696756 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.815342 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.41101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.244519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.195109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.480188 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.137726 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.795221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,17),-0.720316 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.753917 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.430974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0638305 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.182888 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.312457 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.226093 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.4723 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.323064 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.105288 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.135291 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.264882 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.257063 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.331001 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.211846 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.296145 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.094917 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.216907 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.432973 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.295928 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.00119175 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.035221 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.20081 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0092068 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.203242 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0786974 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.463985 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0881943 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.101668 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.190194 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.645612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.325047 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.467532 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.722292 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.590595 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.81137 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.59279 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.234325 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.887207 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.149396 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.464698 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.175327 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.000907655 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.0336704 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.202141 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0100226 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.383524 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.154954 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.46663 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0871383 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0991631 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.189138 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.645612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.324514 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.466998 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.721759 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.590595 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.810836 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.59279 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.234325 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.886673 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.389059 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.198761 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.159485 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.117595 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.204274 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.186955 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.482855 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.292219 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.227911 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.645057 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.146393 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.28401 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.520356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.12512 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.267604 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.444378 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.687279 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.550664 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.505878 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.250252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.63014 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.00162357 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.21108 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.510452 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.686246 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.227911 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.10075 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.186562 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.12512 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.465086 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.550664 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.161731 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.317734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0919509 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.161813 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.255694 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.138169 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.277831 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.35983 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.263388 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.0348341 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.161731 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.317745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.32061 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.161912 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.255735 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.25099 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.138183 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.278591 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.285864 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.161731 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.317734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.320621 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.178024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.255694 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.25089 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.260198 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.138169 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.329361 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.277831 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.20553 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0630456 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.191715 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.292215 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.285864 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.35983 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.447848 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.412088 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.263388 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.0348341 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.161731 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.317734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.320621 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.178024 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0766236 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.167082 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.260198 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.138169 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.329361 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.277831 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.408671 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.555504 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.483188 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.815447 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.570661 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.5605 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.787399 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.462782 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.361125 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.365448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.227459 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0820718 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.169786 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.326242 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.258864 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.125328 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.244589 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.285864 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.317734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,14),-0.0766303 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.167082 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.165708 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0101483 # DEPENDENCYPART_GRANDPAR
