# _root_ lau euskal_herritar horiek 1996an epaitu zituzten , eta sei urteko zigorra ezarri zieten , etari laguntza ematea leporatuta .
#goldHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
#predictedHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
(12,18),(18,10),-0.245313 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.0332851 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.505302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.320771 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0378687 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0315202 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0998699 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.144348 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.373429 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.422792 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.0818636 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.292881 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0353592 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.271384 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.244879 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.632113 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.15056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-1.16591 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.12788 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.330194 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.38992 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.113335 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.293596 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.028439 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.273276 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.281583 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.761001 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.163956 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.15056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.22349 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.16606 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.12802 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.421173 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.670503 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.330189 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.528695 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.931322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.988355 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.304934 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.553669 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.498009 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.509242 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.02095 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.956484 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.487288 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.0505389 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.834288 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.232233 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.481319 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.176505 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.679683 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.311606 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.395151 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.53808 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.529717 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.32586 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.530735 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.08633 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.02331 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.541375 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.77627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.013511 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.827516 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.799119 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.559585 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.202973 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.679177 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.311603 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.394645 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.538067 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.32586 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.530416 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.08583 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.02281 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.541361 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.777104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.0141026 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.839827 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.811431 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.154008 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.201546 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.127908 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.213565 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.0728837 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.0777461 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0300939 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0117808 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0365853 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.173895 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0323401 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.000220345 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.264263 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.539075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.528889 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.538804 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.32628 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.282564 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0273236 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0527193 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.485001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.47036 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.264549 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.219738 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.149875 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.328333 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.235094 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.210377 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.0577575 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.326468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0575735 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0303555 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0742013 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.134564 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.256877 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.396664 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.434398 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.221502 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.177778 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.239393 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.244445 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.39431 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.37104 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.17631 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.00472553 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.395807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.161704 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.182787 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0136216 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.141718 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.256371 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.396661 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.433892 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.221489 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.239393 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.244126 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.393804 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.370533 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.176297 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.00472566 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.396458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.174042 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.195125 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0239129 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.140368 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.600158 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.930817 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.812561 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.601522 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-1.45539 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.119772 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.16916 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.00896644 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.692008 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.817777 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.931308 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.16762 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.97843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.346374 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.521827 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.543573 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.518547 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-1.32205 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.261762 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.493349 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.51405 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.39549 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.301407 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.18098 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.31176 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.690707 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.278085 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.532831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.208222 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.227406 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0625751 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.250697 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.493438 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.760131 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.558198 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-1.55254 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.307394 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.101221 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.254292 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.386158 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.20835 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.318378 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.752701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.502366 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.51644 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.327764 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.448201 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.610733 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.783724 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.579818 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.180302 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.129028 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.037509 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.405278 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-1.39067 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.0738812 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.722841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,19),-0.253204 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.608232 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.879261 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.616013 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.206345 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.162048 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.140831 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.314162 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.194522 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-1.38978 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.37085 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0680559 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.723612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.454001 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.468449 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.253673 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.460815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.826238 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.325315 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.614847 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-1.54077 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.202486 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.121093 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.107027 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.196057 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.326265 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-1.16271 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.349455 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.162075 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.746043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.505006 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.520485 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.513509 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-1.55413 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.661313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.476325 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.49076 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.42464 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.192096 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.721132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,2),-0.978364 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-1.07551 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.839839 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.928124 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.73501 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.54482 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.378165 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.699868 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.835853 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.735668 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.69838 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.534376 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.509443 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.403682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.219291 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0997932 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.977778 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.07547 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.839253 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.92807 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.54478 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.377806 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.699282 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.835267 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.735614 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.69834 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.534336 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.508856 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.414962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0879007 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0921268 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.0242674 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.3396 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.0604209 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.242781 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.65699 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.0727723 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.352763 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.165543 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.142675 # DEPENDENCYPART_GRANDPAR
(17,3),(3,18),-0.248464 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.397126 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.181472 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.199358 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.382751 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.516085 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.18886 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.318858 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.239056 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.299003 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.153003 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.225661 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.750379 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.0126308 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.567197 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.824365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.287452 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.295412 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.158447 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.316124 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.861428 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.421521 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.623839 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.146687 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.112803 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.38923 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.0916068 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.167548 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.367403 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.662074 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.225621 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.205537 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.261335 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.171562 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.100208 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.0639717 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.597944 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.913126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.374756 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.205084 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.113725 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.318682 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.119837 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.281056 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.123403 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.192633 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.901633 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.183993 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.667932 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.0715397 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.120419 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.120337 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.290033 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.0776252 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.259856 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.137927 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.100261 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0316109 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.897284 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0306183 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.193994 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.677933 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.735179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.197234 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.0714185 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.170323 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.203913 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.371448 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.411438 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.562134 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.144871 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.310608 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.225458 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.221595 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.251473 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.750796 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0155712 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.140278 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.56002 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.824927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.288013 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.341147 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.109425 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.017993 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.585395 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.81796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.279885 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.211016 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.862161 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.791244 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.844647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.306689 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0947631 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0879009 # DEPENDENCYPART_GRANDPAR
