# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=10,4,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
(18,14),(18,23),-0.00342266 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0127199 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.00139335 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0868117 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0901351 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.113318 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.02362 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00593573 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00593573 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00593573 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0232719 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.00593573 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0213909 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0151203 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0197349 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0222403 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0062471 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0062471 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0062471 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.020072 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0062471 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0177991 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.00311203 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00388016 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00835936 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00835936 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00835936 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00904264 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.00835936 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.00710627 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0328222 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.085102 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.085102 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.085102 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0818031 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.085102 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0782724 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.238251 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0165484 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0165484 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0217762 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0165484 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0204201 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0254077 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0165484 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0217762 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0165484 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0204201 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0254077 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0217762 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0165484 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0204201 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0254077 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0494455 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.029388 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.00982258 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0204201 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0254077 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.00982858 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.039878 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0399338 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0160439 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0457805 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.012718 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0700095 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0457946 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0179828 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.00185597 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.00185597 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.0452809 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.106926 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.012718 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0701331 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0447058 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0179787 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.000666955 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.000666955 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0453529 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.10504 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.029213 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.105327 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0568885 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0562268 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0562268 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.00228237 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0201619 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.126323 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0688978 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0227569 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0227569 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0919083 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0206978 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0180699 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00132251 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00132251 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0473467 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.108671 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0290677 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0290677 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.00680416 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0251416 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0073091 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0142149 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.00352959 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0142149 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.00352959 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0481941 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.105327 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0568885 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.115615 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0562268 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0388394 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.00228237 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0201619 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0180699 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0262309 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.00132251 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.017937 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0473467 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.108671 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0174765 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0290677 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0290096 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00680416 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0251416 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00848127 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0146898 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0425771 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0333623 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0359751 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0142149 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.00352959 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0371292 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0198222 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0481941 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0262286 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0262286 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0172719 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.00132207 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0473467 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.108671 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.024374 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00784008 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0135252 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.00637788 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0424103 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.0331955 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0275801 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0135252 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00637788 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0424103 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0331955 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0275801 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0089303 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0371292 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0198222 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0712236 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0142149 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00352959 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0887528 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0481941 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.133012 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0430112 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.00101641 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0735099 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.023774 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.00440202 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0735099 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.00681549 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0176773 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.00421761 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.018898 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0329902 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0329902 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0366627 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0206588 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0473253 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.010476 # DEPENDENCYPART_SIBL
(23,9),(23,27),0.0137011 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.087739 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0390275 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0323771 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.087739 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.00347941 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0124865 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0325095 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0340479 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0188663 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0188663 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0225388 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.00560118 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0285708 # DEPENDENCYPART_SIBL
(23,10),(23,26),0.00363922 # DEPENDENCYPART_SIBL
(23,10),(23,27),0.0872945 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.125284 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.099967 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.13427 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0907806 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.115264 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.100099 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.069023 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.176128 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.176128 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.1798 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.00862478 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0282561 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.0179091 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0124264 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0156472 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0247172 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0374196 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.00694981 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0155147 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0346957 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0474463 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0474463 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0437738 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0140658 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0347345 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0107065 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.0453907 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0861771 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.00167123 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.010739 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.02877 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0324779 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0167664 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0167664 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0204389 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.00366729 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0327968 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.000101903 # DEPENDENCYPART_SIBL
(23,14),(23,27),0.0791314 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0907806 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.115264 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.100099 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.069023 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.176128 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.176128 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.1798 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.00862478 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0282561 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0179091 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0124264 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0256547 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0365072 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0426371 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.122762 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.122762 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.135616 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0105445 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0152126 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.00762903 # DEPENDENCYPART_SIBL
(23,16),(23,27),0.0175261 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0254899 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0301929 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0254847 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0254847 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0218122 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0134828 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0313242 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0050255 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.0338834 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0344229 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0222833 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0222833 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0259558 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00529144 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0311645 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.00130412 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0840372 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0161381 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0161381 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0198106 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0231984 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0370424 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0317811 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0718068 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0368195 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.040492 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0323336 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0520982 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0151477 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.00892982 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.040492 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0323336 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0520982 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0151477 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.00892982 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0323336 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0520982 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0151477 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.00892982 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0032408 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0160609 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0210363 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0277805 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0163717 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0175157 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.00783131 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.00783131 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0245073 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0425771 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.02066 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0333623 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0274133 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.00783131 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0245073 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0425771 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.02066 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0333623 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0274133 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0245073 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0425771 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.02066 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0333623 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0274133 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0795093 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0386634 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.119108 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.01083 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0882397 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0481941 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.133012 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0216523 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0694 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0430112 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.00343968 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.0267269 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.0267269 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.00902356 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.0267269 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.0117787 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.0117787 # DEPENDENCYPART_SIBL
(25,17),(25,23),9.99402e-05 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0117787 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.00131477 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0126355 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00131477 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0126355 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.00131477 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0142303 # DEPENDENCYPART_SIBL
(26,1),(26,2),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,4),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,6),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,7),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,8),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,9),0.0196047 # DEPENDENCYPART_SIBL
(26,1),(26,10),-0.0030266 # DEPENDENCYPART_SIBL
(26,1),(26,12),-0.0698289 # DEPENDENCYPART_SIBL
(26,1),(26,13),-0.0175491 # DEPENDENCYPART_SIBL
(26,1),(26,14),0.00239183 # DEPENDENCYPART_SIBL
(26,1),(26,15),-0.0698289 # DEPENDENCYPART_SIBL
(26,1),(26,16),0.0124439 # DEPENDENCYPART_SIBL
(26,1),(26,17),-0.0114524 # DEPENDENCYPART_SIBL
(26,1),(26,18),0.00220742 # DEPENDENCYPART_SIBL
(26,1),(26,19),-0.0152071 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,21),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,22),-0.0226491 # DEPENDENCYPART_SIBL
(26,1),(26,23),0.0002685 # DEPENDENCYPART_SIBL
(26,1),(26,24),-0.0208128 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.0311239 # DEPENDENCYPART_SIBL
(26,1),(26,27),0.0154217 # DEPENDENCYPART_SIBL
(26,1),(26,28),0.00869974 # DEPENDENCYPART_SIBL
(26,2),(26,4),-0.0208128 # DEPENDENCYPART_SIBL
(26,2),(26,6),-0.0208128 # DEPENDENCYPART_SIBL
(26,2),(26,7),-0.0208128 # DEPENDENCYPART_SIBL
(26,2),(26,8),-0.0208128 # DEPENDENCYPART_SIBL
(26,2),(26,9),0.0196047 # DEPENDENCYPART_SIBL
(26,2),(26,10),-0.0030266 # DEPENDENCYPART_SIBL
(26,2),(26,12),-0.0698289 # DEPENDENCYPART_SIBL
(26,2),(26,13),-0.0175491 # DEPENDENCYPART_SIBL
(26,2),(26,14),0.00239183 # DEPENDENCYPART_SIBL
(26,2),(26,15),-0.0698289 # DEPENDENCYPART_SIBL
(26,2),(26,16),0.0124439 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.0114524 # DEPENDENCYPART_SIBL
(26,2),(26,18),0.00220742 # DEPENDENCYPART_SIBL
(26,2),(26,19),-0.0152071 # DEPENDENCYPART_SIBL
(26,2),(26,20),-0.0208128 # DEPENDENCYPART_SIBL
(26,2),(26,21),-0.0208128 # DEPENDENCYPART_SIBL
(26,2),(26,22),-0.0226491 # DEPENDENCYPART_SIBL
(26,2),(26,23),0.0002685 # DEPENDENCYPART_SIBL
(26,2),(26,24),-0.0208128 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.0311239 # DEPENDENCYPART_SIBL
(26,2),(26,27),0.0154217 # DEPENDENCYPART_SIBL
(26,2),(26,28),0.00869974 # DEPENDENCYPART_SIBL
(26,4),(26,6),-0.0208128 # DEPENDENCYPART_SIBL
(26,4),(26,7),-0.0208128 # DEPENDENCYPART_SIBL
(26,4),(26,8),-0.0208128 # DEPENDENCYPART_SIBL
(26,4),(26,9),0.0196047 # DEPENDENCYPART_SIBL
(26,4),(26,10),-0.0030266 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.0698289 # DEPENDENCYPART_SIBL
(26,4),(26,13),-0.0175491 # DEPENDENCYPART_SIBL
(26,4),(26,14),0.00239183 # DEPENDENCYPART_SIBL
(26,4),(26,15),-0.0698289 # DEPENDENCYPART_SIBL
(26,4),(26,16),0.0124439 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.0114524 # DEPENDENCYPART_SIBL
(26,4),(26,18),0.00220742 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.0152071 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.0208128 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.0208128 # DEPENDENCYPART_SIBL
(26,4),(26,22),-0.0226491 # DEPENDENCYPART_SIBL
(26,4),(26,23),0.0002685 # DEPENDENCYPART_SIBL
(26,4),(26,24),-0.0208128 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.0311239 # DEPENDENCYPART_SIBL
(26,4),(26,27),0.0154217 # DEPENDENCYPART_SIBL
(26,4),(26,28),0.00869974 # DEPENDENCYPART_SIBL
(26,6),(26,7),-0.0208128 # DEPENDENCYPART_SIBL
(26,6),(26,8),-0.0208128 # DEPENDENCYPART_SIBL
(26,6),(26,9),0.0196047 # DEPENDENCYPART_SIBL
