# _root_ haren ustez , euskal_gizarteak aldaketa edo alternatiba bat eskatzen du gobernuan , eta hori ppk bete behar_du .
#goldHeads=2,9,2,9,6,9,6,7,13,17,9,11,0,16,17,17,13,17,
#predictedHeads=2,9,2,9,6,9,6,7,13,9,9,11,0,17,17,17,13,17,
(12,13),(13,15),-0.176566 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.05723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0656794 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.499516 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.169069 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.331598 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.495332 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.472509 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.336709 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.399003 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.154945 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.0139836 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.207239 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.42426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.0706833 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.154421 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.195627 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.164716 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.186149 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.171393 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.494923 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.472101 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.336694 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.398594 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.387575 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.154022 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.01365 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.20683 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),-0.07521 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.14948 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.176019 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.11928 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.190331 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.317335 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0394228 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0130559 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.153644 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0501344 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0287134 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.0234633 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.0954617 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.138365 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.132232 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0922681 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.104925 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.120714 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0867865 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0883991 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.1374 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.130975 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.218675 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.104826 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.117562 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0907151 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.413335 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.570915 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.151046 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.096268 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.126231 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.000243446 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.127345 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0865528 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0199029 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0468683 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.20092 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.466616 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.545214 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.0545768 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.394834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,16),0.0924174 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.276901 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0941002 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.133593 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.00613809 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0800643 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0867903 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.409291 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.572154 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.683485 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.316147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.163697 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.151046 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),0.173693 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.23128 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.16637 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0473705 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0161767 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.0157266 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.294378 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.121968 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.289071 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0653313 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.209541 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.101944 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0264254 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.711288 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.577393 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.00292311 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.443237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.367882 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),0.0662454 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.302901 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0539612 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.699341 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.342097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.183983 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0941009 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.139167 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.0800636 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0355278 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.119126 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.140201 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.479971 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0507024 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.316147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.106876 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.163697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),0.218376 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.151046 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),0.173693 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.116392 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.505189 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.497804 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.359967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),0.15229 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.217119 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.0922794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.442906 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.243164 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.130278 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.405462 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.356627 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.157117 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.217769 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.342614 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.556214 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.182764 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.525161 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.187102 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),0.331383 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),0.0430267 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.260244 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.164546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.316106 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.188548 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.125025 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.442593 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.159963 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.342727 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.556328 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.183271 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.525274 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.33748 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.186577 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),0.331187 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),0.0429132 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.152896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.341489 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.230222 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.550597 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.435373 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.199276 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.432688 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.321137 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.243477 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0854072 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.242763 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.509431 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0864401 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.593797 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0453903 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.394244 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.794354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.82726 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.443192 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.334623 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.468988 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.684782 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.486486 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.745953 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.667697 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.343917 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.66808 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.403827 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.811155 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.470557 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.577659 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.283822 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.596183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.48998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.108409 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0641143 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.045263 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.580386 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.462717 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.372902 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.782478 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.372303 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-2.21364 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.228211 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0261081 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.256783 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.1634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.487307 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.628995 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.27021 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.461365 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-2.17523 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.498781 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0236627 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.510878 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.652554 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.185868 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.686633 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.523135 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.3599 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.856754 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.671067 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.716405 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.679262 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-2.31501 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.816218 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.395761 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.352984 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.60974 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.848567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.385367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.116989 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.431661 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.539398 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.211916 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.368378 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.159702 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.0745251 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.211997 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.205783 # DEPENDENCYPART_GRANDPAR
(16,3),(3,17),-0.568661 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.472416 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.391385 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.197818 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.168313 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0673891 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.217078 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.269554 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.451142 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.381335 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.187983 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.324262 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0640784 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.216933 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.263275 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.334282 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.448371 # DEPENDENCYPART_GRANDPAR
(16,5),(5,17),-0.458735 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.538149 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.321991 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.242364 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.299375 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0979063 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.26623 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.393582 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.42685 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.422588 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.188455 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.361983 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.190113 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.807529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.594872 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.471854 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.197256 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.139266 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0411555 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.268373 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.339423 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.448229 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.138547 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.166192 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.237794 # DEPENDENCYPART_GRANDPAR
(16,7),(7,17),-0.458735 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.116855 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.597966 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.351258 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.270697 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.360034 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.172563 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.108263 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.219309 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.464801 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.30404 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.205976 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.337864 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.267797 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.174269 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.766746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.553797 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.457023 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.182384 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.250358 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.192969 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.472413 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.392499 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0417142 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.192063 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.358381 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.392047 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.38568 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.358397 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.166192 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0456823 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.237794 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.67119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.458735 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.116855 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.514992 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.393607 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.146667 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0687083 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.781139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.568661 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.569868 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.362807 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.309975 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.109347 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.119289 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.15946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.425502 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.465556 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.442446 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0786389 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.393477 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.190832 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.279951 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.850672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.637808 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.20077 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.724554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,11),-0.112601 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.259059 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.67119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,2),-0.609227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.738661 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.529249 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.334929 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.583379 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.654038 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.682929 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.627281 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.504956 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.435857 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.414482 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.155376 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.623892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0886813 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.372081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,1),0.253362 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.198301 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.222175 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.147689 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.229509 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.0800865 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.314083 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0962266 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.195464 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.140783 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.254007 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.0696505 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.252229 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.335358 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.086176 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.2053 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.22102 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.257317 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.0695054 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.24595 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.188648 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-1.02884 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.09469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
