# _root_ orduan alexander potzu izoztuaren erdialdera joan zen , besoak zabalduta , otsoaren ihesa gordeaz adiunez .
#goldHeads=6,6,5,3,6,0,6,7,10,11,6,13,14,11,14,15,
#predictedHeads=6,3,4,5,6,0,6,7,10,6,10,13,14,6,14,15,
(11,6),(6,8),-0.129841 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.132482 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.158809 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.417618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.409746 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.42964 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.347577 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.426477 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.223653 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.187626 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0690627 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.161429 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0473525 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.0787338 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.349609 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.079106 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.209868 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0387783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.183671 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.139626 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.152424 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0648619 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.313518 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.241806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.251175 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.271068 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.231058 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.267906 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.155889 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.0304967 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.311918 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.275891 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0228642 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.249695 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0782669 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.142633 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.00643727 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.13218 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.41661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.409451 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.429345 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.350351 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.426182 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0802449 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.0513326 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.202905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0142489 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0588925 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.188626 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.100177 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.0802449 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.322976 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0513326 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.202905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0624034 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0073846 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0110863 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0588925 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.273906 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.66099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.624963 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.318956 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.598767 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.220312 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.290736 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.255049 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.481252 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.171144 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.273993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0617148 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0816087 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0762704 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.064335 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.188626 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.100177 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.202905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0624034 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0425096 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.133798 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0588925 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-1.08162 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.21489 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.205579 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-1.17191 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.427216 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.493516 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.503869 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.29738 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.257444 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.899637 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.265974 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.293199 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.205386 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.141969 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-1.11563 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0222423 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.376226 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0851805 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.935067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.100065 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.531378 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.378565 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.205579 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-1.17191 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.558213 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.149511 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.853882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.018881 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.503869 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.29738 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.472295 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.401012 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.246849 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.855343 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.0235444 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.19126 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.489636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.220334 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0345934 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.12912 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.862314 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.348987 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.077625 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.255396 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.807175 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.293848 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.482743 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0224858 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.897529 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.242782 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.211808 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.197425 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.239589 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.483814 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.7553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.340492 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.50572 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.950075 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.416303 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.224629 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-1.29171 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.124467 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.349938 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.316026 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.424181 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.38185 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.409666 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.503189 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.138304 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.150288 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-1.3293 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0963441 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.326894 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.255722 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.568699 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.735187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.292467 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.485606 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.337737 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.253033 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.768089 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.254762 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.494612 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.0166004 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.161019 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.23542 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0831679 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0734779 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.242986 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.470763 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.754945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.343536 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.505365 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.224629 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.29171 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.255464 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.00593344 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.571155 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.673761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.316026 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.424181 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0963441 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0925157 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0931508 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.735187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),-0.337737 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.505623 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.26696 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.753637 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),0.192146 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.482275 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.471563 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.43686 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.426459 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.572353 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.21871 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.423265 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.123268 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.414163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.00509641 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.183755 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.467884 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.420062 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.349065 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.143027 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.309515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.201555 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.249791 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.67301 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.367926 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.598111 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.361658 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0234217 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.591843 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.293119 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.681569 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0234217 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.591843 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.832133 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.210248 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.67515 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.370065 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.639631 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.252211 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.663516 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.087708 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.397075 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.0399243 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.0704101 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.380348 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.210327 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.555211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),0.173554 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.293119 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.681569 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.376484 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0525114 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0649776 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.832133 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.11199 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.349288 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.22435 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.162539 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.466346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),0.325578 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),0.13629 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.17958 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.681077 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.375992 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.121948 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.606178 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.655771 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0912302 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.370966 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0459281 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0739324 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.354239 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.184218 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.539347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),0.18613 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.771613 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.466528 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.197044 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.696714 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.00175756 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.400175 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.383447 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.692017 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.15323 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.244211 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.776789 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.190311 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.387713 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.576304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),0.238961 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.293119 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.376484 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.0525114 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.60667 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.146615 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.778681 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.00489601 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.22435 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0946923 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.33256 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.162539 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.466346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.325578 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),0.13629 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.216735 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.68042 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.375335 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.143208 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.605521 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.240393 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.698025 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0342905 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.362965 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0778235 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.375632 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.205611 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.555212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.173554 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.244211 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.776789 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.374562 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0484459 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.173584 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.00356216 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.576304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.238961 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.00489601 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.148596 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0124019 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.162539 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),0.13629 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.293119 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.146615 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.00489601 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.364114 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.148596 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0124019 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.347387 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.466346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.325578 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.13629 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.390928 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.330966 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.170765 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.553961 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.38394 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.209864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.208429 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.919221 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.520101 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.472373 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.224399 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.864082 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.464961 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.179412 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.417234 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.870375 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.232858 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.564048 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0988558 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.22831 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0431587 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.196025 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.0364511 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.731615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,6),-0.297754 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-1.26455 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.607705 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.290347 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.044182 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.108684 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.114743 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.650076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,8),-0.0864198 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.203765 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0818719 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.11114 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.0955718 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.350853 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.223413 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0864198 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.580623 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.203765 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0818719 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0597334 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.091705 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.711501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0955718 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.219764 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.823603 # DEPENDENCYPART_GRANDPAR
