# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(10,6),(6,10),-0.824763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.333152 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.721735 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.437165 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.106664 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.464199 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0895518 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.172782 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.268148 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.824778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.333152 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.711111 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.426541 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0979632 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.453575 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0926102 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.162158 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.150001 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0813063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.824763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.333152 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.618373 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.744273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.279974 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.715035 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.740255 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.452036 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.452495 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.652542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.452469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0227976 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.14358 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.171034 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.05383 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.769256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.419679 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.79777 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.413568 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.506257 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.506716 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.706763 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.539128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.00750765 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.435212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.467073 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.391049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.00699221 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.122339 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.0928453 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),0.0202952 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0819289 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.192551 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.409759 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.471422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,13),-0.308399 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.391631 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.379482 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.06306 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.77849 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.423302 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.807003 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.416461 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.515491 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.51595 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.715997 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.536672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.00622231 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.240087 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0889335 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.381857 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.015792 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0681005 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.095186 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.0179545 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.0842697 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.179695 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.427433 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.313786 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.068798 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.128666 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.191847 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0774795 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.398208 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.06884 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.784275 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.415515 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.809495 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.521735 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.721782 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.376381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,13),-0.151222 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.333713 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.162957 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.263112 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.121653 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.226238 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.113431 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.000937183 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.102514 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.141596 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.152716 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.17595 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.0264249 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.20726 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.14555 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.249001 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.507774 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.410068 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.152205 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.175439 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0269359 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.155129 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.248992 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.507765 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.410059 # DEPENDENCYPART_GRANDPAR
(10,22),(22,11),0.11411 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.152205 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.175439 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.0269359 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.155129 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.0429422 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.176213 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.18864 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.507765 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.410059 # DEPENDENCYPART_GRANDPAR
(10,24),(24,1),-1.07125 # DEPENDENCYPART_GRANDPAR
(10,24),(24,3),-0.413505 # DEPENDENCYPART_GRANDPAR
(10,24),(24,4),-0.815194 # DEPENDENCYPART_GRANDPAR
(10,24),(24,6),-0.52368 # DEPENDENCYPART_GRANDPAR
(10,24),(24,7),-0.524139 # DEPENDENCYPART_GRANDPAR
(10,24),(24,8),-0.724187 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.490801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,11),0.0098204 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),-0.307728 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),-0.128167 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.317236 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.0446976 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.167171 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),0.0299592 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.246839 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.134727 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.239243 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.406376 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.319756 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.825267 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.193739 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.827473 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.632791 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.467992 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.192045 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.363076 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.217641 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.480661 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.474264 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.475601 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0880485 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.219587 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.482607 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.00149291 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.41118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,1),-0.830701 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.636019 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.476146 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.481035 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0900601 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.440317 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.484229 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.000248621 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.41118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.820566 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.625884 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.469563 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.4709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0913281 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.430182 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.276379 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.238034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.00148194 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.41118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,14),-0.48729 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0880485 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.434883 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.28578 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.553976 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.217509 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.41118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.588748 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.48729 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.489038 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.480192 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.392704 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.649052 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.859553 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.602315 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.463372 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.422349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.291981 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.322236 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-1.07304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,15),-0.170899 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.00570198 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.142752 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.348623 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.559124 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),0.113933 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.240301 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.452854 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.0728071 # DEPENDENCYPART_GRANDPAR
(11,24),(24,1),-1.10934 # DEPENDENCYPART_GRANDPAR
(11,24),(24,3),-0.714202 # DEPENDENCYPART_GRANDPAR
(11,24),(24,4),-0.761218 # DEPENDENCYPART_GRANDPAR
(11,24),(24,6),-0.720819 # DEPENDENCYPART_GRANDPAR
(11,24),(24,7),-0.579155 # DEPENDENCYPART_GRANDPAR
(11,24),(24,8),-0.838027 # DEPENDENCYPART_GRANDPAR
(11,24),(24,10),-0.354304 # DEPENDENCYPART_GRANDPAR
(11,24),(24,11),-1.12849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,24),(24,13),-0.361707 # DEPENDENCYPART_GRANDPAR
(11,24),(24,14),-0.150514 # DEPENDENCYPART_GRANDPAR
(11,24),(24,15),-0.26765 # DEPENDENCYPART_GRANDPAR
(11,24),(24,16),-0.156901 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),0.037679 # DEPENDENCYPART_GRANDPAR
(11,24),(24,18),-0.109991 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.335049 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.545626 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.288312 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.39856 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.0428569 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.655771 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.663569 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.227073 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.589871 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.389384 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.613309 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.52772 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.45883 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.433478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.221898 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.37062 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.29634 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.209611 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.18663 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.311013 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.47783 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.467542 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.428536 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.114259 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.228929 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.380618 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.134659 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.113422 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.102946 # DEPENDENCYPART_GRANDPAR
(12,24),(24,1),-0.668078 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-0.219318 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-0.602178 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-0.625616 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.540026 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-0.471136 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.445785 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),-0.224115 # DEPENDENCYPART_GRANDPAR
(12,24),(24,13),-0.183856 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),-0.245244 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),-0.202175 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.0544842 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.202902 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.187088 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.478838 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.468536 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.429544 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.260354 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.575527 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.0822449 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.256857 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.316091 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.174343 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0547438 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.29769 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.234247 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.0992857 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.0443836 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.246504 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.286204 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.679054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.394656 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.638442 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.254816 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.0257294 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.166151 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.328587 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.222501 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.16293 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.369171 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.00412191 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.309418 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.151033 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.36784 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.30697 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.149919 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.35616 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.35546 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.481477 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.255867 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0267808 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.15759 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.36685 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.31148 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.159612 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.366038 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.365729 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.496513 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.261029 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.0319423 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.155205 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.372011 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.302171 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.164774 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.111054 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.418173 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.355435 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.48147 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.253525 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.30697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.160602 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.102191 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.306456 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.142149 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.481477 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.580998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.253525 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.365741 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.490863 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.139712 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.323826 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.495251 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.379755 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.442411 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.00270049 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.34569 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.131808 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0631903 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.28141 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.275916 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.087674 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.503007 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.529248 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.124969 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.46697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.35778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.431893 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.17989 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.408976 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.172313 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.0833915 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.0295506 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.28173 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.343063 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.134658 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.135761 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.00658018 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.430723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0131606 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.417771 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.165642 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.098313 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.169147 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.342543 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.229058 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.363568 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.0268238 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.490801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,17),-0.145845 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.223962 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.271291 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.445649 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.0862745 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.158164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0711309 # DEPENDENCYPART_GRANDPAR
