# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,13,15,16,19,20,23,23,23,13,23,
(10,19),(19,14),-0.0218147 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0473123 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.109425 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.302008 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.413975 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.00798446 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.209687 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.723339 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.121132 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.184827 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.11674 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.078673 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.219338 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.38273 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0595695 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.213707 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.760882 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.0833258 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.200345 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.0239701 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),0.126764 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.105804 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-0.57377 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.147426 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),0.147581 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),0.518046 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.525648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,13),0.140795 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.0238698 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.0480267 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.107725 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.302678 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.412275 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.225406 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),0.00285762 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),0.177185 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.592401 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.109218 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.220897 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.15965 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0934078 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.192462 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.158086 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0311422 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.000147162 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.13061 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.795206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.405968 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.520509 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.585264 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.654304 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.506163 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.663414 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.175896 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.38936 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.353107 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.170715 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.0901635 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),-0.567299 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),-0.248546 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.407625 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.3991 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.18639 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),-0.15273 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),-0.148917 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),-0.197898 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-0.248354 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.207515 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.318068 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.18462 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.335784 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.126242 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),0.147755 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.520017 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.234051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.148055 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.150008 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.154179 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0985953 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.00471038 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0370201 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0199857 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.318025 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.437371 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.210258 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.338082 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),0.0603908 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.227893 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.136779 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0184016 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.104349 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0180593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0365967 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0720607 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0833608 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0765322 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.106186 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.262021 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.386087 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.433063 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.509199 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.341901 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.53028 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),0.040339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.231712 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),-0.4825 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),-0.240124 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-0.380117 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.235012 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.25674 # DEPENDENCYPART_GRANDPAR
(12,23),(23,13),0.00503131 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.0358602 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),-0.0488429 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.0847808 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.0159221 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.161663 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.0057257 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.191284 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.00522913 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.393194 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.434483 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.150423 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.190665 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.169705 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.109827 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.281828 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.18857 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.121634 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.20389 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.287533 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.0185393 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.230064 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.391504 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.282957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,2),-0.259773 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.106766 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.102319 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0970912 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.196978 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.192268 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.0232583 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.206659 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.055285 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.390732 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.282957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,1),-0.09418 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0684083 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.195172 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.0849237 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.291677 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.086688 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.217061 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.24099 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.408235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.375093 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.0548506 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.189555 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.0467191 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.299705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.00826276 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.0783107 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.203865 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.236056 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.375891 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.104863 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.356941 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.277015 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.235839 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.382379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),0.140348 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.369045 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.359454 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.236535 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.63668 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.13385 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.346685 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.0590894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.554126 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.119332 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.458495 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.687314 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.154991 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.535712 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.134591 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.340197 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.423784 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.181071 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.0941694 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.129318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.168129 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.241247 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.297982 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.270245 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.246162 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.00598362 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0954542 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.361448 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),0.118444 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.00769826 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.0341315 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.0238258 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.0804614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.344065 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.769651 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.297868 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.193009 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.142782 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0795855 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.101297 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),0.0236881 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),0.122371 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.0138577 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.746395 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0923782 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.344176 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.769935 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.269027 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.256195 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.142843 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0806794 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0927146 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.101229 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),0.120672 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.153607 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.133207 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.338813 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.4224 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.182575 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.0927854 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.128048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.171117 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.670313 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.179008 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.211486 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.196506 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.0173896 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.0917522 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.366621 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),0.121955 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.337321 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.744357 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.260835 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.247833 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.274336 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.367475 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0996507 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0956905 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),0.109204 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.688613 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-0.341444 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.425083 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-0.185314 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-0.0954167 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.105449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.196424 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.696602 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.207245 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.245739 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.224744 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),0.31865 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.0819573 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.0331531 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.378387 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.145291 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.197168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.492854 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.327558 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.50597 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.35374 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0658438 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.348765 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.787299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.376764 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.804471 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.180755 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.869174 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.533014 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.846482 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.504328 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.466879 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.920908 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.533734 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.750767 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.829436 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.765397 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.777634 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.39537 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.545598 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.286578 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.587729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.519257 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.00170808 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.578618 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.295347 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.550037 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.045269 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.32463 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.279814 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.812784 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.353995 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.548745 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.25636 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.472398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0198098 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0427435 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.617396 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.27445 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.59326 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.399878 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.256609 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0286552 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.329182 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.348519 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.041601 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.270581 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.0747697 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.109216 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.0922647 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.340169 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.323957 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.078106 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.0767013 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.244687 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.358186 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.168481 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.106366 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.301455 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.281192 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.0762256 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.16598 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.36228 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.423631 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.403795 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.189241 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.34327 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.349754 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.0651805 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.314878 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.0711846 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.283769 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.163017 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.101447 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.422055 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.322503 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.0694925 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.306802 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0983228 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.20675 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.367977 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.171365 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.168519 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.107198 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.177593 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.13558 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.689493 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.241351 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.384903 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.297871 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.0205772 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.269416 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.0235531 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.154554 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.361491 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.341194 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.180233 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.224446 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.664984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.185562 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.314753 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.199833 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.372755 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.692561 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.305604 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.396172 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.242916 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.227903 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.204457 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.306374 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.267024 # DEPENDENCYPART_GRANDPAR
