# _root_ bestalde , donostiako manifestaldian izan zen " batasuna " azpimarratu zuen elortzak , eta " demokraten batasun hori berriz eskuratu " behar dela uste_du .
#goldHeads=0,3,4,5,8,5,6,10,8,14,10,10,12,0,14,17,20,17,20,22,20,24,22,14,24,
#predictedHeads=0,3,4,5,0,5,6,10,8,14,10,10,12,0,14,17,20,17,20,24,20,23,24,14,24,
(12,20),(20,13),0.115751 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.20786 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.332929 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.13232 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.116121 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.086538 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.00476004 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.518195 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.270518 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.307937 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.294352 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.0459744 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.331733 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.293886 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.112678 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.150993 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.126226 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.282377 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.166095 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.629167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.462177 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.630252 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.63931 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.610818 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.626982 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.471476 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.570311 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.241214 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0110282 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.22993 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.629755 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.591912 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.172566 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.429509 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.103615 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.0178556 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.153818 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.392207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.323329 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.245208 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.265736 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.238831 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.25636 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.183513 # DEPENDENCYPART_GRANDPAR
(13,24),(24,14),-0.122326 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.279162 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.288755 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.254333 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.34251 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.275958 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.287037 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.23193 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.342067 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.207025 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0518062 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.207025 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.326625 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.140271 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.33329 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.26238 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.621356 # DEPENDENCYPART_GRANDPAR
(14,4),(4,24),-0.439697 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.228251 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.191552 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.235186 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0579361 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.369103 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.131089 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.327663 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.617106 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.420674 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.0457181 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.592604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,20),-0.16931 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.196431 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),0.205781 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.324045 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0308024 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0997314 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.288217 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0687148 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.192372 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.424803 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.613671 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.524963 # DEPENDENCYPART_GRANDPAR
(14,8),(8,24),-0.439697 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.182076 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.211812 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.258334 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.0347883 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.00730998 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.545301 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.259742 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.661031 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.457024 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0715024 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.570642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.61358 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.603089 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.608326 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.133472 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.158003 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.588229 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.00884679 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.18805 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.505893 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.183382 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.125299 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.445353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.414166 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.403751 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),0.0150604 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.161635 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.499704 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.489173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,24),-0.505771 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.164611 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.687053 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.0999176 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.0559287 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.24273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0691733 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0402061 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.157657 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.336707 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.1426 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.191519 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.320032 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),0.0998104 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0559288 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.24275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.0305206 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.157649 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.336659 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.143264 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.191563 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.258188 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.321194 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.886447 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.593329 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.410587 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.387402 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.148604 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),0.392927 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.0994765 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.185763 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.290444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,16),-0.0619888 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0531302 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.138073 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.256291 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.00689821 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0704025 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.276548 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.151867 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.573726 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.4281 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.36752 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.163368 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.0798735 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.183726 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.252102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,16),0.0124121 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.0205481 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.0164271 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.233542 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.301013 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.174304 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.150883 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.335761 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.284312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,16),-0.0533828 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.0445242 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.135318 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.254081 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.349669 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.194376 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.22218 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.310807 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.745567 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.429556 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.47428 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.382026 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.633908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.341788 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.389462 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.440375 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.455703 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.24831 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.586909 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.00491488 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.759492 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.334277 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.107066 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0967803 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.928121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.598556 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.665933 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.419916 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-1.0314 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0992257 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.765323 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.124735 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.714474 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.304676 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.531977 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.263399 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.998395 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.548921 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0350507 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0688559 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.958081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.628442 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.715173 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.48001 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.791016 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.847631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,12),-1.01972 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.200398 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.444131 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.500401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.395816 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.249221 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.982372 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.296753 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.488125 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.389206 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.441901 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.545025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.214569 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.291776 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.426563 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.536151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.206313 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.0853846 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.236637 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.259378 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.208 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.21172 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.673654 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.02846 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.623845 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-1.04616 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.246904 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.417531 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.628807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.300109 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.386778 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.162455 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.352219 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.953706 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.478226 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.359643 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.376721 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.187206 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0491482 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.245235 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.595318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,20),-0.48695 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.462939 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.777987 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0469364 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.456418 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.564312 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.555921 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.292178 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.503424 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.306427 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.744989 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.186299 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.114072 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0576593 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.259773 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.625204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-0.536189 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.278192 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.482111 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.710185 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.332863 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0244514 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.109728 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.129629 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.595318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.351597 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.215885 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.316398 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.298953 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.440486 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.262394 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.0844537 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.211658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.00412303 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.247579 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.14032 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.203396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,19),0.0281782 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0576476 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.115313 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.00613359 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-1.05316 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.661157 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.999905 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.666874 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.683535 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.326822 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.271369 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.204476 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.297198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.0991261 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.0488982 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.173236 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0151475 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.16932 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.325491 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.32341 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.198122 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.27882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.107731 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.0163694 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.129667 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.0324898 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.0184162 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.292782 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.827186 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.657278 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.584369 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.715218 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.502778 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.805569 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.761611 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.472403 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.384525 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.545171 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.447021 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.633268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0357673 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0242905 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.285496 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.323003 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.144266 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.227262 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.201584 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0859844 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.166681 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.189079 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0637725 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.150608 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.801632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,22),-0.457904 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.473855 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.234167 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.201674 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0885131 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.166681 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0752828 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.150737 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.801632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,22),-0.457879 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.473855 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.522516 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.234167 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.501205 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.494787 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.430797 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.486974 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.479316 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.472851 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.352474 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.469233 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.350834 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.390044 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.344934 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.348083 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.218048 # DEPENDENCYPART_GRANDPAR
