# _root_ otsailean egindako bileran , arabera , giza_eskubideak urratzen dituen ekintzarik ez babesteko konpromisoa hartu zuten sinatzaileek .
#goldHeads=2,3,14,3,14,5,8,10,8,12,12,13,14,0,14,14,16,
#predictedHeads=2,3,14,3,8,5,8,10,8,12,12,13,14,0,14,14,16,
(11,13),(13,14),-0.14353 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.333315 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.278068 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.291882 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.434837 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.374394 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.0236145 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0976021 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0525596 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.300116 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.291775 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.229149 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.270825 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.340535 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.15017 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.2048 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.257771 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.128532 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0186229 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.0126916 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.550667 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.0402319 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.723093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-0.446831 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.629825 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.412891 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.337865 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.161332 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.244412 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.270203 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.168145 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.0282507 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.191951 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.71263 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.625308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.0618301 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.353385 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.260955 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.271687 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.136444 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.361177 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.467253 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.345963 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.463114 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.24934 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.237117 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0161064 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.159616 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0292679 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.0887693 # DEPENDENCYPART_GRANDPAR
(12,5),(5,13),-0.113436 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.271687 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.192491 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.467253 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.353975 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.172117 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.130151 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.125076 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.312199 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.048809 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.196652 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.709961 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.633936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,17),-0.127578 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.342898 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.257558 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.117322 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.150809 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.258549 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0745416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0228494 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.548931 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0452553 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0151544 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.722806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.212194 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.446543 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.629537 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.41137 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.463295 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.235284 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0911987 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0375627 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.129861 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.61592 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.35325 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.171566 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.129425 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.122082 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.311648 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0458148 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0199968 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.121954 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.652395 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0546512 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.633936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0602216 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.362014 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.492209 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.127578 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.00253878 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.713133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.157141 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.357325 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.403329 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.226486 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.0456916 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.12491 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.219356 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.381496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.159864 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.394247 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0496819 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0554938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.654974 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.425472 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.424007 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.434221 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.480545 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.357954 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.284424 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.132934 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.89015 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.225065 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.279072 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.565201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.138676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.396881 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0817673 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.274661 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.0966081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.161673 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.0585924 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.128219 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.37779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.161562 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0824196 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.441091 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0555159 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.725331 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0922939 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.617804 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.00182276 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.256127 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.257921 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.362017 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.677646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,2),-0.174588 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.214582 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.472882 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.537301 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.0813347 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.427386 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0732718 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.228014 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0844502 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.163578 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.779795 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.425824 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.224607 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.477791 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.791634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.501064 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.688384 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.708168 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.697547 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.078565 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.594546 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.085615 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.342053 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0967934 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.317729 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0333853 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.353238 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.281364 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.60921 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.771667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.451937 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.675987 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.267813 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.445915 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.469375 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.71839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.635426 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.536866 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0813426 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.426951 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.0732967 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.22799 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0844751 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.163143 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0344779 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.424101 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.264415 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.287398 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.791678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.501107 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.688511 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.708211 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.02111 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.403999 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.912918 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.416724 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.471544 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.427902 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.641686 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.359723 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),0.219681 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.745944 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.500333 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.0625361 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.44676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.568296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.235278 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.452318 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.424066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.254903 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.306244 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.745984 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.116025 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.346465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0642736 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.381093 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.179426 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.168087 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.0420295 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0444084 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.00798756 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.180326 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.0271247 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0075969 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.227881 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.109034 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.547034 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0218384 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.0792517 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.557532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.601243 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.133893 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0046924 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0931125 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.18183 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0456916 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.00910166 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.145003 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.343924 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.673666 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.314112 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.496208 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-0.459213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,16),0.0249836 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.242924 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0365689 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.458915 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.575587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.0645192 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.161042 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.222481 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.0681089 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.00252435 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0396657 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.174005 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.0763608 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.467206 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.242924 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0109776 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.575587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,1),-0.0210468 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.104141 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.0697142 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0726624 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0074586 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.100066 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.347106 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.672518 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.317293 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),0.408058 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.0467719 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.237831 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.0457405 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.13442 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.0195485 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0383085 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.181504 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.545298 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0268618 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.16459 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0812912 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.416399 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.557244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.600955 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.132373 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.159662 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0647143 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.288045 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0259535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0486417 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.58599 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.0203216 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.10359 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),0.0704393 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0696682 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.00690743 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.10306 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.147554 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.254912 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.633686 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.160832 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.318452 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.499981 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.467842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.450451 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),0.408058 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0103204 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.125278 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.433515 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.0758785 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.04689 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.238013 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.0456224 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.134654 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.0193966 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.0380748 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.181622 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.119683 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.616955 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0711474 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.133284 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.416247 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.557246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.600999 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.132375 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),2.28076e-05 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.107591 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.279152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.107616 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.13048 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.250744 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.455077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.447679 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.0297636 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.410341 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.0960552 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.095797 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.105931 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),0.029704 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.116298 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.000148481 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.274674 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.128342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.380058 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.532018 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.719774 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.123049 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.328824 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.579126 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.362359 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.154578 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.00482757 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.646361 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.379753 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.168638 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.132545 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.899685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.562282 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.174333 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.164533 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.816057 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.328728 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.596609 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.446989 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.692964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0608032 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.409537 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.201221 # DEPENDENCYPART_GRANDPAR
